serial_timesteps,ep_len_mean,value_loss,clipfrac,ep_reward_mean,policy_loss,policy_entropy,total_timesteps,n_updates,true_reward,time_elapsed,approxkl,fps,explained_variance
341500,20.92,0.0011883634,0.297018,1.3889198268204928,-0.002220285,-4.2967954,34150000,683,0.086804345,2354.2689723968506,0.026085079,17017,0.9983618964906782
342000,22.36,0.00029929995,0.239666,1.4733082253485918,0.0013440351,-4.292153,34200000,684,0.08634004,2357.6973338127136,0.018713662,14782,0.999597904359689
342500,22.66,0.00020512198,0.24946204,1.5571876974403858,-0.00045108705,-4.28987,34250000,685,0.08504748,2361.6921787261963,0.019480176,17123,0.9997420428844634
343000,20.17,0.0012296601,0.30947402,1.4283381521701812,0.0022360547,-4.28784,34300000,686,0.087046,2364.9547760486603,0.030547678,14382,0.998503454378806
343500,23.38,0.0003249049,0.261598,1.5626758416742086,0.003911134,-4.2939215,34350000,687,0.087489225,2368.999366044998,0.021200486,16993,0.999523515405599
344000,24.7,0.00018656491,0.24277,1.8145645541697741,-0.00033026456,-4.296915,34400000,688,0.08699358,2372.6080555915833,0.018588575,17563,0.9997688544390257
344500,23.6,0.00013310197,0.21049397,1.6804627476632594,-0.0005240671,-4.3050117,34450000,689,0.087653585,2376.0806834697723,0.01555821,15621,0.9998408868123079
345000,22.89,0.00010961378,0.20999402,1.6113004439324141,0.00069859927,-4.3224764,34500000,690,0.087024085,2379.7880716323853,0.015769852,21027,0.9998675910464954
345500,22.58,0.00015766812,0.21411002,1.5789870470762253,0.0007928547,-4.332325,34550000,691,0.08721531,2382.6758143901825,0.01627964,18187,0.9998118638468441
346000,25.11,0.0011492632,0.33146405,1.741311698704958,0.0017365969,-4.3295064,34600000,692,0.0866758,2386.019499540329,0.032854218,22024,0.9985713248606771
346500,21.65,0.0010377617,0.28947002,1.4070206736773252,0.0007270176,-4.325037,34650000,693,0.085370086,2388.747250556946,0.028608112,18442,0.9986641732975841
347000,22.86,0.0022261718,0.341586,1.5639850559830666,-0.00044639624,-4.3322845,34700000,694,0.08701699,2391.9504857063293,0.03477575,16876,0.997117071878165
347500,21.92,0.00028771878,0.2475,1.4639243752509357,0.0014024744,-4.35627,34750000,695,0.086642295,2395.435405731201,0.019294128,18604,0.9995622918067966
348000,21.73,0.00012669803,0.21158601,1.5341903161257506,-0.000565403,-4.3656335,34800000,696,0.0868347,2398.720543384552,0.015796138,17014,0.9998355487041408
348500,19.12,0.00020774292,0.233378,1.261260164231062,0.0004997194,-4.365718,34850000,697,0.087178014,2402.005918741226,0.018305589,17433,0.9997248009312898
349000,20.13,0.0022106306,0.38689598,1.3459425434470176,0.0010012374,-4.3703814,34900000,698,0.08543235,2405.5495290756226,0.04273158,16322,0.9971693865954876
349500,25.94,0.0004049565,0.23260595,1.7962768567353486,-0.00021977336,-4.3887367,34950000,699,0.086457536,2409.106085538864,0.017922923,13730,0.9994393757078797
350000,25.09,0.00013485168,0.21528599,1.7286090780049563,0.00040203065,-4.3985157,35000000,700,0.08616873,2413.1536152362823,0.01618509,17002,0.9998091322631808
350500,25.15,0.00016812835,0.21974,1.803008970990777,-0.0001511152,-4.413277,35050000,701,0.08653808,2416.6350169181824,0.016852157,17310,0.9997868598729838
351000,23.1,0.000108719614,0.21180405,1.5522021896392106,-4.4052445e-06,-4.4326096,35100000,702,0.087241895,2420.110454082489,0.01586945,18247,0.9998597489611711
351500,23.27,0.00030726165,0.26040405,1.6593760178983212,0.0020981084,-4.4457164,35150000,703,0.087732665,2423.350122690201,0.02179506,19062,0.9996397841023281
352000,21.13,0.0001160804,0.22207007,1.4277813963592052,0.0008198248,-4.4551177,35200000,704,0.08700398,2426.473568916321,0.016718693,19975,0.999853908928344
352500,21.86,0.00012407653,0.22140004,1.5014616112411021,0.0005635105,-4.4571404,35250000,705,0.08724482,2429.5301361083984,0.016662546,16793,0.9998485289688688
353000,22.26,0.003742674,0.35985392,1.5247103195637464,-0.0030514458,-4.446886,35300000,706,0.08576137,2433.108740568161,0.04595653,19739,0.9951691343449056
353500,22.87,0.0065777455,0.41463006,1.4788015551865101,-0.001571493,-4.452174,35350000,707,0.08535116,2436.1217229366302,0.057086643,14676,0.9918538518249989
354000,21.07,0.0001388309,0.20426798,1.3650938491523266,0.00093828584,-4.4644213,35400000,708,0.0881347,2440.0463049411774,0.015178199,16677,0.9998009202245157
354500,22.81,0.00013983861,0.21435003,1.5528354881703854,-0.0010634023,-4.4768343,35450000,709,0.0859166,2443.626222372055,0.015972191,19156,0.9998218976834323
355000,22.93,0.00016387535,0.225886,1.630142014324665,-0.00017088173,-4.489561,35500000,710,0.08649941,2446.761592388153,0.017141344,15382,0.9997979881154606
355500,24.13,0.00019636478,0.22985797,1.753392125815153,-0.0009131496,-4.4994526,35550000,711,0.08689498,2450.5584995746613,0.017386898,17049,0.9997561392665375
356000,20.81,0.00012286425,0.21283197,1.4174204853922128,0.00046481454,-4.505561,35600000,712,0.08706127,2454.025275707245,0.01570394,15373,0.9998514482140308
356500,23.15,0.000112732785,0.23188001,1.5533790632337332,0.00061415136,-4.5158944,35650000,713,0.085957594,2457.8637585639954,0.01760102,15195,0.9998618943645852
357000,20.81,0.00012202508,0.22108799,1.3682291680574417,0.000675499,-4.5310993,35700000,714,0.08636465,2461.867623090744,0.016677067,19088,0.9998548120929627
357500,21.83,0.0008196754,0.31165802,1.342573381215334,0.0011943394,-4.534367,35750000,715,0.086218536,2465.087868452072,0.028413864,15782,0.998975083231926
358000,22.79,0.00019796057,0.24616002,1.6110757625102996,0.0016706364,-4.5386763,35800000,716,0.08679731,2468.6923162937164,0.01967534,15553,0.9997446780034807
358500,22.37,0.0016224426,0.34036204,1.5571856486797333,0.0022903252,-4.548127,35850000,717,0.08672888,2472.351407289505,0.03517456,16299,0.99803481483832
359000,20.45,0.00016178562,0.21672396,1.3291516499221325,0.0008327668,-4.5654225,35900000,718,0.08708525,2475.9130964279175,0.01637502,19495,0.9998141056712484
359500,23.71,0.0004588636,0.26184,1.6657259430736304,0.000622086,-4.5658727,35950000,719,0.087514356,2479.14959025383,0.021242823,17376,0.9994620686629787
360000,22.24,0.000113724534,0.221764,1.4938326782733202,0.0006086502,-4.5675836,36000000,720,0.08683059,2482.4982721805573,0.01661222,18395,0.9998534555197693
360500,23.95,0.00031851383,0.25801203,1.741744845509529,0.0020390775,-4.57219,36050000,721,0.08665399,2485.6390845775604,0.020698521,16457,0.999557611066848
361000,21.29,0.00016765321,0.232362,1.4450273657590151,0.0011643237,-4.5767765,36100000,722,0.08635262,2489.4021389484406,0.017898576,14840,0.9997993052238598
361500,23.66,0.000120791214,0.23212802,1.59014490313828,0.00089639635,-4.579958,36150000,723,0.087144315,2493.1595821380615,0.017817818,16358,0.9998564084671671
362000,21.25,0.00012660224,0.22733203,1.4945900285243987,0.00079184683,-4.5807476,36200000,724,0.086463556,2496.789546251297,0.01746105,16432,0.9998455109453062
362500,23.69,0.0001044755,0.22990201,1.6946603216230869,0.0013190978,-4.586274,36250000,725,0.08646381,2500.3602981567383,0.017571317,16153,0.9998723415483255
363000,23.21,0.00016316072,0.24048807,1.6777922184020282,6.0851566e-05,-4.587368,36300000,726,0.087484315,2504.0167326927185,0.018524986,15262,0.999807190062711
363500,18.89,0.00020742138,0.23119,1.1353998608142137,-0.00072798476,-4.59776,36350000,727,0.08550089,2507.921723127365,0.017749317,17596,0.9997300331306178
364000,21.07,0.0024260562,0.37310997,1.3692108744382858,-0.0005241056,-4.598674,36400000,728,0.0867291,2511.23278260231,0.044410422,16583,0.9968446742277592
364500,20.54,0.0047206446,0.39649,1.349748327806592,0.002117732,-4.6023736,36450000,729,0.08710197,2514.8024966716766,0.057607647,17113,0.9943227064795792
365000,24.09,0.0005014909,0.29933,1.5514037692546845,0.0038089845,-4.6109915,36500000,730,0.08677042,2518.266110897064,0.026497316,18237,0.9993635262362659
365500,22.14,0.0001028987,0.21930397,1.568771108612418,0.00079103245,-4.6214824,36550000,731,0.08724796,2521.531500339508,0.016292535,17363,0.999857945003896
366000,25.39,0.00017689355,0.21803394,1.8414832185208798,-0.0007248226,-4.631951,36600000,732,0.08733566,2524.835368871689,0.016293963,15110,0.999780759535497
