ep_len_mean,policy_loss,serial_timesteps,clipfrac,n_updates,explained_variance,true_reward,approxkl,ep_reward_mean,fps,value_loss,total_timesteps,time_elapsed,policy_entropy
186.27,-0.0064723357,373500,0.057790007,747,0.7120073735713959,9.997928,0.0051163747,1881.4859844214516,8337,6924.534,37350000,4972.774378299713,0.54756564
183.07,-0.006142106,374000,0.052355994,748,0.7129214107990265,9.66241,0.004825994,1820.2204667493236,8257,6721.793,37400000,4979.136230945587,0.5462788
154.23,-0.0062978542,374500,0.04661,749,0.7169118821620941,9.611993,0.0044487906,1581.6069649791689,8075,6633.6123,37450000,4985.708739519119,0.5435334
166.07,-0.0060032927,375000,0.046574008,750,0.7119632661342621,9.542203,0.0044629,1671.4527335792477,8258,6670.799,37500000,4992.419597625732,0.54124
154.42,-0.004975212,375500,0.050318003,751,0.7094117999076843,9.550721,0.0047290847,1529.655512764184,8261,6422.5923,37550000,4999.025058507919,0.53888756
179.15,-0.005628098,376000,0.045855995,752,0.716489315032959,9.963169,0.0044078836,1858.3206422695098,7732,6722.4004,37600000,5005.565132141113,0.5372837
165.73,-0.005868361,376500,0.05016799,753,0.7136448323726654,9.792252,0.004672641,1709.019160481703,8046,6556.4204,37650000,5012.575766086578,0.53645945
146.97,-0.0061097466,377000,0.050430007,754,0.7136569023132324,9.480381,0.004707741,1489.804271281443,8303,6629.379,37700000,5019.245754957199,0.5369671
160.8,-0.0059696166,377500,0.048976008,755,0.7274407744407654,9.7711735,0.0045909425,1606.5307323906898,8144,6444.265,37750000,5025.69658780098,0.5321378
174.82,-0.0061024562,378000,0.050766002,756,0.7301414906978607,9.853005,0.004685564,1751.7473108146526,8215,6604.473,37800000,5032.338505744934,0.52442855
139.31,-0.005999563,378500,0.052568007,757,0.7183842957019806,9.682658,0.00484723,1467.4462623522895,7984,6664.991,37850000,5038.987060070038,0.51773584
165.34,-0.0058897017,379000,0.051698003,758,0.7109071910381317,9.936952,0.00483101,1633.605090636647,7930,6684.8438,37900000,5045.651543140411,0.5114538
147.28,-0.005832283,379500,0.053785987,759,0.7258258163928986,9.628006,0.004888558,1433.1772393510048,8205,6437.699,37950000,5052.224157571793,0.50646544
165.9,-0.0059699346,380000,0.053918,760,0.7219693958759308,10.0935955,0.004934467,1733.3884803417657,8023,6907.308,38000000,5058.845701217651,0.5024291
166.58,-0.005641712,380500,0.050165996,761,0.7118171155452728,9.787986,0.0046868203,1714.0258606925886,7937,6906.634,38050000,5065.479689359665,0.49978843
159.44,-0.005938456,381000,0.059662,762,0.7030218243598938,9.619775,0.0052898866,1588.0069758561847,8282,6329.0386,38100000,5072.4017906188965,0.4975714
154.07,-0.006219732,381500,0.054626,763,0.7217035591602325,9.48239,0.0049803015,1465.659279463077,7713,6410.4424,38150000,5078.944540023804,0.4939043
163.45,-0.006310287,382000,0.058096,764,0.7200397551059723,9.874263,0.0052008503,1679.3001757538273,7912,6612.3394,38200000,5085.8923263549805,0.48730648
186.79,-0.0065723257,382500,0.060166,765,0.7257789969444275,9.480032,0.005353177,1895.4800603429671,8111,6559.415,38250000,5092.749850034714,0.48014086
160.0,-0.005908053,383000,0.050726008,766,0.7308643162250519,9.624747,0.004764764,1610.394403078477,8107,6291.572,38300000,5099.27060341835,0.47680622
150.04,-0.0058764014,383500,0.047604002,767,0.7146022617816925,9.76024,0.0045709447,1502.990040005669,8313,6550.1514,38350000,5106.052684307098,0.47609818
167.45,-0.005994446,384000,0.054986004,768,0.7264970541000366,9.79391,0.004999477,1728.9733057479468,8072,6478.169,38400000,5112.471692085266,0.47111
147.31,-0.005577977,384500,0.054123998,769,0.7239876389503479,10.050384,0.004935791,1502.9381776966807,8100,6708.179,38450000,5119.003816843033,0.46436036
183.49,-0.0058508,385000,0.048365995,770,0.7301797866821289,9.796974,0.004585761,1882.2741036367079,8166,6655.9785,38500000,5125.49239730835,0.46022552
145.98,-0.00581133,385500,0.043073993,771,0.7224413156509399,9.696689,0.0042448905,1474.0281071703369,8242,6691.794,38550000,5132.053555250168,0.46134377
168.48,-0.0063746884,386000,0.054495994,772,0.7137711644172668,9.644719,0.004899532,1688.2081168158734,8016,6506.58,38600000,5138.690179109573,0.4594909
155.64,-0.006122312,386500,0.05402201,773,0.7247599065303802,9.464499,0.0049608857,1534.9247808726109,8281,6195.8506,38650000,5145.434881210327,0.45200384
127.51,-0.005617997,387000,0.049611997,774,0.728637307882309,9.887989,0.004698883,1294.5431482541653,8322,6588.928,38700000,5151.942449331284,0.44558716
143.24,-0.005870483,387500,0.054718006,775,0.7375979721546173,9.768357,0.0049814796,1469.0131892652832,7925,6523.9873,38750000,5158.236833333969,0.44229588
153.58,-0.006275884,388000,0.055829998,776,0.7290589213371277,9.932423,0.0050394363,1545.8173471871298,8064,6618.0317,38800000,5164.838564634323,0.43756306
175.7,-0.005948512,388500,0.05300199,777,0.7198940813541412,9.82418,0.004850908,1804.1815577632929,8191,6770.0244,38850000,5171.70410490036,0.4290923
154.74,-0.005845747,389000,0.054416005,778,0.732009768486023,9.95799,0.0049576107,1612.3357754340957,8050,6398.4917,38900000,5178.326181650162,0.42662036
139.31,-0.00665614,389500,0.057248,779,0.7300398945808411,9.7236,0.005136999,1406.3092670150706,8481,6502.812,38950000,5184.959601163864,0.42320323
191.21,-0.006201545,390000,0.051654,780,0.7263447642326355,9.875379,0.004783087,2043.834455880546,8685,6791.855,39000000,5191.152609825134,0.4192675
151.95,-0.006296069,390500,0.056452002,781,0.7199563086032867,9.802983,0.0050822543,1465.4978840220253,7926,6659.536,39050000,5197.4544932842255,0.4154065
182.52,-0.0062611545,391000,0.056719996,782,0.7192094326019287,9.7040825,0.0050708232,1831.6069618416977,8236,6556.1523,39100000,5204.262542009354,0.41137105
171.17,-0.006189807,391500,0.061655995,783,0.7252899408340454,9.954797,0.0054396875,1759.2697216935571,7925,6674.9443,39150000,5210.823911190033,0.40186158
154.96,-0.0063347705,392000,0.05642199,784,0.7382768094539642,9.551385,0.005082099,1520.8124439485534,8160,6139.587,39200000,5217.611504077911,0.39367604
152.39,-0.0059370594,392500,0.048879985,785,0.7379685640335083,9.723144,0.0046443385,1530.1582766978688,8078,6283.77,39250000,5224.278781890869,0.38633728
139.47,-0.006742222,393000,0.066496015,786,0.7395662665367126,10.003777,0.005751341,1376.9557224193588,7846,6310.6826,39300000,5230.852522134781,0.37763083
192.79,-0.0062710107,393500,0.059426002,787,0.7234034836292267,9.919613,0.005269261,1976.8053209308628,8189,6500.802,39350000,5237.773835897446,0.36994195
167.77,-0.0061378116,394000,0.06263199,788,0.7222759425640106,9.892476,0.0054645343,1723.0189209329872,8408,6623.7207,39400000,5244.467253923416,0.36635184
162.28,-0.0066844006,394500,0.05955201,789,0.7314424812793732,9.763536,0.0053113,1660.5873556333606,8156,6326.0825,39450000,5250.8169231414795,0.36100578
163.31,-0.0063240733,395000,0.05063599,790,0.7397483587265015,9.935198,0.004798122,1677.7895285119482,7847,6462.67,39500000,5257.229742765427,0.3539531
161.25,-0.005721284,395500,0.047635995,791,0.7190599143505096,9.633085,0.0045827376,1642.146707695173,8302,6439.7295,39550000,5264.088053703308,0.3521588
165.72,-0.0062847855,396000,0.051237997,792,0.7397004961967468,9.551635,0.0047494494,1674.6159997180575,8171,6428.7656,39600000,5270.6634912490845,0.34749183
178.18,-0.0059005935,396500,0.053340007,793,0.7284523546695709,10.020093,0.004849773,1867.873312079329,8356,6750.4346,39650000,5277.009315252304,0.34386653
150.83,-0.0063680587,397000,0.051264,794,0.7328453660011292,9.690073,0.0047273394,1575.7306939331163,8492,6587.978,39700000,5283.518812417984,0.33775154
178.82,-0.0064653335,397500,0.05966799,795,0.7272211015224457,9.851914,0.0052563883,1850.8602084076126,8596,6826.631,39750000,5289.826907157898,0.3285591
183.18,-0.0059162294,398000,0.054773983,796,0.7418954372406006,10.039577,0.004974769,1892.481400943997,8385,6493.0684,39800000,5295.905777692795,0.32069057
136.52,-0.0057927547,398500,0.048993997,797,0.743301659822464,9.895453,0.004657916,1401.5050134093572,8244,6631.2695,39850000,5302.502002716064,0.3170239
140.75,-0.006294146,399000,0.055134002,798,0.740211546421051,9.982687,0.0049557504,1432.3986406580616,8043,6556.5757,39900000,5308.976165294647,0.3154625
165.74,-0.005834834,399500,0.052397996,799,0.7300647795200348,9.836709,0.0048619746,1697.6938748300622,8398,6460.5386,39950000,5315.587472915649,0.31257734
167.58,-0.0058199335,400000,0.068168,800,0.7371111512184143,10.000596,0.0058100983,1706.6698917052947,8000,6413.4756,40000000,5321.817944526672,0.3084977
209.59,-0.006457849,400500,0.065402,801,0.7335293889045715,9.998359,0.005632475,2122.15129336355,8191,6383.9077,40050000,5328.528002977371,0.30310947
190.77,-0.006535087,401000,0.05658401,802,0.7358233630657196,10.116844,0.0050489027,2007.5855875586112,8043,6747.621,40100000,5335.109961509705,0.29948
165.14,-0.0062849754,401500,0.05132998,803,0.7309258878231049,9.815584,0.004817564,1721.821782810609,7892,6564.8496,40150000,5341.706746101379,0.2968014
186.29,-0.006258382,402000,0.051502004,804,0.7365607023239136,9.696044,0.0046834447,1908.0597866163275,7884,6635.8154,40200000,5348.598309278488,0.29387966
165.08,-0.0054143984,402500,0.048310004,805,0.7498323619365692,9.625433,0.004612013,1680.5582375401364,8474,6259.955,40250000,5355.34312915802,0.28884277
168.33,-0.0062955213,403000,0.06478199,806,0.7323209047317505,9.544553,0.005568517,1720.0934116956125,8031,6443.2417,40300000,5361.766694068909,0.28235132
173.23,-0.0058874134,403500,0.059376013,807,0.7376521527767181,9.809031,0.0052396297,1740.35451706012,8109,6522.304,40350000,5368.582146406174,0.27829465
159.34,-0.006595454,404000,0.05683201,808,0.7400022745132446,9.878193,0.0051111705,1632.4837169015059,8234,6270.9067,40400000,5375.185839891434,0.2764089
135.84,-0.0061373413,404500,0.052696005,809,0.74123415350914,9.4304285,0.004858687,1302.8802195649594,7987,6155.214,40450000,5381.900475740433,0.27042702
193.83,-0.005793671,405000,0.052248,810,0.7356548309326172,9.815927,0.004825163,1975.4805966357048,8099,6322.3955,40500000,5388.757589101791,0.26267478
150.43,-0.0066411938,405500,0.059033994,811,0.7346926927566528,9.883161,0.005231334,1491.5932965598163,8370,6558.727,40550000,5395.504220485687,0.25806838
200.29,-0.0063405116,406000,0.056037992,812,0.73676398396492,10.159286,0.005006005,2159.8152388524545,8251,6637.3823,40600000,5402.080342054367,0.25637624
165.96,-0.006269948,406500,0.057350002,813,0.7298651039600372,9.582413,0.0051487,1676.8273137423746,8004,6134.7607,40650000,5408.633532047272,0.25140205
156.26,-0.0056327768,407000,0.04888399,814,0.7305991351604462,9.700374,0.004598605,1622.3796765954182,8006,6437.339,40700000,5415.230760574341,0.25059482
177.59,-0.0059753684,407500,0.054767996,815,0.743561863899231,9.635287,0.0049872464,1765.9682084002811,8113,5988.17,40750000,5421.9040603637695,0.2522332
173.79,-0.0061430484,408000,0.057236,816,0.7402002215385437,9.825752,0.005102856,1734.8053673089855,8204,6384.406,40800000,5428.633798122406,0.25162798
180.5,-0.006124039,408500,0.060510002,817,0.7222278118133545,10.113431,0.0053169145,1931.2138850847912,8247,6554.2173,40850000,5435.273344039917,0.24993351
152.96,-0.006101474,409000,0.054014005,818,0.7457024157047272,10.242546,0.004946105,1695.9495716670808,8356,6627.266,40900000,5441.64287686348,0.24640961
152.1,-0.0057797073,409500,0.053905994,819,0.7303435206413269,9.807672,0.004881439,1577.561307770433,8125,6445.5913,40950000,5448.036051750183,0.2446074
149.25,-0.006916469,410000,0.06265401,820,0.7421033382415771,9.860545,0.0054515027,1573.5731798061543,8183,6221.4785,41000000,5454.524530410767,0.24280556
163.86,-0.006185608,410500,0.06174799,821,0.75169837474823,10.047915,0.0054031294,1726.1948548965343,8142,6514.35,41050000,5461.202456951141,0.23966783
180.02,-0.0066918163,411000,0.070294,822,0.7351298034191132,9.96923,0.005900353,1909.612335071583,8301,6511.77,41100000,5467.785887002945,0.2329079
166.05,-0.006181181,411500,0.05305399,823,0.7408652007579803,9.6871,0.004900407,1694.1669240412884,8082,6375.44,41150000,5474.2202315330505,0.22505093
150.53,-0.0062115625,412000,0.056176014,824,0.7507500946521759,9.87094,0.005085752,1553.506243595602,8258,6165.214,41200000,5480.973206520081,0.22140767
175.1,-0.006167191,412500,0.050696,825,0.7298498749732971,9.920804,0.0047057588,1781.0478009168803,8241,6332.94,41250000,5487.392745733261,0.22022702
181.92,-0.006855504,413000,0.06550199,826,0.7266592383384705,10.143018,0.005670928,1859.6342920785817,8247,6392.859,41300000,5493.995366334915,0.21800335
155.68,-0.005394635,413500,0.046482,827,0.7374062836170197,9.811583,0.0044467063,1604.055281160425,8018,6146.408,41350000,5500.532065629959,0.21507938
148.44,-0.007552901,414000,0.065878004,828,0.7574132680892944,9.963067,0.005646005,1527.3254016469186,8233,6315.7593,41400000,5507.093125104904,0.21080866
154.86,-0.0060499515,414500,0.05297,829,0.7496138513088226,9.816743,0.004814621,1588.818316609282,7775,5942.085,41450000,5513.618442058563,0.20888667
182.98,-0.006172846,415000,0.05178598,830,0.7405026257038116,9.887365,0.004758563,1878.8507872274704,8081,6435.764,41500000,5520.6375958919525,0.20492943
141.28,-0.0058822893,415500,0.048246007,831,0.7468776404857635,9.6383705,0.004596204,1431.7519676093711,8170,5977.084,41550000,5527.289843320847,0.19972914
179.88,-0.006574094,416000,0.05774799,832,0.7517441809177399,10.020331,0.005203009,1857.4681572092697,8513,6242.835,41600000,5534.021418809891,0.20045866
176.51,-0.0059491587,416500,0.060959987,833,0.7303591072559357,9.939123,0.0053388984,1816.2003468332043,8132,6593.429,41650000,5540.29553771019,0.20251139
157.1,-0.006162258,417000,0.05422601,834,0.7509005516767502,9.924871,0.0049689077,1630.1910204978426,8275,6019.37,41700000,5546.73304772377,0.1984757
186.8,-0.0065175537,417500,0.061024,835,0.7311007678508759,9.723987,0.0053284485,1928.0945361371525,8104,6435.0396,41750000,5553.075788021088,0.1953174
173.63,-0.006324647,418000,0.062063996,836,0.7387256920337677,10.006444,0.005431576,1797.7858458460378,8258,6438.852,41800000,5559.6487946510315,0.1911741
156.97,-0.005887773,418500,0.058037993,837,0.7521234303712845,9.718655,0.0052130055,1587.6512157658185,7939,6207.787,41850000,5566.253934621811,0.1861201
142.58,-0.00678421,419000,0.06084001,838,0.7487548887729645,9.977908,0.005362939,1480.3943820375855,7899,6256.727,41900000,5573.002699375153,0.17979197
180.11,-0.006156295,419500,0.061029986,839,0.7451724112033844,10.163046,0.0053766556,1812.8764975457138,8200,6284.28,41950000,5579.71976852417,0.17665702
221.68,-0.0066116136,420000,0.059661996,840,0.7445212602615356,10.044674,0.0052416367,2310.5512262413604,7835,6459.219,42000000,5586.348518610001,0.17628603
144.59,-0.0064350693,420500,0.056218006,841,0.7496108114719391,9.969996,0.005049741,1573.1694616450382,8304,6308.9175,42050000,5593.209415197372,0.1749814
131.72,-0.0060751806,421000,0.055743996,842,0.7344108819961548,9.4485235,0.0050170445,1292.0315669588424,7995,6023.287,42100000,5599.598588943481,0.1736609
174.21,-0.0063707973,421500,0.053468004,843,0.7534785121679306,9.89951,0.0049301987,1791.0630016440828,7993,6018.2246,42150000,5606.281303882599,0.17382357
159.68,-0.0056712134,422000,0.054365996,844,0.7433924674987793,9.919818,0.00485093,1631.6919562323053,7980,6465.2607,42200000,5613.031181573868,0.17613229
161.02,-0.0055986512,422500,0.052831996,845,0.7454858124256134,9.750369,0.004867034,1666.893313772839,8149,6244.89,42250000,5619.851516246796,0.17470072
144.88,-0.0061512305,423000,0.054228004,846,0.7451280057430267,9.622328,0.004947327,1471.7182840045261,8346,6261.2817,42300000,5626.466892957687,0.17205417
162.52,-0.006133774,423500,0.06070002,847,0.7309984564781189,9.681604,0.005301209,1664.6284165157856,8058,6202.497,42350000,5632.7912402153015,0.169733
185.06,-0.0058826106,424000,0.05213399,848,0.753787636756897,9.997652,0.0047585904,1944.8029662415547,7921,6305.076,42400000,5639.344430208206,0.16658047
173.32,-0.0062316637,424500,0.052160006,849,0.7515040189027786,9.772169,0.0048207217,1797.07357526961,8167,6049.0913,42450000,5646.263797521591,0.16444467
190.47,-0.005726733,425000,0.048105992,850,0.7428387999534607,9.836673,0.0045708558,1962.1315938731632,8263,6295.118,42500000,5652.765273332596,0.16071798
186.15,-0.0058210427,425500,0.061532002,851,0.7523282170295715,10.01421,0.005449038,1909.6343500830374,8044,6305.706,42550000,5659.20759677887,0.1569334
190.04,-0.0060040667,426000,0.054821998,852,0.7599480152130127,10.125666,0.0049954443,2034.0997988919635,7804,6082.8,42600000,5665.870177030563,0.15591112
191.4,-0.00638516,426500,0.056700002,853,0.7530731707811356,9.860384,0.005077067,1911.4810022327583,8492,5994.503,42650000,5672.876632928848,0.15255812
156.26,-0.006363732,427000,0.064766,854,0.7507379502058029,9.788983,0.005590256,1540.4011460316344,7910,5909.8276,42700000,5679.389909505844,0.14783952
174.04,-0.0059827357,427500,0.058762003,855,0.7362942695617676,9.874571,0.005222301,1808.5082861973974,7911,6235.087,42750000,5686.295868396759,0.14316054
190.87,-0.005920667,428000,0.06312,856,0.7311069071292877,9.951503,0.0054754848,1929.7714576970181,8030,6381.45,42800000,5693.077470302582,0.14091419
173.45,-0.006596595,428500,0.059133995,857,0.7498983442783356,10.070455,0.0052106474,1756.454650214161,7965,6088.063,42850000,5699.915954589844,0.1404554
180.92,-0.0058768834,429000,0.05237799,858,0.7609034329652786,9.743701,0.004843967,1903.14592728301,7808,6023.65,42900000,5706.601368188858,0.139214
193.25,-0.0061842273,429500,0.054043993,859,0.7520408928394318,10.010862,0.0048836228,1972.2537683790201,8190,6134.622,42950000,5713.600255250931,0.13846213
178.9,-0.006170556,430000,0.060508,860,0.7522733062505722,9.937593,0.005276832,1791.7006894603685,8329,5971.325,43000000,5720.191737174988,0.13711582
182.08,-0.0062319357,430500,0.06629599,861,0.7569355219602585,10.182253,0.0056938087,1910.430467687561,7899,6150.125,43050000,5726.780903100967,0.13302934
187.16,-0.00537384,431000,0.044010006,862,0.7459639608860016,9.639914,0.004327041,1870.3437741610896,8264,6043.4863,43100000,5733.6633331775665,0.12728988
176.09,-0.0065820618,431500,0.058836013,863,0.751533642411232,9.8959465,0.0051729963,1781.048972770397,7941,6007.642,43150000,5740.305792808533,0.124574155
181.42,-0.0070939637,432000,0.068082,864,0.7501547038555145,9.813973,0.0057835854,1810.9961106607598,8289,6150.5923,43200000,5747.08621430397,0.12334392
188.75,-0.005655348,432500,0.05383599,865,0.7615087926387787,10.011027,0.0048865746,1943.3156410651188,8518,6277.9077,43250000,5753.501418828964,0.118907146
185.8,-0.006372299,433000,0.066438004,866,0.7412977516651154,9.869543,0.0057151197,1844.0458519113506,8110,6065.9814,43300000,5759.722052097321,0.10906345
158.48,-0.0057117403,433500,0.05131,867,0.7587227076292038,9.731027,0.004733543,1615.5022763721156,8121,5817.67,43350000,5766.411875963211,0.10255137
165.21,-0.0058008055,434000,0.050364,868,0.7619734555482864,9.86426,0.004687066,1680.3561674089078,7912,6359.0737,43400000,5773.114870548248,0.09999323
163.53,-0.0062893657,434500,0.063083984,869,0.7632499188184738,10.057243,0.0054285107,1758.924114828615,8055,6276.5386,43450000,5779.877464771271,0.09487363
140.46,-0.006530506,435000,0.06506599,870,0.7627155780792236,10.08349,0.0055998266,1514.8847232041765,7982,6254.8433,43500000,5786.691595554352,0.09035016
190.81,-0.005872144,435500,0.06278999,871,0.7559114098548889,9.878987,0.005471117,1906.7311759305978,8014,5978.8096,43550000,5793.472933292389,0.086848475
194.87,-0.006071171,436000,0.05598001,872,0.7471385300159454,9.992486,0.00504214,2047.106747585556,8023,6489.8735,43600000,5800.274822473526,0.084593974
167.34,-0.0060249795,436500,0.051462,873,0.7481323182582855,9.787783,0.0047824155,1704.6249935273827,8275,6153.199,43650000,5807.059017896652,0.0862424
177.42,-0.0053866263,437000,0.05053599,874,0.7577499002218246,10.105475,0.004691087,1804.8069752688566,7938,6145.6113,43700000,5813.624074935913,0.087821186
180.89,-0.006436658,437500,0.065630004,875,0.7473725974559784,9.995821,0.0056137764,1894.763205272653,8064,6302.9575,43750000,5820.377600908279,0.09097206
162.01,-0.005716332,438000,0.055837993,876,0.7583722323179245,9.81064,0.0050312798,1643.7395091679957,8080,6190.2188,43800000,5827.114546775818,0.09155138
151.83,-0.0060348036,438500,0.050434012,877,0.766626313328743,10.016502,0.0046614497,1600.4333316223544,8245,6121.4507,43850000,5833.805267095566,0.08837025
176.14,-0.0068820636,439000,0.07132801,878,0.7511244863271713,10.04744,0.005982768,1800.7429281436291,8243,6286.477,43900000,5840.377379655838,0.08670581
185.22,-0.00634882,439500,0.059682,879,0.7524214088916779,9.707594,0.0052980464,1865.3246075796685,8243,5939.545,43950000,5846.9868404865265,0.082791746
207.81,-0.006587177,440000,0.057048,880,0.7407698333263397,10.093204,0.00510858,2186.9778345175478,8237,6416.773,44000000,5853.528194904327,0.07987994
185.16,-0.0058107316,440500,0.062026013,881,0.7668711245059967,9.983361,0.0054241754,1910.7662969779362,8069,6050.322,44050000,5860.141640663147,0.07921683
192.78,-0.006402752,441000,0.061880007,882,0.7601134032011032,9.766471,0.0053781257,1960.3612802981247,8054,6007.667,44100000,5866.702077388763,0.07734225
195.9,-0.0063136853,441500,0.062244006,883,0.7492824494838715,9.993749,0.005433082,1977.7855379904702,7794,6007.8833,44150000,5873.178173065186,0.0718726
168.63,-0.007112965,442000,0.069359995,884,0.7502977848052979,9.92734,0.005906937,1759.3802618902223,7918,6073.1924,44200000,5880.044281244278,0.06712031
202.06,-0.0058460943,442500,0.05474199,885,0.7562341690063477,10.101002,0.005024653,2095.004398116372,8511,6311.44,44250000,5886.802280187607,0.065644994
181.17,-0.006268969,443000,0.055077992,886,0.7571979016065598,9.597267,0.0050483625,1740.2160073618243,8080,5917.0186,44300000,5893.321935415268,0.06495703
160.27,-0.0058693145,443500,0.057654005,887,0.7544804662466049,10.058659,0.0051096063,1713.715252363817,8360,6271.689,44350000,5899.923172235489,0.06299334
151.96,-0.0066839904,444000,0.062598,888,0.7656018286943436,10.011829,0.0054609994,1582.7523765092424,8153,6066.535,44400000,5906.449113845825,0.059442356
182.02,-0.005714533,444500,0.054907985,889,0.7567061334848404,9.798867,0.0049619125,1857.4049406304257,8445,6040.2524,44450000,5912.975191831589,0.05661211
190.78,-0.0062776585,445000,0.05763999,890,0.7574830949306488,9.936787,0.005125957,1993.7631427966758,8214,6356.592,44500000,5919.34491276741,0.052444436
174.82,-0.0060537164,445500,0.060104,891,0.7693444043397903,9.960088,0.005312916,1809.530505870015,8160,5892.8276,44550000,5925.78923869133,0.04694431
195.87,-0.006047787,446000,0.067452006,892,0.7596661448478699,9.850952,0.0057731164,1935.1486586366104,8001,6018.016,44600000,5932.533082008362,0.042382203
173.75,-0.0060468386,446500,0.06342799,893,0.7711415588855743,9.664239,0.0055088685,1719.3182032167422,8075,5503.9,44650000,5939.105802059174,0.038931742
176.89,-0.0057536983,447000,0.05320799,894,0.752339243888855,10.019352,0.004866926,1843.370017707533,8235,6108.737,44700000,5945.811500072479,0.035485655
195.68,-0.0059993714,447500,0.048258003,895,0.7702589780092239,10.055542,0.0046114665,2075.3012632703267,7859,6134.092,44750000,5952.160957813263,0.03163433
178.65,-0.0059748306,448000,0.055234,896,0.7496329247951508,9.952178,0.004979946,1811.1878234066162,7962,6354.631,44800000,5958.928447008133,0.029062796
181.86,-0.0055464013,448500,0.057663992,897,0.7588560581207275,9.797769,0.00517311,1816.6737673320622,7959,5920.1255,44850000,5965.545880079269,0.024863696
179.53,-0.0060609113,449000,0.05097401,898,0.7625472396612167,9.793231,0.0047363616,1921.0222390510085,7795,5928.971,44900000,5972.317579269409,0.019504614
205.41,-0.0061882017,449500,0.066214,899,0.7529061734676361,10.064601,0.005688457,2182.037629421061,7836,6484.4077,44950000,5979.283135175705,0.014882117
167.64,-0.006198117,450000,0.068147995,900,0.771420881152153,9.98218,0.0057803215,1755.5996123071388,8169,6081.076,45000000,5986.2641224861145,0.010831854
171.5,-0.006438424,450500,0.06122599,901,0.773257851600647,9.661374,0.005416777,1707.4835618253471,8271,5564.825,45050000,5992.974448442459,0.0043320353
181.05,-0.00622979,451000,0.057318002,902,0.755609855055809,10.04836,0.0051629865,1918.1690896213192,8084,6228.0977,45100000,5999.447680950165,-0.00064240216
204.96,-0.005846213,451500,0.05492999,903,0.7670807093381882,10.017384,0.0049863984,2172.434032595649,8023,6167.7007,45150000,6006.143725156784,-0.004185293
174.16,-0.0058549135,452000,0.060488,904,0.763065367937088,10.188228,0.005289354,1865.6690206096741,7914,6133.7295,45200000,6012.73904800415,-0.0065365173
200.18,-0.0060088276,452500,0.05378999,905,0.7565549612045288,9.755245,0.004922176,2076.699239535163,8256,6164.0205,45250000,6019.446089267731,-0.010395198
185.07,-0.0065510543,453000,0.06377201,906,0.7647116929292679,9.874968,0.0055186814,1885.2460916172715,8508,6097.264,45300000,6026.073058605194,-0.01452392
204.71,-0.005983131,453500,0.05233199,907,0.7614696174860001,9.694777,0.0047901063,2098.169139895139,8212,6010.417,45350000,6032.367221832275,-0.015318426
229.34,-0.006654144,454000,0.063494,908,0.7670504152774811,9.942101,0.005527852,2416.2623275999586,8175,5964.4316,45400000,6038.92661690712,-0.016334837
176.6,-0.0058893026,454500,0.057656,909,0.765375480055809,9.833802,0.0051689656,1813.0761931070708,8195,5937.065,45450000,6045.540391206741,-0.018821213
176.43,-0.0061717005,455000,0.05744002,910,0.767844632267952,10.054775,0.00520079,1825.6449768013345,8319,5883.306,45500000,6052.080118179321,-0.018190911
169.2,-0.006266489,455500,0.05445199,911,0.7628713846206665,9.779276,0.0049576345,1802.7134698283858,8338,6172.5186,45550000,6058.560104370117,-0.020610662
162.95,-0.005590485,456000,0.05217799,912,0.766006588935852,9.983018,0.0048272386,1687.6388220294891,7957,6013.73,45600000,6065.141256093979,-0.024377076
208.68,-0.0067209234,456500,0.05835999,913,0.7531031370162964,9.769642,0.0052657127,2169.9113239849125,7895,5966.7,45650000,6071.839133501053,-0.025780113
180.44,-0.0067721144,457000,0.06270601,914,0.7598541229963303,10.034112,0.005455639,1914.980005970397,8269,6215.076,45700000,6078.715230226517,-0.02654973
179.61,-0.005815434,457500,0.062418,915,0.7740408629179001,9.910371,0.0054582017,1927.4677026436805,8222,5677.2783,45750000,6085.298911809921,-0.02873128
191.63,-0.0055059087,458000,0.069556,916,0.7547005712985992,10.020862,0.005922407,1995.4201986710652,8171,6192.886,45800000,6091.88316988945,-0.031402588
192.23,-0.006002015,458500,0.063297994,917,0.7591922581195831,9.892971,0.0054782224,1934.8689276033035,8036,6106.04,45850000,6098.554479598999,-0.032306872
196.18,-0.0064946073,459000,0.062766,918,0.7562806159257889,9.832176,0.00545732,2069.9121531797527,7974,5985.715,45900000,6105.262532949448,-0.032240618
166.39,-0.0064620315,459500,0.055834003,919,0.769252672791481,9.986639,0.00503632,1702.2179322231398,8032,5961.3877,45950000,6112.065541744232,-0.03475345
173.58,-0.0057776957,460000,0.064466,920,0.7634161412715912,9.845528,0.0056529026,1838.8399138975842,7942,6160.6475,46000000,6118.888487100601,-0.040886182
185.64,-0.00529116,460500,0.05294001,921,0.7776759564876556,10.195221,0.0048679267,1940.6991161913961,8218,5939.8633,46050000,6125.529216051102,-0.044084605
190.28,-0.006028949,461000,0.060474016,922,0.7738527059555054,10.111026,0.005346726,2005.6170180474314,8384,5795.074,46100000,6132.073655843735,-0.046241805
200.17,-0.00598747,461500,0.06546399,923,0.7708244174718857,10.079643,0.005670322,2100.573575999263,8716,6035.141,46150000,6138.406947135925,-0.049394775
220.04,-0.006479708,462000,0.07977,924,0.7599000036716461,10.110085,0.0065712347,2313.3758911985274,8362,6193.2686,46200000,6144.560723781586,-0.053600293
