n_updates,explained_variance,policy_entropy,total_timesteps,serial_timesteps,ep_len_mean,policy_loss,value_loss,fps,true_reward,clipfrac,ep_reward_mean,time_elapsed,approxkl
4839,0.9959815344773233,-8.490693,241950000,2419500,8.45,0.0032826427,0.0029895431,8043,0.09910875,0.260966,0.09900178533542203,31899.160705804825,0.02297255
4840,0.9929064279422164,-8.483036,242000000,2420000,8.31,0.0031453886,0.0048369137,8288,0.09902738,0.267228,0.13633287853444925,31905.8219666481,0.02219922
4841,0.9937868746928871,-8.482039,242050000,2420500,8.58,0.005514257,0.004047754,8084,0.099198446,0.29809403,0.14635957935126498,31912.260680675507,0.027861707
4842,0.9950045156292617,-8.470339,242100000,2421000,9.31,0.004342401,0.0033741712,7928,0.09912368,0.26771003,0.17606484856049065,31918.944573163986,0.022730784
4843,0.9933410426601768,-8.460962,242150000,2421500,9.13,0.0038769126,0.0044637434,8179,0.09931255,0.27846798,0.2559333912629518,31925.52938246727,0.022826433
4844,0.9948983523063362,-8.460811,242200000,2422000,8.49,0.0027945102,0.0034197313,8059,0.09941369,0.24233402,0.09792058159015142,31932.237902641296,0.01966027
4845,0.9938655351288617,-8.459947,242250000,2422500,10.29,0.0043507055,0.0040737577,8111,0.09925819,0.28413802,0.25188086409383686,31938.89589738846,0.025853835
4846,0.9951597806066275,-8.452603,242300000,2423000,8.66,0.0039360924,0.003725119,7823,0.09933327,0.26955798,0.10177427108224947,31945.573044776917,0.0233278
4847,0.994429896119982,-8.439553,242350000,2423500,8.44,0.003246267,0.00381686,8108,0.09925087,0.24677603,0.1448731990106171,31952.552734851837,0.020184925
4848,0.9941781521774828,-8.44138,242400000,2424000,7.77,0.0036505563,0.003946983,7826,0.099241726,0.28461,0.054867404967662875,31959.278495550156,0.025579285
4849,0.9959163605235517,-8.461364,242450000,2424500,7.88,0.0021419623,0.002759115,8253,0.09918741,0.22206406,0.012029823550547008,31966.328817129135,0.018372344
4850,0.9937488473951817,-8.47553,242500000,2425000,9.31,0.0034523013,0.004436866,8066,0.09929747,0.279286,0.15020939442241799,31972.790456056595,0.023304077
4851,0.9928837199695408,-8.479253,242550000,2425500,8.74,0.0034151315,0.004942377,7987,0.09939038,0.25395402,0.14453891184122766,31979.478184223175,0.021600235
4852,0.9933796962723136,-8.485104,242600000,2426000,9.14,0.0031122626,0.0045682252,8107,0.09938324,0.25664002,0.15284085308550857,31986.347374916077,0.021177582
4853,0.9942218801006675,-8.501924,242650000,2426500,8.66,0.0036429656,0.0038225215,8266,0.09932674,0.25996798,0.06415096153999912,31993.174059152603,0.021251224
4854,0.9944158876314759,-8.514285,242700000,2427000,8.74,0.0023563188,0.003725333,8226,0.099402726,0.26132402,0.1509627361688763,31999.76902937889,0.024550268
4855,0.9958683825097978,-8.522128,242750000,2427500,8.48,0.004380194,0.0027488938,8253,0.099378146,0.271858,0.1483181249978952,32006.446044921875,0.023941826
4856,0.994714948348701,-8.522719,242800000,2428000,9.77,0.004822539,0.0035753464,8201,0.099327706,0.27810404,0.16157737194298533,32013.086520195007,0.02631587
4857,0.9942675274796784,-8.519419,242850000,2428500,8.82,0.0025784501,0.0037607697,8100,0.09936208,0.22943002,0.14371005640452494,32019.655710935593,0.018763013
4858,0.9936631149612367,-8.523203,242900000,2429000,8.44,0.0035723138,0.004320546,8195,0.099428006,0.25718603,0.12062732432736084,32026.353736400604,0.025744824
4859,0.995189007371664,-8.529,242950000,2429500,8.31,0.0024558539,0.0031876108,8264,0.09939037,0.21958795,0.06480879433191149,32032.97715306282,0.01825043
4860,0.9934639511629939,-8.538121,243000000,2430000,7.87,0.0046986314,0.0045640985,8084,0.099357575,0.304186,0.014284259845153429,32039.58109974861,0.027517453
4861,0.9944109008647501,-8.545786,243050000,2430500,8.6,0.004170941,0.0037344205,8131,0.09946182,0.269078,0.09536546350311255,32046.41196513176,0.023455631
4862,0.993196967523545,-8.548544,243100000,2431000,9.09,0.0040396415,0.004727858,8194,0.09941328,0.28063595,0.15364547740813578,32052.968014240265,0.025335252
4863,0.9937710696831346,-8.536968,243150000,2431500,7.68,0.004522455,0.004285316,8225,0.09949311,0.288694,0.010983617615420372,32059.69719004631,0.027911933
4864,0.9951419839635491,-8.540911,243200000,2432000,9.72,0.0048892214,0.0032840613,8048,0.09935401,0.279128,0.1999802427404211,32066.247366428375,0.025452532
4865,0.9936904818750918,-8.5418215,243250000,2432500,8.05,0.0032023329,0.004383632,7823,0.099311605,0.24967794,0.05856620741222287,32073.082903385162,0.021446591
4866,0.9934045458212495,-8.537024,243300000,2433000,10.07,0.002855753,0.00419604,8486,0.0991898,0.24995993,0.2287022885546321,32080.05549144745,0.020879876
4867,0.9941770466975868,-8.552932,243350000,2433500,8.36,0.0035124174,0.004025656,8355,0.099279776,0.27178803,0.060824397682445124,32086.415036916733,0.024342537
4868,0.9947759732604027,-8.556552,243400000,2434000,8.94,0.0037620591,0.0038619714,8036,0.09931942,0.265552,0.11400207074038918,32092.6645154953,0.022863777
4869,0.9939369992353022,-8.549426,243450000,2434500,8.84,0.0032658821,0.003983744,8193,0.09929989,0.27547598,0.1099091504016542,32099.44127368927,0.024497569
4870,0.9947656136937439,-8.547708,243500000,2435000,8.16,0.0032693385,0.004013564,8003,0.09938811,0.24071796,0.012798035705054644,32106.02262711525,0.019045979
4871,0.995662082452327,-8.554604,243550000,2435500,9.08,0.0038365654,0.0028093248,8378,0.09928628,0.25670204,0.10809231808962068,32112.792655944824,0.021464132
4872,0.9913591938093305,-8.576803,243600000,2436000,9.2,0.0037080508,0.00561984,8083,0.09929125,0.28584197,0.1722161306947237,32119.320267915726,0.025616579
4873,0.9949657395482063,-8.582335,243650000,2436500,9.69,0.003142894,0.0032511281,8532,0.09914759,0.25583804,0.15014486758765996,32126.126479625702,0.021822954
4874,0.9946869141422212,-8.5783,243700000,2437000,9.64,0.0034987116,0.0034595528,8127,0.09933301,0.25697598,0.1418764564441517,32132.218262195587,0.022547362
4875,0.994142634794116,-8.566322,243750000,2437500,8.88,0.0034449087,0.0037276295,8344,0.09943622,0.25447395,0.14594675420463318,32138.804225683212,0.022589307
4876,0.9944362784735858,-8.54316,243800000,2438000,8.49,0.0040330766,0.0034774416,8344,0.09933952,0.26004207,0.10552249799278797,32145.37785577774,0.02323985
4877,0.9939849926158786,-8.529552,243850000,2438500,8.73,0.0039993627,0.0041673128,8302,0.09930137,0.26280004,0.10206359294883441,32151.941512346268,0.02176199
4878,0.9934150786139071,-8.516117,243900000,2439000,8.77,0.0039027443,0.0044046687,8369,0.09937278,0.28507802,0.15345820924616418,32158.345556735992,0.024422895
4879,0.9930322701111436,-8.493102,243950000,2439500,9.6,0.0036640596,0.0046219095,8635,0.09931944,0.27404797,0.1938347981244442,32164.955171108246,0.024404438
4880,0.9928340055048466,-8.4781,244000000,2440000,9.16,0.0039974716,0.004845446,8590,0.09925777,0.28904396,0.1442799321192433,32171.270777463913,0.026830964
4881,0.9945484767667949,-8.482428,244050000,2440500,10.11,0.0037751067,0.003833325,7998,0.09925853,0.243068,0.23142774549749448,32177.670320510864,0.020360734
4882,0.9930039648897946,-8.483604,244100000,2441000,9.15,0.0039817686,0.0047483398,8405,0.09932539,0.26220998,0.15189924347563646,32184.499178886414,0.022959232
4883,0.991828509606421,-8.485976,244150000,2441500,8.86,0.0040859445,0.00534187,8728,0.09943032,0.27580008,0.1536974300967995,32191.006405115128,0.025518991
4884,0.9942852067761123,-8.483611,244200000,2442000,9.9,0.0028891747,0.0036974633,8424,0.09931206,0.25022602,0.15358501241280464,32197.25429868698,0.021203924
4885,0.9960930398665369,-8.486896,244250000,2442500,9.47,0.0047311485,0.0026828824,8341,0.099199854,0.265956,0.038917003437818495,32203.744781255722,0.023873894
4886,0.9934604880400002,-8.4927225,244300000,2443000,9.34,0.003847139,0.0044027125,8713,0.09929313,0.27492607,0.10819676467566751,32210.060044765472,0.024264112
4887,0.9929613298736513,-8.491349,244350000,2443500,9.62,0.0023647523,0.004482621,8303,0.09942939,0.24060397,0.2039249559221207,32216.405623435974,0.021245971
4888,0.9927687663584948,-8.492874,244400000,2444000,9.24,0.0034183804,0.004672383,8547,0.09951376,0.27333796,0.14231488301651551,32223.065682411194,0.025342675
4889,0.9943829067051411,-8.483842,244450000,2444500,7.89,0.0045678075,0.0036364156,8325,0.09948916,0.28670606,0.056911286707618275,32229.44042468071,0.02560985
4890,0.9950514128431678,-8.470616,244500000,2445000,8.58,0.0022633492,0.0033611422,8598,0.09939414,0.20934597,0.0645679368515266,32235.98062992096,0.017447261
4891,0.9953997195698321,-8.468189,244550000,2445500,9.72,0.0033085463,0.0032687583,8656,0.099306345,0.23442195,0.11429227108776104,32242.451775550842,0.01977443
4892,0.9931471487507224,-8.479969,244600000,2446000,9.14,0.0032337008,0.004528818,8424,0.09918282,0.24167001,0.0963433832055307,32248.769477128983,0.020673495
4893,0.9927280806005001,-8.495203,244650000,2446500,9.52,0.003707643,0.004871459,8194,0.099319324,0.27535203,0.1668958728623693,32255.1600689888,0.025188819
4894,0.9950111927464604,-8.492136,244700000,2447000,8.7,0.0026814542,0.0033974468,8569,0.09950959,0.21532002,0.10842202698491747,32261.833827972412,0.017365873
4895,0.9934948873706162,-8.484573,244750000,2447500,9.06,0.003715429,0.0043052053,8719,0.099424124,0.273812,0.1346236975598731,32268.257318496704,0.02315707
4896,0.995483226608485,-8.482016,244800000,2448000,9.22,0.0024298048,0.003001066,8185,0.09943123,0.23426601,0.10686146576219471,32274.4487991333,0.018848894
4897,0.9944953545928001,-8.481942,244850000,2448500,8.44,0.004692548,0.0037237587,8587,0.09945067,0.26760802,0.0619154566686484,32281.14909029007,0.025937073
4898,0.9944994915276766,-8.479437,244900000,2449000,9.73,0.0018818465,0.0036107344,8278,0.099284336,0.23267001,0.15811740084900522,32287.455733060837,0.019917035
4899,0.9945405633188784,-8.481953,244950000,2449500,8.49,0.0028325475,0.0037320408,8544,0.099545784,0.24805994,0.09439748034899821,32293.981634378433,0.020799592
4900,0.993324548471719,-8.485479,245000000,2450000,9.22,0.0047184066,0.004339981,8251,0.09937332,0.276988,0.15071331587125314,32300.428426265717,0.024418259
4901,0.9933793526142836,-8.471437,245050000,2450500,8.44,0.0026735985,0.0041494835,8333,0.09936524,0.23131996,0.058454228787159085,32307.0685608387,0.019331655
4902,0.9953609490767121,-8.457536,245100000,2451000,9.56,0.0031106314,0.0032991583,7918,0.099455714,0.22471794,0.14039800618134904,32313.476736068726,0.017435305
4903,0.9948832173831761,-8.463122,245150000,2451500,9.13,0.0030328485,0.00323418,8083,0.09968066,0.21923998,0.20064286185108357,32320.410413742065,0.017454678
4904,0.9938076017424464,-8.451961,245200000,2452000,9.06,0.00477985,0.004362596,8465,0.099308796,0.27276996,0.2010837523583905,32326.92433476448,0.024402892
4905,0.9935327339917421,-8.435705,245250000,2452500,9.47,0.004171041,0.0044595827,8308,0.09957744,0.24941199,0.279484419291548,32333.13224506378,0.020371327
4906,0.994288194924593,-8.441107,245300000,2453000,9.14,0.0038941968,0.0042063203,8067,0.099332936,0.27293402,0.1460002442158293,32339.6962389946,0.024070237
4907,0.9937393711879849,-8.437818,245350000,2453500,8.27,0.0031838892,0.0040846593,7976,0.099557616,0.23663601,0.059123973649693656,32346.414324760437,0.019981893
4908,0.993323914706707,-8.426616,245400000,2454000,9.55,0.0032292306,0.004378913,8433,0.099425726,0.279784,0.1969913680816535,32353.171911239624,0.026160762
4909,0.9952990133315325,-8.425045,245450000,2454500,8.41,0.0034096283,0.0032651676,8239,0.099401444,0.23889999,0.05614498542650836,32359.751592874527,0.019568527
4910,0.994921360630542,-8.4240055,245500000,2455000,8.67,0.0033042175,0.003304622,8318,0.09934813,0.22782402,0.06791872489789967,32366.46244239807,0.018170696
4911,0.9934448739513755,-8.416233,245550000,2455500,8.78,0.0036071686,0.004190929,8328,0.09944893,0.26338795,0.10052394428290427,32373.0522210598,0.02418707
4912,0.994742282666266,-8.41486,245600000,2456000,8.43,0.004175004,0.0034032234,8470,0.099561065,0.26684797,0.0645150529278908,32379.590782165527,0.023555331
4913,0.9949224647134542,-8.415561,245650000,2456500,9.57,0.003918958,0.00347825,8429,0.099275745,0.26583195,0.07559866547060665,32385.975883960724,0.023519855
4914,0.9944887785241008,-8.411117,245700000,2457000,8.89,0.0044930647,0.0033225105,8292,0.09947377,0.25422204,0.11018706249451497,32392.471436977386,0.022344949
4915,0.9951595962047577,-8.412234,245750000,2457500,9.83,0.0023095259,0.0031711785,8142,0.09933302,0.23457392,0.11950114919396583,32398.98108267784,0.019575471
4916,0.9940520375967026,-8.396915,245800000,2458000,8.25,0.003541761,0.0038228738,8251,0.099396504,0.265482,0.019142447133199313,32405.738366365433,0.023968695
4917,0.9926874954253435,-8.38852,245850000,2458500,9.41,0.0026303297,0.004579316,8336,0.09932586,0.264124,0.1436059238773305,32412.06028985977,0.023978125
4918,0.9948150156997144,-8.385407,245900000,2459000,8.77,0.00324617,0.0036018004,8167,0.09941229,0.23049608,0.07011956807022215,32418.58894467354,0.018608695
4919,0.9938336927443743,-8.384861,245950000,2459500,8.59,0.0034730874,0.004735173,8341,0.09932465,0.26708403,0.024210461585607846,32425.133408546448,0.022056663
4920,0.993914479855448,-8.39581,246000000,2460000,8.96,0.004786708,0.0040393313,8478,0.09935213,0.275794,0.10503350269893418,32431.479293823242,0.025819922
4921,0.994024848099798,-8.398722,246050000,2460500,10.53,0.0035111413,0.004274738,8039,0.09943551,0.24794792,0.3026084880696726,32437.8883330822,0.020183332
4922,0.9940957739017904,-8.402378,246100000,2461000,8.94,0.0032447102,0.004152787,8031,0.099181175,0.266598,0.06488191465934506,32444.62093615532,0.021961708
4923,0.9928354215808213,-8.404098,246150000,2461500,9.25,0.0050925296,0.0044716285,8412,0.09935411,0.281962,0.1545687509450363,32451.302932024002,0.026620753
4924,0.9942619306966662,-8.406037,246200000,2462000,8.8,0.0025001008,0.0039017212,8511,0.09934899,0.244986,0.0635854454585933,32457.749096393585,0.019751748
4925,0.99403459392488,-8.415531,246250000,2462500,10.27,0.0031027365,0.0040722536,8648,0.09932074,0.25381798,0.19157725032098824,32464.059210538864,0.02158078
4926,0.9953631516546011,-8.416787,246300000,2463000,8.88,0.005061784,0.0032088137,8411,0.099321604,0.28450003,0.07122708512091776,32470.395762443542,0.027236797
4927,0.9938642573542893,-8.414816,246350000,2463500,8.47,0.0026437559,0.0041798297,8673,0.09926645,0.24729402,0.10442263127974001,32476.65184402466,0.020111773
4928,0.994620974175632,-8.408192,246400000,2464000,8.4,0.003429864,0.0037048715,8419,0.09936815,0.24063602,0.15531225626997183,32482.82859969139,0.01958584
4929,0.9929024069570005,-8.409287,246450000,2464500,8.52,0.0039296,0.0047976207,8595,0.099309444,0.271434,0.10197713392524747,32489.46017742157,0.023600016
4930,0.9945997269824147,-8.414295,246500000,2465000,8.52,0.002632951,0.003373991,8148,0.099536546,0.23379198,0.09693409172614338,32495.706934690475,0.019644378
4931,0.9944858928211033,-8.415493,246550000,2465500,8.68,0.0032021587,0.0037500085,8449,0.0995644,0.21880999,0.1470354767155368,32502.384729623795,0.018163003
4932,0.9939050320535898,-8.425691,246600000,2466000,9.07,0.0029548781,0.0040598703,8341,0.099288836,0.23774002,0.14569295477151173,32508.75093817711,0.020088023
4933,0.9921534853056073,-8.430614,246650000,2466500,9.43,0.0030125265,0.0048708646,8524,0.09927141,0.26503396,0.14737025598820763,32515.32691836357,0.0225291
4934,0.9936577538028359,-8.428725,246700000,2467000,9.3,0.003992552,0.0044627357,8530,0.09937104,0.24114403,0.14197841685876483,32521.812599897385,0.020079155
4935,0.9932972271926701,-8.4331455,246750000,2467500,7.69,0.0040746187,0.0042163893,8736,0.09949425,0.28505597,0.01144409542233916,32528.224123954773,0.025901064
4936,0.9929037904366851,-8.445997,246800000,2468000,9.44,0.0034178079,0.0043588807,8873,0.09921045,0.24009798,0.15068067064363277,32534.51423215866,0.019700928
4937,0.9936614912003279,-8.45243,246850000,2468500,8.83,0.004168045,0.0038245628,8502,0.09936253,0.263894,0.05728411229967605,32540.75042295456,0.021842003
4938,0.9938870961777866,-8.453824,246900000,2469000,8.91,0.0032291252,0.0042139855,8254,0.09949931,0.23667799,0.1145197655892116,32547.088176250458,0.018915072
4939,0.9956481028348207,-8.454245,246950000,2469500,9.15,0.0029359127,0.0028476021,8231,0.09930397,0.23555401,0.06588798843906261,32553.693796873093,0.019398438
4940,0.9938658913597465,-8.457667,247000000,2470000,9.42,0.0024289468,0.00390695,8020,0.099410206,0.250414,0.07290485651028575,32560.365421533585,0.021062989
4941,0.9940468049608171,-8.463614,247050000,2470500,9.45,0.0048575043,0.0036730268,8142,0.09930039,0.30847,0.10642657245363807,32567.134311914444,0.030918345
4942,0.9940469148568809,-8.466601,247100000,2471000,9.33,0.0024961422,0.00398332,8066,0.09929757,0.26387602,0.1160510197354597,32573.89265847206,0.022345817
4943,0.9936887389048934,-8.485886,247150000,2471500,9.99,0.0042082546,0.004199476,8083,0.099198096,0.27769202,0.12558176331076537,32580.544988155365,0.024117794
4944,0.9949454730376601,-8.502181,247200000,2472000,9.23,0.0029782362,0.0033340116,8142,0.09928697,0.24335998,0.06537690741504776,32587.133973121643,0.019913398
4945,0.993388116825372,-8.507254,247250000,2472500,8.77,0.0034718404,0.0043500713,8362,0.0994676,0.262962,0.1029786623682594,32593.767012119293,0.021355908
4946,0.9945472488179803,-8.525048,247300000,2473000,9.02,0.0030796144,0.003659372,8206,0.09940344,0.23339808,0.1153448788332753,32600.13624215126,0.020739652
4947,0.9949745619669557,-8.537409,247350000,2473500,9.08,0.0036596325,0.003279904,8562,0.09948793,0.23641191,0.11420591684058308,32606.849775075912,0.020255972
4948,0.9952155514620245,-8.540302,247400000,2474000,9.58,0.0035250806,0.003283554,8104,0.09933104,0.24204198,0.14364408568653744,32613.125658750534,0.02083018
4949,0.9926584190689027,-8.543785,247450000,2474500,8.74,0.0048419964,0.004374912,8113,0.09926156,0.300342,0.0667482674040366,32619.741733551025,0.027309494
4950,0.9952558986842632,-8.544904,247500000,2475000,8.58,0.0038727664,0.0032414878,8130,0.09939858,0.25314,0.06669920886604813,32626.250762462616,0.020739324
4951,0.995030322112143,-8.553153,247550000,2475500,9.11,0.0034506393,0.0032735032,8366,0.09935861,0.24878006,0.06938017198437592,32632.664892673492,0.02064514
