n_updates,true_reward,serial_timesteps,explained_variance,time_elapsed,ep_reward_mean,fps,policy_entropy,approxkl,value_loss,policy_loss,ep_len_mean,total_timesteps,clipfrac
3139,0.13752778,1569500,0.8498254120349884,21306.220212221146,2.30480716661099,7905,-7.088717,0.028138077,3.452555,-0.0009703455,47.62,156950000,0.31143206
3140,0.14289415,1570000,0.8922317624092102,21312.9860162735,2.2174546755992197,7898,-7.0961375,0.028526537,2.2409985,-0.0012760119,48.31,157000000,0.31730407
3141,0.15160047,1570500,0.886328436434269,21319.801401615143,2.7447015559524153,8124,-7.0981307,0.028175944,2.4837031,0.00016999636,50.73,157050000,0.316092
3142,0.13712125,1571000,0.8794351890683174,21326.536432504654,1.7934242162018927,7914,-7.101545,0.02763232,2.5822394,-0.00021122236,46.26,157100000,0.30896
3143,0.14517403,1571500,0.8614509254693985,21333.49311375618,2.0527450366721314,8022,-7.101835,0.026345091,3.149995,-0.00040173827,45.81,157150000,0.30341405
3144,0.12794693,1572000,0.901694767177105,21340.132354974747,2.2343019778712185,7832,-7.1004987,0.026561227,2.1703498,-0.002188797,45.79,157200000,0.30252802
3145,0.14174692,1572500,0.8797974586486816,21347.017493247986,2.4026242988853483,8011,-7.097961,0.027500136,2.6280627,-0.0017979911,49.6,157250000,0.30584803
3146,0.15152551,1573000,0.8729957193136215,21353.7142932415,2.364211985722359,8017,-7.095852,0.029470336,2.831904,0.0004457187,45.23,157300000,0.32057598
3147,0.14692764,1573500,0.8916030824184418,21360.410024404526,2.428931560494966,8016,-7.0990057,0.027560359,2.3159132,-0.002350953,49.97,157350000,0.31119797
3148,0.13947184,1574000,0.8902130275964737,21367.186534166336,1.4364052607023767,7809,-7.10485,0.028275702,2.4431298,-0.002519907,45.19,157400000,0.31614798
3149,0.14557607,1574500,0.8826121985912323,21374.195390462875,2.896905971943197,7904,-7.105105,0.027184973,2.4930062,-0.0010444163,51.88,157450000,0.31409594
3150,0.1390879,1575000,0.9024616032838821,21381.069766521454,1.9878518423483182,7996,-7.10701,0.026708184,2.2865992,-0.0020866569,48.28,157500000,0.30159
3151,0.13885053,1575500,0.8952980116009712,21387.732078313828,2.4959706390090286,7824,-7.1040344,0.027124658,2.3480654,-0.0011951118,44.42,157550000,0.30782405
3152,0.14055069,1576000,0.8714703321456909,21394.626517772675,3.1718784473562844,7816,-7.11676,0.026926942,2.85279,-0.0011472064,52.84,157600000,0.305494
3153,0.14920825,1576500,0.8932665660977364,21401.555539608,2.8719659454753854,7824,-7.1149354,0.027006721,2.3006866,-0.0011030616,50.19,157650000,0.308406
3154,0.1456525,1577000,0.8954639136791229,21408.599756717682,2.1173095408143126,8104,-7.0966864,0.029747255,2.3072147,-0.00060391723,44.36,157700000,0.32940596
3155,0.13424163,1577500,0.8987350016832352,21415.257521867752,3.0234999915036678,7812,-7.0905943,0.02830074,2.274596,-0.0018989699,53.3,157750000,0.3148
3156,0.14258355,1578000,0.8617667108774185,21422.270663499832,2.4483753617937327,8107,-7.094644,0.025989689,2.9729044,-0.0023401873,45.65,157800000,0.29985598
3157,0.15442537,1578500,0.8908623903989792,21428.935430049896,1.8707812382478732,7847,-7.090997,0.029832628,2.510186,0.00021278014,41.65,157850000,0.33038002
3158,0.14215007,1579000,0.8762860298156738,21435.912595272064,1.718012153627278,7968,-7.093072,0.031039173,2.8506196,0.0010868676,46.7,157900000,0.33410197
3159,0.13520662,1579500,0.8715292066335678,21442.731684207916,2.3894132286116654,8207,-7.0989866,0.025487386,2.7971768,-0.0012476217,47.73,157950000,0.29858407
3160,0.14309274,1580000,0.8987998068332672,21449.41319513321,1.7990234636183595,7907,-7.103871,0.025594313,2.345205,-0.0026468358,49.63,158000000,0.29874805
3161,0.152652,1580500,0.8821642845869064,21456.2978451252,3.358824725831655,7778,-7.09888,0.028388696,2.4918473,-0.0012845433,49.97,158050000,0.31847802
3162,0.149038,1581000,0.8584399819374084,21463.125714063644,2.232080682910018,7717,-7.0882344,0.028657295,3.0709631,-0.0011808043,47.67,158100000,0.31886
3163,0.14433314,1581500,0.8953638002276421,21469.979290485382,2.2414919710293177,7814,-7.0852485,0.025316622,2.3746219,-0.0021802762,51.83,158150000,0.29701194
3164,0.14496143,1582000,0.8801542669534683,21476.822146177292,2.2366846562836873,8083,-7.090508,0.028750658,2.655023,0.0006193155,44.01,158200000,0.32021996
3165,0.14486378,1582500,0.9007764682173729,21483.533430099487,1.3885649441703571,7875,-7.0965834,0.027529512,2.1931827,-0.0019760474,40.8,158250000,0.31242403
3166,0.14593723,1583000,0.9084561914205551,21490.352325439453,3.5165400596225664,7827,-7.102751,0.02922151,2.0248635,-0.00062225375,52.1,158300000,0.32055798
3167,0.132014,1583500,0.8750178515911102,21497.301576137543,2.29379628959985,8028,-7.1079063,0.027108323,2.947384,-0.0017928065,47.03,158350000,0.305972
3168,0.14811355,1584000,0.8890338614583015,21504.098560333252,2.5314819247845297,8145,-7.1096897,0.028335314,2.4913614,-0.0013231821,45.89,158400000,0.312758
3169,0.13414781,1584500,0.9068823456764221,21510.69283723831,2.350234614444271,7707,-7.099136,0.02651681,2.1961923,-0.00021747817,47.72,158450000,0.30637807
3170,0.14702569,1585000,0.8780408427119255,21517.597742795944,2.201183575123432,7951,-7.0918517,0.031809725,2.7430964,0.00046297789,47.82,158500000,0.33704603
3171,0.13868992,1585500,0.862509161233902,21524.32624745369,1.938578900964494,8210,-7.0871983,0.027448758,3.1095984,-0.00094909384,51.31,158550000,0.312092
3172,0.14470063,1586000,0.8707360774278641,21531.010632038116,2.1021038486479666,7908,-7.0926304,0.029039443,2.955922,0.00014335211,49.66,158600000,0.3117
3173,0.13984273,1586500,0.8709606975317001,21537.951963424683,2.553775980927603,8137,-7.0968676,0.02810943,2.8939326,-0.0018335868,46.77,158650000,0.31208003
3174,0.13292292,1587000,0.8989203423261642,21544.566645383835,2.278644780041941,7804,-7.0956883,0.025958946,2.3273952,-0.0005819469,46.36,158700000,0.30105802
3175,0.14158463,1587500,0.881897047162056,21551.590099334717,2.182486342518823,8348,-7.09253,0.028847845,2.804962,6.4204105e-05,48.87,158750000,0.32233596
3176,0.14310022,1588000,0.8818642050027847,21558.049471139908,1.6857327841666119,8581,-7.0945306,0.026138328,2.546495,-0.0023359424,50.67,158800000,0.301568
3177,0.13863426,1588500,0.8793477863073349,21564.434785604477,2.6950404059328137,7815,-7.0998964,0.029723506,2.5840325,-8.0964266e-05,51.12,158850000,0.321682
3178,0.1443805,1589000,0.8744996041059494,21571.297466278076,2.492291021158744,7679,-7.105486,0.030654177,2.7718368,-0.00065647485,50.56,158900000,0.328602
3179,0.14265059,1589500,0.8808808699250221,21578.323317289352,2.0341821291860835,7637,-7.111515,0.027528848,2.7113636,-0.0017273303,46.65,158950000,0.30769
3180,0.14308487,1590000,0.8752661868929863,21585.22868204117,2.1157320683421856,7958,-7.1152916,0.029014386,2.6264627,-0.00040789138,46.06,159000000,0.32159194
3181,0.14195481,1590500,0.9153351858258247,21592.05896472931,2.4180349396783276,7666,-7.1286616,0.0294102,1.8858976,-0.0003131031,45.13,159050000,0.32349804
3182,0.14583306,1591000,0.8715762794017792,21599.182658433914,2.082533756478806,7918,-7.141238,0.025965655,2.7715697,-0.0017814573,50.89,159100000,0.298768
3183,0.14910546,1591500,0.8982509672641754,21605.982650518417,1.8306406381540001,7909,-7.147548,0.02539506,2.2515721,-0.0021776499,47.86,159150000,0.29283798
3184,0.14199562,1592000,0.8831702619791031,21612.685447216034,3.2545636610999646,8137,-7.1489034,0.02931137,2.644372,-0.0007460189,55.39,159200000,0.323394
3185,0.14475471,1592500,0.8905354291200638,21619.347524166107,1.5990250608073255,7898,-7.154328,0.028340116,2.3014274,-0.0006644983,47.2,159250000,0.31697
3186,0.13726765,1593000,0.8692687004804611,21626.051651239395,1.7202559664841102,7813,-7.1519704,0.027568415,2.9756668,-0.0016222558,43.56,159300000,0.31124794
3187,0.14282675,1593500,0.8818495124578476,21632.98721599579,1.8556837443311087,7950,-7.154901,0.02701166,2.7101214,-0.0008475328,47.03,159350000,0.30641204
3188,0.13544513,1594000,0.9043598845601082,21639.83067369461,2.1025779577392676,7841,-7.150003,0.028481267,2.1891494,-0.0022190472,53.38,159400000,0.32242996
3189,0.1449791,1594500,0.888583742082119,21646.630368232727,2.170942411078213,7862,-7.143467,0.028071163,2.3681078,-0.0014832319,45.63,159450000,0.31527802
3190,0.13811271,1595000,0.9002318978309631,21653.495849609375,1.8193365388842357,7553,-7.1468825,0.028537087,2.1471798,-0.0012219314,48.42,159500000,0.32163802
3191,0.14703631,1595500,0.8736350983381271,21660.394585371017,2.703610249409976,8102,-7.1386657,0.027462577,2.826364,-0.0009107475,48.94,159550000,0.311882
3192,0.13658258,1596000,0.888899028301239,21667.137352466583,1.3676188909236224,8208,-7.1358123,0.027290018,2.466043,-0.0020513292,51.21,159600000,0.31032196
3193,0.14769915,1596500,0.8909467905759811,21673.860830783844,1.80971887870488,8266,-7.141222,0.026870146,2.455168,-0.0011067224,46.17,159650000,0.30571598
3194,0.143054,1597000,0.8921825587749481,21680.477919578552,2.2668666415152985,8099,-7.134672,0.029039437,2.2140598,0.0008180465,52.44,159700000,0.324954
3195,0.13987924,1597500,0.8955226093530655,21687.259590625763,1.2620050866407837,8009,-7.134445,0.028953219,2.4523602,-0.0012052966,44.12,159750000,0.321906
3196,0.14650238,1598000,0.8742137104272842,21693.905116796494,2.233133530108753,7815,-7.143317,0.028038494,2.644787,-0.00082316867,50.06,159800000,0.3124719
3197,0.14062785,1598500,0.8922364339232445,21700.574038505554,2.4017468999254925,7880,-7.150593,0.028257174,2.3504298,-0.00052638625,47.79,159850000,0.31603402
3198,0.14231098,1599000,0.8794105276465416,21707.4183344841,2.05059577629625,8124,-7.1529956,0.027844751,2.7694595,-0.00037710636,47.93,159900000,0.315936
3199,0.15035884,1599500,0.8903999999165535,21714.041704177856,2.5352074340287074,7824,-7.1513324,0.02797241,2.5237396,-0.00053948286,53.3,159950000,0.316846
3200,0.13701008,1600000,0.9268986284732819,21721.002586603165,2.9203392789981444,7881,-7.1472754,0.02726621,1.6199628,-0.0017012185,50.2,160000000,0.30879804
3201,0.1473134,1600500,0.8938844874501228,21727.918456554413,2.410142988996449,7820,-7.158862,0.027048262,2.2958868,-0.0020173914,53.18,160050000,0.30873796
3202,0.15214735,1601000,0.8630522042512894,21734.79167819023,2.737918012042501,7879,-7.1661863,0.027674813,2.9035223,-0.0015214225,49.42,160100000,0.31304
3203,0.13827074,1601500,0.8945858404040337,21741.6039352417,2.087584539710515,8121,-7.158358,0.028720982,2.4506235,-8.43629e-05,46.39,160150000,0.32242402
3204,0.14544807,1602000,0.8768657594919205,21748.390157938004,1.724140821143228,7894,-7.1623797,0.027239405,2.7484353,-0.0004068179,49.55,160200000,0.30777997
3205,0.14692858,1602500,0.8648314923048019,21755.30032300949,2.342142690699402,7864,-7.16406,0.029402377,2.954699,-0.001071421,47.84,160250000,0.32851204
3206,0.13955854,1603000,0.9029781743884087,21762.16824412346,2.4235874605449497,7929,-7.1654468,0.028189449,2.082814,-0.0011454062,48.61,160300000,0.31990203
3207,0.13540588,1603500,0.8926183879375458,21769.02082967758,2.1122645274776732,7908,-7.1695805,0.028515264,2.4090295,-0.000529704,45.48,160350000,0.322408
3208,0.14660929,1604000,0.8649078607559204,21775.78500366211,2.276983596663831,7704,-7.168605,0.027138742,2.7144723,-0.0019255396,44.46,160400000,0.30693412
3209,0.14021993,1604500,0.9065711423754692,21782.63159251213,2.159055889678493,7870,-7.170938,0.029890185,2.1904278,-0.00078222173,49.18,160450000,0.328152
3210,0.15366395,1605000,0.8949992284178734,21789.49067425728,2.0540160518250197,8214,-7.1755,0.028337443,2.3014617,-0.00047398597,43.5,160500000,0.31956208
3211,0.14314213,1605500,0.8942125737667084,21796.224459171295,2.1209627237553286,8081,-7.1831293,0.029826656,2.3100188,-0.0006002773,45.36,160550000,0.32813996
3212,0.14310785,1606000,0.8785776421427727,21803.029462099075,2.1847145575346074,8014,-7.174136,0.028730864,2.5363958,0.0011197142,44.85,160600000,0.3177001
3213,0.14282903,1606500,0.8878093063831329,21809.828306913376,2.70293857513665,7839,-7.163373,0.029103179,2.4609497,-0.0017051906,53.64,160650000,0.32048
3214,0.14271007,1607000,0.8812538310885429,21816.481233119965,3.2127962723499515,8022,-7.16815,0.026250266,2.497365,-0.0033942293,55.3,160700000,0.30214202
3215,0.13521259,1607500,0.8767393976449966,21823.189126729965,1.2580217991051177,7666,-7.166087,0.028281355,2.7314508,-0.0010366751,43.49,160750000,0.31392598
3216,0.14473456,1608000,0.869851291179657,21830.24096751213,1.3771940210874891,7936,-7.1669893,0.028648777,2.8145013,-0.0014401348,41.45,160800000,0.31734598
3217,0.14628057,1608500,0.8627264946699142,21837.138449192047,2.6769859368822653,7891,-7.173369,0.0272923,2.9437208,-0.0025315338,48.24,160850000,0.308452
3218,0.14112164,1609000,0.8767177313566208,21843.994814157486,2.3351348620603676,7869,-7.1733565,0.029016385,2.8634,-0.0017483447,44.9,160900000,0.318908
3219,0.13680384,1609500,0.9104855805635452,21850.984850883484,2.044512283528311,7782,-7.181602,0.028096575,2.0423996,0.00028555596,53.29,160950000,0.31719202
3220,0.14204559,1610000,0.8681478798389435,21857.87638926506,2.65141884482844,7968,-7.191278,0.027209656,3.1321418,-0.0017584306,48.37,161000000,0.30638993
3221,0.13563088,1610500,0.8637261688709259,21864.738121271133,2.092772905065358,7762,-7.1915836,0.030571787,2.9747758,-0.00021595087,49.42,161050000,0.32925794
3222,0.14632913,1611000,0.8871072083711624,21871.60687851906,2.838440656062448,8021,-7.1951184,0.027933894,2.6490662,-0.0008338873,49.55,161100000,0.31216198
3223,0.1523704,1611500,0.877107709646225,21878.42997121811,2.2475908872493893,8234,-7.2031865,0.028342724,2.5997436,-0.0006799344,43.34,161150000,0.31448796
3224,0.14640492,1612000,0.8848658427596092,21884.86016702652,3.3895887885084086,8012,-7.2062864,0.02759482,2.5625513,-0.0024068288,51.82,161200000,0.31110808
3225,0.13476159,1612500,0.8910377621650696,21891.739627838135,1.9583429555211478,8029,-7.2161007,0.029173005,2.4831111,-0.00014902283,49.88,161250000,0.319722
3226,0.14487337,1613000,0.8805115222930908,21898.398593902588,2.42362210454663,8132,-7.2187104,0.026202492,2.4898603,-0.0020107145,49.78,161300000,0.303614
3227,0.15602987,1613500,0.8789077326655388,21905.02833890915,2.155065810866363,7938,-7.212577,0.027332516,2.6831872,-0.0014436188,49.12,161350000,0.31000406
3228,0.1354068,1614000,0.8764575570821762,21911.87212753296,1.8236722105147782,8136,-7.211369,0.026678326,2.70189,-0.0019437723,53.54,161400000,0.305396
3229,0.14016719,1614500,0.8613307774066925,21918.559349775314,2.1706937409912643,7992,-7.220597,0.028340332,3.0545473,-0.0014225676,48.18,161450000,0.314654
3230,0.14406419,1615000,0.8909409195184708,21925.338327646255,2.1551258455980133,8002,-7.2277446,0.031503532,2.411398,0.001678195,45.94,161500000,0.33581403
3231,0.14135331,1615500,0.8733306378126144,21932.137230873108,2.9273588372425,8241,-7.2148237,0.029355388,2.7331724,-0.00065148267,56.84,161550000,0.32068992
3232,0.1465421,1616000,0.8937994465231895,21938.700359106064,1.5637350680484814,7867,-7.21021,0.026331963,2.3391252,-0.0014007867,41.69,161600000,0.304576
3233,0.14411518,1616500,0.8789239451289177,21945.45657658577,1.9601115883994498,7968,-7.2097225,0.028879378,2.7735822,-0.00024831513,45.17,161650000,0.321582
3234,0.14984709,1617000,0.8885820060968399,21952.20641517639,1.3949179165434906,7818,-7.214255,0.029649911,2.3253016,-0.0014406933,41.54,161700000,0.322304
3235,0.14056948,1617500,0.8907763212919235,21959.08496594429,2.485556243056708,7934,-7.220635,0.027369184,2.4926238,-0.0010410132,55.21,161750000,0.30771196
3236,0.15020481,1618000,0.878442719578743,21965.968170642853,1.9752641583804507,7769,-7.226417,0.028009629,2.5756521,-0.00010870361,45.11,161800000,0.31236002
3237,0.13433346,1618500,0.8832838013768196,21972.779839754105,0.9531656454708718,7790,-7.232878,0.026612379,2.5870478,-0.0009081878,42.43,161850000,0.30536398
3238,0.14394315,1619000,0.8763475641608238,21979.79764175415,2.14525813471264,7741,-7.2388654,0.0307401,2.7201989,0.0011112995,47.99,161900000,0.332612
3239,0.13897,1619500,0.8877932503819466,21986.829771995544,1.2397400906181428,7924,-7.2290034,0.029413657,2.5414784,-0.00045892515,41.45,161950000,0.32279
3240,0.14614983,1620000,0.8784178197383881,21993.39249777794,2.231435758975713,7908,-7.229168,0.02979981,2.628542,-0.0013451172,46.27,162000000,0.32678398
3241,0.1389607,1620500,0.8638236671686172,22000.22440457344,2.6578623479050294,7862,-7.224531,0.029969268,2.9685547,0.00042296282,54.8,162050000,0.32797202
3242,0.1436538,1621000,0.879314124584198,22006.97980904579,2.476295178466535,8256,-7.216995,0.028054424,2.6300013,-0.001534174,46.12,162100000,0.315052
3243,0.14147083,1621500,0.8745360672473907,22013.566140651703,2.2797739948282105,8258,-7.2199802,0.028941123,2.8613024,-0.0009150591,47.38,162150000,0.317042
3244,0.14498894,1622000,0.8819675296545029,22020.18871164322,2.4907096505956723,8264,-7.2281923,0.027352523,2.5476518,-0.0011161767,51.8,162200000,0.31026995
3245,0.15406102,1622500,0.9010578021407127,22026.83772420883,2.225779422038795,8343,-7.230673,0.026505284,2.122675,-0.0014343506,45.64,162250000,0.30508402
3246,0.13792613,1623000,0.8832076713442802,22033.27374458313,2.4855223242679494,8540,-7.2368073,0.027096797,2.7109911,-0.0014497051,52.87,162300000,0.309808
3247,0.14534698,1623500,0.8805696070194244,22039.6869058609,2.105774970535058,8111,-7.2441163,0.027481666,2.5641813,-0.0013025212,51.92,162350000,0.31382796
3248,0.1312758,1624000,0.9035577774047852,22046.192668914795,2.1200509111892463,7692,-7.2544446,0.027393602,2.0677636,-0.0010525608,43.31,162400000,0.31364003
3249,0.1428745,1624500,0.8508766889572144,22053.069829940796,1.8026058699918213,7706,-7.2578363,0.030973341,3.3254023,0.0010707607,47.11,162450000,0.332272
3250,0.14156194,1625000,0.8740736395120621,22060.151138067245,2.0552410545329622,8055,-7.2436647,0.029908929,2.7156417,-0.0011505,44.56,162500000,0.327556
3251,0.14958706,1625500,0.8685497343540192,22066.93183708191,1.6192661481398682,7610,-7.2320538,0.029031454,2.747942,0.0008578364,50.12,162550000,0.32046002
3252,0.14968312,1626000,0.8759932294487953,22073.876982212067,1.9293284085900086,7963,-7.2311463,0.03069216,2.7135322,0.00026921878,44.52,162600000,0.33251205
3253,0.14051335,1626500,0.8836737871170044,22080.470324754715,2.502787049568724,8146,-7.236895,0.026234465,2.466632,-0.0020453257,44.41,162650000,0.30318803
3254,0.14138463,1627000,0.8632260262966156,22087.180061101913,2.4943163877448753,8234,-7.233793,0.028866405,3.1086636,-0.0010770918,47.28,162700000,0.32153806
3255,0.14486738,1627500,0.8806372582912445,22093.713247299194,1.4623667739539814,8132,-7.228674,0.025942052,2.673612,-0.0022040072,49.21,162750000,0.29914197
3256,0.148958,1628000,0.8838647454977036,22100.32928276062,2.5865901888029477,7932,-7.2268286,0.029782008,2.50947,0.00048215146,47.12,162800000,0.32186398
3257,0.13436721,1628500,0.8911132290959358,22107.075627565384,2.249103879551549,7870,-7.213039,0.026490467,2.4962578,-0.0016163061,47.09,162850000,0.305606
3258,0.13575716,1629000,0.9036079421639442,22113.78127193451,1.465937301570666,7839,-7.2068195,0.027596677,2.173533,-0.0012366527,41.58,162900000,0.310274
3259,0.13903558,1629500,0.8623687028884888,22120.652290821075,2.6937267336956574,7871,-7.2092,0.028600313,3.0032043,-0.0017865199,48.23,162950000,0.31818998
3260,0.14277667,1630000,0.8563089519739151,22127.62970852852,2.2273200702574103,7795,-7.2100453,0.026837863,3.1553543,-0.0011075672,51.13,163000000,0.30556205
3261,0.14596848,1630500,0.877006471157074,22134.51457476616,2.1600889651750914,7573,-7.218255,0.029865475,2.591297,-0.00096934184,48.53,163050000,0.32545197
3262,0.1363347,1631000,0.8976738378405571,22141.69065117836,2.086648906284463,8168,-7.2271943,0.027053576,2.2689574,-0.0024187542,50.51,163100000,0.30996192
3263,0.1515736,1631500,0.8972100615501404,22148.28822994232,2.8508341894771,8044,-7.2280626,0.026720658,2.159736,-0.00081404723,49.14,163150000,0.307686
3264,0.14726438,1632000,0.862241581082344,22155.13775897026,1.9822162587380445,7911,-7.2305207,0.028149262,3.098429,-0.00065210427,45.24,163200000,0.31688595
3265,0.1368102,1632500,0.8729579150676727,22161.970656633377,2.4356073735803148,7654,-7.235484,0.026961148,3.0601945,-0.0007501923,48.76,163250000,0.30917197
3266,0.1377041,1633000,0.8875051066279411,22169.15818953514,1.431054837331103,7818,-7.2449327,0.02821718,2.3801184,-0.0025692887,45.24,163300000,0.31377196
3267,0.14281185,1633500,0.8937725648283958,22175.922681331635,2.2696799321212167,8279,-7.2537017,0.029769778,2.4608707,-0.00030819568,47.59,163350000,0.32692203
3268,0.14229394,1634000,0.8737030625343323,22182.3749024868,2.2661892630995135,7998,-7.2684593,0.029626703,2.8789737,9.978803e-05,48.47,163400000,0.32566005
3269,0.14271882,1634500,0.8960044234991074,22189.22940802574,2.2805546183246044,8466,-7.2748523,0.027626159,2.239091,-0.0017807065,46.48,163450000,0.31193194
3270,0.14988422,1635000,0.8704684376716614,22195.601583242416,2.528634336111718,8272,-7.27926,0.029662723,2.770586,0.00014660659,46.55,163500000,0.32386997
3271,0.1398814,1635500,0.8551986217498779,22202.17383813858,2.2316645911250816,7874,-7.275184,0.03062714,3.2041614,0.0004608458,49.47,163550000,0.33063197
3272,0.1575013,1636000,0.8808181211352348,22209.138118505478,3.092240470805555,7709,-7.2694526,0.029869435,2.5111067,-0.00047520132,52.06,163600000,0.32345
3273,0.14382482,1636500,0.8922289907932281,22216.18128156662,2.4474723123146394,7904,-7.271299,0.027110148,2.4452906,-0.001967138,48.17,163650000,0.311092
3274,0.13000043,1637000,0.8838516920804977,22223.040994405746,3.0020950557464676,8271,-7.276505,0.030424414,2.7087564,-0.0006047384,49.89,163700000,0.33313003
3275,0.14029321,1637500,0.8912290036678314,22229.759026765823,2.498659458981929,7639,-7.284712,0.029766064,2.326346,0.000499619,48.66,163750000,0.32247207
3276,0.12875767,1638000,0.8842448368668556,22236.817009449005,2.590056713970116,7938,-7.2831874,0.028926725,2.8196747,-0.0012725751,53.2,163800000,0.32329795
3277,0.15102538,1638500,0.8896053805947304,22243.605102062225,1.7745201734948204,7947,-7.2787976,0.02791395,2.4809818,0.00072107464,44.71,163850000,0.31651202
3278,0.14249653,1639000,0.8989307507872581,22250.446848154068,3.054304511929222,7703,-7.27421,0.02799297,2.227795,5.923401e-05,51.75,163900000,0.31396997
3279,0.14170384,1639500,0.8757357373833656,22257.540096521378,2.332881621936831,8018,-7.277718,0.033237938,2.7290075,0.0010020514,47.91,163950000,0.3449
3280,0.1459645,1640000,0.8762577474117279,22264.284229516983,2.492157218069624,8100,-7.281215,0.029065518,2.682149,0.00092673354,42.17,164000000,0.32158193
3281,0.13755858,1640500,0.8795219138264656,22270.949311494827,1.9796518818960975,8089,-7.281024,0.02944605,2.607037,-0.0006591411,51.58,164050000,0.32507405
3282,0.1456219,1641000,0.8689578622579575,22277.550337553024,1.9623673695881734,8056,-7.274776,0.029551899,2.7516031,-7.6927936e-05,43.55,164100000,0.32714
3283,0.14543119,1641500,0.8655783236026764,22284.3586165905,2.3835038662172154,8037,-7.2800374,0.026170831,2.908247,-0.001369604,54.55,164150000,0.29930001
3284,0.13993827,1642000,0.9012672230601311,22291.122122764587,3.4115279273872146,7624,-7.2798214,0.02755356,2.2670424,-0.0012528531,54.99,164200000,0.312358
3285,0.14049764,1642500,0.8703620433807373,22298.2088971138,1.9440164199110586,8096,-7.269608,0.02775803,2.827469,-0.00071216153,43.87,164250000,0.31718004
3286,0.14923748,1643000,0.8807343393564224,22304.883399248123,2.585540639080573,8070,-7.26168,0.029677264,2.4707367,-0.0001986727,51.19,164300000,0.326516
3287,0.13729967,1643500,0.8613625466823578,22311.76938867569,2.212202630407555,7433,-7.2601223,0.032186605,3.005168,-0.00019172515,48.48,164350000,0.34375194
3288,0.14974557,1644000,0.8276356160640717,22318.882722377777,2.3027966757622926,8218,-7.2580476,0.02564292,3.8206446,-0.0005321249,47.93,164400000,0.30048
3289,0.13760692,1644500,0.8773784935474396,22325.548129081726,2.933115147263452,7738,-7.257022,0.029436186,2.596788,-0.0010031161,54.42,164450000,0.32442802
3290,0.14097129,1645000,0.8846447095274925,22332.40292072296,2.2108849791689136,7938,-7.25981,0.02994051,2.3922231,-0.00018647392,46.74,164500000,0.327364
3291,0.14424616,1645500,0.8888149112462997,22339.259779930115,1.368027835075045,8023,-7.25793,0.028873885,2.1805904,0.00049753947,38.57,164550000,0.32191592
3292,0.14730518,1646000,0.9034044370055199,22345.88448214531,2.2172849709380533,8061,-7.2562327,0.028878372,2.0650141,-0.0009126978,53.9,164600000,0.32049596
3293,0.14482965,1646500,0.8740522414445877,22352.64356994629,2.627231383859762,7950,-7.2492757,0.028563565,2.7752776,-0.0003772757,51.93,164650000,0.31418806
3294,0.13789758,1647000,0.8925691694021225,22359.319580316544,2.3723423267994077,7901,-7.2475586,0.027534764,2.3622146,-0.000770143,50.13,164700000,0.31116402
3295,0.14412,1647500,0.8904848545789719,22366.03269457817,2.355944648697332,8241,-7.245206,0.026812844,2.3063438,-0.00095212355,50.36,164750000,0.30563998
3296,0.14409,1648000,0.8913777470588684,22372.520624637604,2.614572419479664,7784,-7.2450404,0.027825437,2.3533201,-0.0007858497,54.48,164800000,0.31469393
3297,0.14171371,1648500,0.8923678249120712,22379.514729738235,1.7881838798392709,8145,-7.245508,0.028791862,2.1977162,0.00034069666,54.6,164850000,0.320208
3298,0.15055668,1649000,0.8884035423398018,22386.06279206276,2.8437574083069923,7792,-7.252112,0.028379882,2.4212432,-0.00067661755,51.77,164900000,0.31804797
3299,0.14258288,1649500,0.8867505639791489,22392.94581770897,2.02489578891953,7746,-7.253047,0.030585622,2.4914804,-0.0005735165,46.19,164950000,0.32929993
3300,0.14420813,1650000,0.8721418529748917,22399.90835762024,2.0374569286707267,8198,-7.2479024,0.027308138,2.701645,-0.0008003778,42.71,165000000,0.309622
3301,0.14709798,1650500,0.8946560099720955,22406.56042265892,2.9780464928783474,8076,-7.246185,0.025763527,2.3072884,-0.0009831454,50.18,165050000,0.29965606
3302,0.14287254,1651000,0.8996856585144997,22413.252376556396,2.686802048706086,7667,-7.2357826,0.027642956,2.1187856,4.9403887e-05,50.65,165100000,0.31040803
3303,0.1462201,1651500,0.9015618413686752,22420.12272953987,2.447474184679595,7979,-7.227908,0.025097448,2.1650088,-0.002994571,49.98,165150000,0.29471597
3304,0.14873628,1652000,0.8821754232048988,22426.953527212143,2.5536260532438244,8001,-7.2267146,0.027980035,2.4722354,-0.0009567858,48.54,165200000,0.31599396
3305,0.14444743,1652500,0.8887956291437149,22433.449167728424,1.466909776107932,7933,-7.2227764,0.026434867,2.4789488,-0.003377566,42.21,165250000,0.30113003
3306,0.14165765,1653000,0.8797763139009476,22440.09633588791,2.271859413864586,7930,-7.2314954,0.031043297,2.7428894,0.0003741881,45.75,165300000,0.33076409
3307,0.1335058,1653500,0.8800043687224388,22447.024616718292,2.5680276152845183,8212,-7.242637,0.025972433,2.7379878,-0.001580905,46.01,165350000,0.29869205
3308,0.14206195,1654000,0.8413979560136795,22453.647265195847,2.751347716036689,8382,-7.250484,0.02783296,3.5452096,-0.0013399295,54.14,165400000,0.31326196
3309,0.14277144,1654500,0.8891608938574791,22460.23944544792,1.9474029083011555,8158,-7.244912,0.029229153,2.4222665,0.0012122777,48.17,165450000,0.32205597
