total_timesteps,serial_timesteps,ep_reward_mean,ep_len_mean,true_reward,policy_entropy,explained_variance,approxkl,policy_loss,fps,value_loss,clipfrac,n_updates,time_elapsed
106950000,1069500,45.9164551177137,487.35,0.093263924,0.94362676,0.9739769380539656,0.0043709083,-0.0037007746,10050,0.030415092,0.039206002,2139,10812.860070466995
107000000,1070000,46.06371319735357,489.27,0.09349388,0.946768,0.9728769194334745,0.003663405,-0.00390754,10001,0.027546247,0.031674005,2140,10817.907136678696
107050000,1070500,46.37420778837193,490.5,0.09406458,0.94707125,0.9770488310605288,0.0031815353,-0.003132838,10087,0.019954314,0.02868,2141,10822.979791641235
107100000,1071000,46.520828637317976,492.33,0.09410345,0.94271994,0.9756427779793739,0.0044196364,-0.0034086145,10108,0.017339464,0.042246,2142,10827.997657775879
107150000,1071500,46.93459849344181,494.36,0.09465057,0.93633586,0.967245314270258,0.00507802,-0.0038374222,10109,0.017650923,0.05201,2143,10833.011378288269
107200000,1072000,46.297748369118125,489.67,0.0921602,0.9302837,0.9575526267290115,0.004140254,-0.0009360548,10098,0.10033592,0.031999998,2144,10838.057149887085
107250000,1072500,46.31236060839205,489.31,0.094083905,0.9279305,0.9721309281885624,0.0026132646,-0.0040004277,10071,0.026928406,0.019577999,2145,10843.073506116867
107300000,1073000,46.63757263561507,490.09,0.0946768,0.92678225,0.980327483266592,0.0051124617,-0.0026142118,10013,0.016676994,0.057504006,2146,10848.105122566223
107350000,1073500,46.197564974429845,488.93,0.092990935,0.92542803,0.9681490808725357,0.0043756263,-0.004775799,9991,0.03398303,0.036664,2147,10853.17214512825
107400000,1074000,46.95633120356826,491.65,0.095085226,0.923831,0.970728313550353,0.0055041783,-0.0035261405,10071,0.020898283,0.064818,2148,10858.247937440872
107450000,1074500,46.719916825587205,490.64,0.09469043,0.9203714,0.9580874852836132,0.004649123,-0.004262756,10103,0.032052804,0.045736,2149,10863.27612733841
107500000,1075000,46.32688333459082,489.92,0.09406442,0.917657,0.9778405353426933,0.0044883196,-0.0038874447,10057,0.020325346,0.045624,2150,10868.30555677414
107550000,1075500,46.23670396637128,491.09,0.09370125,0.9153239,0.9718430358916521,0.004969253,-0.0040071146,9993,0.027187774,0.05302,2151,10873.346585273743
107600000,1076000,46.62093765162421,491.89,0.093711354,0.9137751,0.9627856872975826,0.003244565,-0.00427732,10171,0.037142,0.026492003,2152,10878.41161775589
107650000,1076500,46.38020692815771,490.87,0.09404079,0.9109005,0.9749837797135115,0.0053618685,-0.0030937062,10113,0.020520959,0.06329,2153,10883.393733263016
107700000,1077000,46.79429463448934,491.54,0.09474266,0.90693986,0.9545017890632153,0.0035325433,-0.003354121,10094,0.031317078,0.031426,2154,10888.397924423218
107750000,1077500,46.285713670489365,489.48,0.09404027,0.90395707,0.9649636000394821,0.0046870043,-0.0038016816,9993,0.032376613,0.040420003,2155,10893.424795866013
107800000,1078000,45.98369065338891,486.51,0.09346324,0.90065116,0.9756112713366747,0.0044693053,-0.0034708777,10006,0.02846111,0.04196,2156,10898.500058174133
107850000,1078500,46.25331482451613,492.92,0.09351192,0.8972173,0.976116418838501,0.004674185,-0.0028322563,9968,0.020226048,0.047452003,2157,10903.56156373024
107900000,1079000,46.3980780445569,491.66,0.09390397,0.8932028,0.9762082397937775,0.004693931,-0.004171971,10033,0.01868552,0.053608,2158,10908.641092061996
107950000,1079500,46.64083503579197,493.48,0.094104424,0.88571185,0.9654742069542408,0.002778902,-0.0036058337,9999,0.021093152,0.022434,2159,10913.699342250824
108000000,1080000,46.61488370923988,490.83,0.09447418,0.8830307,0.9744813051074743,0.004726462,-0.0036264197,10026,0.021293053,0.043762002,2160,10918.775057554245
108050000,1080500,46.23779664186557,488.05,0.09412209,0.8815855,0.9625325985252857,0.0048100934,-0.0032500632,10030,0.03670471,0.04235,2161,10923.828320980072
108100000,1081000,46.348987528724116,489.59,0.094178006,0.88208306,0.9735270328819752,0.004871779,-0.0034269183,10023,0.023846349,0.049159996,2162,10928.878858089447
108150000,1081500,46.332571873321214,492.51,0.093692675,0.8802799,0.9703339245170355,0.004733456,-0.0032595762,10041,0.02165894,0.046596,2163,10933.928694963455
108200000,1082000,46.644919376846445,490.62,0.09448304,0.8792623,0.9607226476073265,0.0036196583,-0.0038056355,10031,0.03126361,0.03125,2164,10938.973193407059
108250000,1082500,46.331895189228305,492.7,0.0936685,0.8805872,0.9707680195569992,0.0051046493,-0.003570807,10020,0.022041287,0.055886,2165,10944.022097587585
108300000,1083000,46.350433362328275,490.7,0.09402522,0.87713873,0.970584075897932,0.0047598053,-0.0029972722,10035,0.02463811,0.049424,2166,10949.073860168457
108350000,1083500,46.20691231600998,490.64,0.093660824,0.87237436,0.9628754109144211,0.0048445826,-0.0043021785,10093,0.031406507,0.045007996,2167,10954.11819767952
108400000,1084000,46.06850998605485,490.14,0.093516015,0.8707611,0.9724372942000628,0.0055293525,-0.002489923,10118,0.025395012,0.057335995,2168,10959.132812738419
108450000,1084500,46.09013990402687,486.96,0.093914494,0.8712962,0.9734600149095058,0.005039443,-0.0031421925,10021,0.029152855,0.053414,2169,10964.142987728119
108500000,1085000,45.57992960227297,489.26,0.09261309,0.8719201,0.9721817821264267,0.004488084,-0.004097703,10078,0.034270525,0.034716003,2170,10969.196568489075
108550000,1085500,46.51353537213843,490.17,0.09437339,0.87148255,0.9720011670142412,0.004713959,-0.0037117105,10017,0.023465598,0.048080005,2171,10974.231895685196
108600000,1086000,46.93858675313328,493.83,0.094742626,0.86707866,0.9772433862090111,0.0050829006,-0.003041329,10053,0.013546674,0.051779997,2172,10979.296793222427
108650000,1086500,46.809979377639245,492.8,0.094620086,0.8606323,0.9730963110923767,0.0041112597,-0.0040533235,10058,0.018067695,0.037106,2173,10984.377122879028
108700000,1087000,46.71422505032839,492.94,0.09443804,0.85420525,0.9637627452611923,0.0039372616,-0.0040402752,10056,0.023339693,0.035226,2174,10989.410633325577
108750000,1087500,46.604117295221656,491.37,0.09442906,0.8479369,0.9798354655504227,0.006048497,-0.0024509537,10024,0.016349103,0.07197,2175,10994.482774019241
108800000,1088000,46.50578902070498,490.97,0.09429002,0.8465813,0.9745155014097691,0.003769663,-0.003201759,10045,0.021610543,0.033210002,2176,10999.545395851135
108850000,1088500,46.641531023513814,492.34,0.094352186,0.84398556,0.9766906313598156,0.005566751,-0.003304781,10060,0.016967412,0.060776003,2177,11004.5881960392
108900000,1089000,46.744498413921974,493.94,0.09430046,0.8418625,0.9713739417493343,0.0038528093,-0.0030210132,9947,0.017836366,0.031303998,2178,11009.62930560112
108950000,1089500,46.13318707140395,489.8,0.09366255,0.84158003,0.9610666446387768,0.0046113534,-0.0035280653,9975,0.033311006,0.045633998,2179,11014.743075609207
109000000,1090000,46.32469710966951,491.02,0.09388231,0.8445755,0.9732048716396093,0.00382963,-0.0032244232,10007,0.022093637,0.035292,2180,11019.824895143509
109050000,1090500,46.65609215050092,490.9,0.09452838,0.84330523,0.9727276340126991,0.00424093,-0.004198368,10041,0.02018592,0.037824,2181,11024.881715536118
109100000,1091000,46.35161891451775,488.94,0.09421191,0.8443507,0.954392820596695,0.0040943353,-0.003801699,10006,0.040106177,0.037952,2182,11029.927818059921
109150000,1091500,46.42004035250771,491.98,0.09391871,0.8473705,0.9760752208530903,0.004482665,-0.0036486615,9967,0.017900063,0.040926002,2183,11035.005321025848
109200000,1092000,46.67514948444201,491.74,0.09448362,0.84669274,0.9701427631080151,0.0049012518,-0.0044314223,9973,0.020543396,0.048684,2184,11040.09031200409
109250000,1092500,46.8679136721688,493.89,0.09460315,0.84184647,0.9718281831592321,0.0046550063,-0.0033399896,9981,0.016572211,0.045866,2185,11045.1728682518
109300000,1093000,46.67477650334593,490.97,0.09463838,0.8370613,0.9714098293334246,0.0046259053,-0.0024217626,10016,0.02219373,0.04658,2186,11050.243360996246
109350000,1093500,46.64326607879513,490.89,0.09457621,0.83426017,0.9757473692297935,0.0034884147,-0.0039553274,10092,0.018939037,0.027849998,2187,11055.298380613327
109400000,1094000,46.422909808518746,493.98,0.093684696,0.82787895,0.9785102140158415,0.003823089,-0.0034149364,10012,0.015544067,0.0331,2188,11060.314938545227
109450000,1094500,46.6132674768383,490.31,0.09458906,0.8203162,0.9772771168500185,0.004042272,-0.003718689,9980,0.018815074,0.038071997,2189,11065.378038167953
109500000,1095000,45.92509680108853,486.75,0.093395665,0.8142387,0.9696127604693174,0.004531792,-0.0036098931,10026,0.0344059,0.041527998,2190,11070.512449979782
109550000,1095500,46.39416123669391,489.68,0.09415128,0.8130065,0.9682413153350353,0.0069220685,-0.003632818,10021,0.026896408,0.089842,2191,11075.580387830734
109600000,1096000,46.4587440194271,492.94,0.09391607,0.81388426,0.9738050680607557,0.003812123,-0.0041761585,9993,0.018983118,0.033092,2192,11080.660853147507
109650000,1096500,46.63473689446226,489.83,0.09463705,0.81044483,0.9759395383298397,0.004634629,-0.0037739524,9992,0.019352768,0.044818,2193,11085.73854637146
109700000,1097000,46.14612084836335,491.11,0.093534715,0.80746716,0.980435561388731,0.0026922624,-0.004475885,10076,0.017067295,0.022742,2194,11090.807554244995
109750000,1097500,46.05746596802695,492.01,0.09324413,0.80099946,0.9651445969939232,0.0032924917,-0.0039345575,9964,0.029450763,0.028558,2195,11095.830930233002
109800000,1098000,46.4165168409852,491.73,0.09387858,0.7991919,0.9664784222841263,0.0043956293,-0.0037783473,10009,0.025771033,0.044046,2196,11100.910471200943
109850000,1098500,46.36509277220605,491.97,0.0938468,0.7986557,0.9769957754760981,0.0036795684,-0.003702086,10030,0.017575914,0.032182,2197,11105.968447685242
109900000,1099000,46.535132530789994,488.98,0.088716306,0.7946218,0.9509457349777222,0.0056723068,-0.0034971996,10021,0.4141733,0.027458,2198,11111.021672010422
109950000,1099500,46.447828860225655,490.83,0.09421624,0.79311365,0.965815044939518,0.005022739,-0.003013148,10020,0.029308906,0.055486,2199,11116.082299232483
110000000,1100000,46.928770924704146,492.35,0.094945244,0.7893044,0.9686853624880314,0.0053173816,-0.003054619,10004,0.020749334,0.058172,2200,11121.136040687561
110050000,1100500,46.20269828657794,489.5,0.093820535,0.7870395,0.9768653307110071,0.005698678,-0.004251507,9984,0.021386797,0.066952,2201,11126.198208093643
110100000,1101000,46.58799685307888,491.66,0.09434054,0.78644353,0.963015902787447,0.005258017,-0.0035685655,9980,0.025494715,0.056501996,2202,11131.283750295639
110150000,1101500,46.49038593484942,492.81,0.09388035,0.7896738,0.9595758020877838,0.004400276,-0.0044978075,9961,0.026396146,0.042052,2203,11136.36172413826
110200000,1102000,46.34864765041071,491.65,0.09386645,0.79216015,0.9667058885097504,0.0046094256,-0.0032863268,9951,0.025909469,0.046275996,2204,11141.444524765015
110250000,1102500,46.05624753019387,491.14,0.09335371,0.7922303,0.9742733053863049,0.0043493253,-0.0035195642,10009,0.02196619,0.038428,2205,11146.532497406006
110300000,1103000,46.74201627234717,492.69,0.09451237,0.7900817,0.9561770781874657,0.0039248923,-0.0036314405,10029,0.027780589,0.03886,2206,11151.589611530304
110350000,1103500,46.65827604023209,491.11,0.0945401,0.78841645,0.9764005560427904,0.004731166,-0.003280883,9959,0.019097343,0.050044,2207,11156.644602298737
110400000,1104000,45.83240099479473,487.96,0.092435256,0.7889005,0.9670098200440407,0.0042854277,-0.0040077297,9982,0.0398318,0.038072,2208,11161.755416870117
110450000,1104500,46.43809551722166,489.76,0.0941813,0.79622585,0.9695753902196884,0.0056170127,-0.0041061067,9981,0.024248878,0.052908003,2209,11166.833510398865
110500000,1105000,46.92454595265852,494.81,0.09456819,0.80314267,0.9651370905339718,0.0054002935,-0.003439498,10015,0.017315356,0.056822002,2210,11171.926470041275
110550000,1105500,46.341907586087984,490.07,0.094052784,0.8073844,0.9659859724342823,0.004736784,-0.0037591276,9897,0.02861377,0.048714,2211,11176.98462343216
110600000,1106000,46.36304827638342,489.87,0.091836624,0.81063384,0.9583626501262188,0.0038427946,-0.0029525761,9993,0.10898821,0.026651999,2212,11182.097964286804
110650000,1106500,46.312860252766626,492.04,0.09373096,0.8133317,0.9702166896313429,0.0052595916,-0.0029464806,9987,0.023806144,0.053297997,2213,11187.185696601868
110700000,1107000,46.40767064405722,491.45,0.0939828,0.81297034,0.9772408548742533,0.0077017704,-0.0019477824,9987,0.019501435,0.098606005,2214,11192.285688400269
110750000,1107500,46.54133940955769,491.49,0.09420963,0.810989,0.9620848186314106,0.005968649,-0.00298351,9988,0.028994868,0.067912005,2215,11197.372329950333
110800000,1108000,46.293494242044105,492.86,0.093595184,0.8089738,0.9665651097893715,0.006898993,-0.0027624657,9996,0.023491021,0.087060004,2216,11202.441450834274
110850000,1108500,46.52034624997963,494.39,0.093785055,0.8080425,0.9795503634959459,0.0055391127,-0.00397471,9992,0.012541073,0.063514,2217,11207.50957775116
110900000,1109000,46.882871455556014,491.58,0.094876364,0.80896854,0.9627808667719364,0.004124227,-0.0047351196,9973,0.024560142,0.036956005,2218,11212.580397844315
110950000,1109500,46.7501936780291,491.34,0.094549425,0.8121786,0.9680199697613716,0.0032640223,-0.004640157,10068,0.024908738,0.028672,2219,11217.655479431152
111000000,1110000,45.945416462187715,484.63,0.09042878,0.8121748,0.9601116254925728,0.0037370468,-0.002736079,9981,0.16672662,0.021792,2220,11222.702687740326
111050000,1110500,46.49702672261192,489.08,0.09441196,0.81303483,0.962768591940403,0.0034893074,-0.003742984,9980,0.033786476,0.02748,2221,11227.796531915665
111100000,1111000,46.64419629459,493.05,0.09423536,0.813972,0.9687051698565483,0.0035802803,-0.00369098,9972,0.021725427,0.03142,2222,11232.870117664337
111150000,1111500,46.434184064812655,491.48,0.09319049,0.816974,0.9594780132174492,0.0034584068,-0.0005855416,10066,0.06327703,0.029431999,2223,11237.94556260109
111200000,1112000,46.984897293644536,493.96,0.09481089,0.81891376,0.9746812302619219,0.002877732,-0.0041767335,9990,0.013537472,0.022698,2224,11242.974684476852
111250000,1112500,46.61547791929894,491.11,0.09443978,0.8170025,0.9693903718143702,0.0032963045,-0.00342962,10062,0.022879746,0.02782,2225,11248.043672800064
111300000,1113000,46.44079351691325,491.71,0.09405265,0.8158299,0.9627392441034317,0.0056834193,-0.0035984803,9929,0.028862897,0.062,2226,11253.082612514496
111350000,1113500,46.39662000048324,490.31,0.09414804,0.8161764,0.9626308642327785,0.004500533,-0.0038615097,9957,0.03315153,0.043867998,2227,11258.183574199677
111400000,1114000,46.44444560842407,490.68,0.09423595,0.8148885,0.9766141101717949,0.004445373,-0.003613032,10014,0.019450173,0.044696,2228,11263.268671989441
111450000,1114500,46.791291874553934,492.1,0.09469036,0.81217116,0.9810380786657333,0.005351789,-0.0036411532,9988,0.013879711,0.057637997,2229,11268.332471609116
111500000,1115000,46.34746458388479,493.49,0.09360894,0.80881596,0.9661068134009838,0.006012918,-0.0037783335,9978,0.024266893,0.067964,2230,11273.418321609497
111550000,1115500,45.90885121349851,490.04,0.093087815,0.80495644,0.9787259325385094,0.0036709034,-0.004529598,9920,0.02768067,0.030598,2231,11278.489518642426
111600000,1116000,46.98269026110036,491.59,0.09515146,0.8023828,0.9582904912531376,0.00609533,-0.00414248,10019,0.029228996,0.062005997,2232,11283.603148937225
111650000,1116500,46.99174603158637,492.64,0.09499939,0.80398005,0.9778638295829296,0.0044828206,-0.0027771555,9922,0.014629871,0.043004,2233,11288.658167362213
111700000,1117000,46.19123804856259,489.51,0.093793124,0.8060444,0.9616563133895397,0.0065682107,-0.002802703,9984,0.033942625,0.07831401,2234,11293.76614522934
111750000,1117500,46.35701540577691,489.59,0.09416386,0.8056105,0.9707234185189009,0.0052123354,-0.0024405718,9980,0.02626524,0.053573996,2235,11298.835396051407
111800000,1118000,46.41700090492028,491.01,0.094098695,0.804791,0.9611419476568699,0.006318219,-0.0028113332,10044,0.032067362,0.075324,2236,11303.907908439636
111850000,1118500,46.67722268843383,491.22,0.094561994,0.8015145,0.9718776736408472,0.0050515505,-0.0034568675,9901,0.021021357,0.054800004,2237,11308.962224721909
111900000,1119000,45.74847187422158,491.62,0.09265951,0.80113107,0.9729570019990206,0.003629163,-0.0040855617,9981,0.027101416,0.029504001,2238,11314.107059001923
111950000,1119500,45.048370696353814,492.67,0.090972774,0.8054985,0.9554992578923702,0.002852871,-0.0031385608,10044,0.10570061,0.019730002,2239,11319.184435606003
112000000,1120000,46.63292781548574,489.74,0.09466744,0.8135222,0.9843527358025312,0.005174906,-0.0033051067,9915,0.014659454,0.056672,2240,11324.276154518127
112050000,1120500,46.523976231901905,490.37,0.09433685,0.81402606,0.9727878700941801,0.004399047,-0.0037191939,10023,0.021631327,0.039295997,2241,11329.390242815018
112100000,1121000,46.08715648753394,490.26,0.09352685,0.81331825,0.9691300913691521,0.0029602917,-0.0037552863,9973,0.028764214,0.025656,2242,11334.447733402252
112150000,1121500,46.780535095427474,492.71,0.09459318,0.81500757,0.9654956199228764,0.005020999,-0.004118379,10025,0.023699673,0.051037997,2243,11339.526684522629
112200000,1122000,46.78240575364813,492.61,0.09459883,0.814021,0.9730320386588573,0.003861107,-0.0039993627,10011,0.017983701,0.033864003,2244,11344.580615997314
112250000,1122500,46.88094817700185,494.41,0.0945577,0.8099087,0.9594051763415337,0.0034948897,-0.0033450492,9967,0.022151966,0.029404,2245,11349.641060113907
112300000,1123000,46.178002401534265,491.32,0.09354035,0.8082876,0.9636032916605473,0.0046354323,-0.0030486954,9906,0.030164203,0.048710003,2246,11354.728754520416
112350000,1123500,46.294981820279716,490.96,0.09383102,0.80470467,0.9589107446372509,0.0031582906,-0.0036879177,10034,0.03154566,0.026093999,2247,11359.855133771896
112400000,1124000,46.61286061813822,491.6,0.09428794,0.79917425,0.9688419681042433,0.0044244183,-0.0038993522,9972,0.023005769,0.046268,2248,11364.910401582718
112450000,1124500,46.330001025202364,491.59,0.093812004,0.79476863,0.9640000388026237,0.0041682785,-0.0038595148,10002,0.026835289,0.040129997,2249,11370.000292539597
112500000,1125000,45.99840336354606,489.05,0.093202636,0.78964126,0.9667943865060806,0.0039515067,-0.0046376763,10004,0.033657946,0.031698,2250,11375.071812868118
112550000,1125500,46.31385558414906,486.57,0.09445665,0.78639394,0.9707205165177584,0.0043904004,-0.0034052648,9922,0.031668395,0.0413,2251,11380.13309621811
112600000,1126000,46.333020646198584,494.18,0.09344211,0.7833196,0.967171311378479,0.004597497,-0.0034077552,9912,0.020422056,0.045040004,2252,11385.241275787354
112650000,1126500,46.06320067579916,490.81,0.09336954,0.78206366,0.9542457945644855,0.0051470357,-0.0042598792,9953,0.037174646,0.057422005,2253,11390.350444793701
112700000,1127000,46.6234030742888,491.16,0.09436366,0.7838743,0.9673729315400124,0.006484404,-0.003541908,9935,0.023768911,0.079307996,2254,11395.461455345154
112750000,1127500,46.38132235146099,491.86,0.09384272,0.78439903,0.9611641205847263,0.0041197212,-0.0039477954,10001,0.03704873,0.036552,2255,11400.558404445648
112800000,1128000,46.09285422405199,491.43,0.09320726,0.7852316,0.9572556614875793,0.004795925,-0.0033130355,9979,0.034824874,0.042857997,2256,11405.622885465622
112850000,1128500,46.04589632331294,487.96,0.09068821,0.787493,0.9573265053331852,0.0034501578,-0.0036555342,9983,0.13065818,0.023986,2257,11410.695277929306
112900000,1129000,46.51130611571629,489.78,0.094442636,0.7883669,0.974162919446826,0.004400401,-0.0036016214,10002,0.022121737,0.041033998,2258,11415.769966125488
112950000,1129500,46.53538420089659,493.82,0.09392884,0.78903884,0.9690375309437513,0.0040366575,-0.004218965,10003,0.02142835,0.038606,2259,11420.83100271225
113000000,1130000,46.41401472980331,490.12,0.093863845,0.79212785,0.9700881373137236,0.003149083,-0.0041999067,9933,0.027672937,0.026581999,2260,11425.919298887253
113050000,1130500,45.42601027947727,490.82,0.092155226,0.79811454,0.9532177373766899,0.004104618,-0.001181126,9981,0.109897874,0.032477997,2261,11431.031299352646
113100000,1131000,46.17215704699629,489.28,0.093761995,0.8036789,0.971658144146204,0.004371841,-0.0028972193,9939,0.02931855,0.044020005,2262,11436.12039899826
113150000,1131500,46.30312108214682,490.85,0.09389588,0.80771273,0.9729385171085596,0.0051323413,-0.0028020653,10017,0.022565588,0.056671996,2263,11441.211677074432
113200000,1132000,46.873877040890804,492.76,0.09473776,0.80879414,0.9761828295886517,0.0051281946,-0.0032937657,9978,0.01563782,0.054022003,2264,11446.279613256454
113250000,1132500,46.08534125840548,490.91,0.093432404,0.80594903,0.9686071164906025,0.004437237,-0.004153552,10072,0.026045617,0.045151997,2265,11451.3581199646
113300000,1133000,47.00561730754467,496.21,0.09456203,0.79757607,0.9671772085130215,0.0048273704,-0.003119886,9971,0.01324708,0.051068,2266,11456.417914390564
113350000,1133500,46.36751943280208,490.61,0.09403895,0.7910119,0.9836099334061146,0.0039019592,-0.0040966542,10015,0.0145575525,0.033092,2267,11461.495226621628
113400000,1134000,46.38269976971904,492.71,0.0936598,0.7851308,0.9629479348659515,0.004305366,-0.0036838122,10051,0.027451118,0.042772003,2268,11466.550999403
113450000,1134500,46.41312883480336,490.58,0.094142795,0.7800367,0.9716451652348042,0.0043478035,-0.0037257248,9995,0.024076188,0.039862,2269,11471.58889245987
113500000,1135000,46.72832043847069,492.52,0.094484866,0.7771431,0.9619477428495884,0.0040367977,-0.003837856,9958,0.023220189,0.035236005,2270,11476.655220508575
113550000,1135500,46.5343638056278,490.14,0.09441282,0.78113717,0.9615148976445198,0.0048777843,-0.0034678094,9971,0.031955115,0.050725996,2271,11481.739331007004
113600000,1136000,46.031576869422494,491.59,0.093244806,0.78550136,0.9693072363734245,0.002680414,-0.0035395182,10072,0.025674518,0.023260001,2272,11486.821817398071
113650000,1136500,46.599186946062254,493.36,0.094092116,0.7825732,0.9639135487377644,0.0042608073,-0.0029290016,10014,0.022795241,0.037778,2273,11491.848012447357
113700000,1137000,46.38934934738267,488.86,0.090758935,0.78045654,0.9663492292165756,0.011162053,-0.005135669,10000,0.16720131,0.032056,2274,11496.904684305191
113750000,1137500,46.75675509820016,492.08,0.0946185,0.7800742,0.9683234095573425,0.002758632,-0.004083452,9975,0.02184737,0.022823999,2275,11501.967432975769
113800000,1138000,46.28046602871285,490.48,0.09391488,0.7752043,0.9693495091050863,0.0044280207,-0.0035328355,10077,0.026970327,0.038286,2276,11507.051880121231
113850000,1138500,45.77612578576889,489.13,0.09303417,0.77167654,0.9706831444054842,0.003940703,-0.0039698062,9990,0.034569655,0.038904004,2277,11512.087375164032
113900000,1139000,46.49037099008739,489.66,0.09443937,0.76888466,0.9701872821897268,0.004643716,-0.0032587876,9910,0.02563494,0.045416005,2278,11517.164742946625
113950000,1139500,46.01353926751081,488.06,0.093711436,0.7660821,0.9681902639567852,0.0059432513,-0.002429296,10016,0.035458945,0.072862,2279,11522.274186372757
114000000,1140000,46.348268772945374,491.8,0.09382232,0.7658689,0.9722098596394062,0.0037714809,-0.003290565,10014,0.021921122,0.037952,2280,11527.33326625824
114050000,1140500,46.123727487588184,488.85,0.09282618,0.7672061,0.9667970277369022,0.004016881,-0.0034677468,10029,0.045891,0.0334,2281,11532.387769699097
114100000,1141000,44.37812328175447,488.11,0.09036644,0.770208,0.9521833956241608,0.0026244712,-0.0024255184,9890,0.14361589,0.018384,2282,11537.445105075836
114150000,1141500,46.177773312527336,491.61,0.093502834,0.7712213,0.9704072363674641,0.0029113838,-0.0039479835,10012,0.026262492,0.025128001,2283,11542.561193466187
114200000,1142000,46.193553575632684,488.71,0.09391441,0.7653369,0.9775479566305876,0.006937904,-0.0021563207,9965,0.021924514,0.08492,2284,11547.617186307907
114250000,1142500,45.99983259105793,489.07,0.093457356,0.76024973,0.9689879640936852,0.003940108,-0.003891322,9955,0.029304653,0.037456,2285,11552.698598384857
114300000,1143000,46.508809104116224,492.05,0.09412736,0.757528,0.9800380486994982,0.003907299,-0.0036765828,9942,0.016747452,0.034278,2286,11557.786943674088
114350000,1143500,46.42333688292063,492.14,0.093969055,0.75605,0.9597986042499542,0.0037321993,-0.003947595,10011,0.027501073,0.03466,2287,11562.878113031387
114400000,1144000,46.52229579901788,491.66,0.09414998,0.7560667,0.9627072289586067,0.0060007204,-0.0042058276,10073,0.026540298,0.071784005,2288,11567.946553707123
114450000,1144500,46.725904603138915,490.8,0.0947883,0.753825,0.9798519089818001,0.0047826353,-0.0035980097,10004,0.015521024,0.047727995,2289,11572.99096441269
114500000,1145000,46.54110825886193,490.81,0.094410166,0.7484491,0.9708782192319632,0.0041092387,-0.0030995097,9960,0.02232102,0.036188,2290,11578.05298614502
114550000,1145500,46.31056374400468,489.63,0.09405405,0.74752706,0.9686474986374378,0.0044769873,-0.003610912,9975,0.02886782,0.04208,2291,11583.14587855339
114600000,1146000,46.71570062535524,492.89,0.09439082,0.74981236,0.9663482308387756,0.0047321613,-0.0039898185,9927,0.02112875,0.044919997,2292,11588.225888967514
114650000,1146500,46.636281611359735,491.94,0.09440582,0.7499299,0.9672371819615364,0.0056787063,-0.0033782653,9978,0.022866119,0.058640003,2293,11593.327130556107
114700000,1147000,46.763934947817106,492.68,0.09456936,0.74943125,0.963820569217205,0.0056300918,-0.0023531725,9975,0.022595178,0.059805997,2294,11598.409533262253
114750000,1147500,46.635978812194956,492.47,0.09432144,0.7488296,0.9741077944636345,0.0044288626,-0.003921722,10037,0.016682612,0.038257997,2295,11603.491776943207
114800000,1148000,46.85340301033424,493.57,0.09460374,0.74839526,0.9717433750629425,0.0050125364,-0.0038903938,10031,0.017366651,0.05733,2296,11608.549123048782
114850000,1148500,46.39777364976558,491.53,0.093908556,0.744664,0.9696021880954504,0.005308156,-0.0038735569,10009,0.024314659,0.058260005,2297,11613.608505487442
114900000,1149000,46.66294664153072,492.59,0.09435359,0.74462456,0.9729803297668695,0.0054197935,-0.00360917,10021,0.018723544,0.062384002,2298,11618.670996189117
114950000,1149500,46.62266749443748,489.26,0.09467985,0.7416648,0.968600831925869,0.0047394093,-0.0038340301,9991,0.028066033,0.045422,2299,11623.728160142899
115000000,1150000,46.651264009091534,492.25,0.094409026,0.7387515,0.9747589435428381,0.005002083,-0.0038816961,10057,0.018305812,0.053138,2300,11628.794533967972
115050000,1150500,46.71893631435576,492.29,0.094468474,0.7343548,0.9610801339149475,0.006225556,-0.0028242685,10119,0.027146842,0.07033999,2301,11633.836603403091
115100000,1151000,46.497262592211115,489.07,0.09385344,0.7326592,0.9706644229590893,0.0039109676,-0.0030029085,9976,0.03244347,0.032212,2302,11638.86144399643
115150000,1151500,46.611605878872105,491.8,0.09426002,0.7322861,0.9725202973932028,0.003421093,-0.0034626524,9996,0.0211115,0.028586,2303,11643.936939001083
115200000,1152000,46.52799445304634,491.42,0.09424305,0.7277446,0.9763298612087965,0.004712579,-0.003694109,10040,0.018478367,0.044406,2304,11649.005702733994
115250000,1152500,46.440137959000424,492.67,0.0938281,0.72203267,0.9675643108785152,0.006188295,-0.003861225,10003,0.022343572,0.075441994,2305,11654.052409887314
115300000,1153000,46.539147345163514,492.18,0.09415486,0.7163444,0.9637028239667416,0.0037593078,-0.0035217446,10009,0.027204093,0.032466,2306,11659.153721570969
115350000,1153500,45.979181402142494,486.38,0.09145137,0.7129557,0.9593944475054741,0.004663961,-0.0031775194,10067,0.098461084,0.03662,2307,11664.229690551758
115400000,1154000,46.730849518046014,493.43,0.09437237,0.71186936,0.9641962945461273,0.0048690746,-0.0036731563,10139,0.022308413,0.049264,2308,11669.305760145187
115450000,1154500,46.35154715941508,491.25,0.09393231,0.707173,0.9742528162896633,0.005266439,-0.0036198788,10036,0.023513515,0.052438,2309,11674.29856300354
115500000,1155000,46.10746694465313,489.55,0.093703896,0.7037927,0.9726732969284058,0.0045315837,-0.0037471638,9942,0.025927778,0.042584002,2310,11679.34622836113
