fps,ep_reward_mean,serial_timesteps,value_loss,time_elapsed,explained_variance,total_timesteps,ep_len_mean,true_reward,n_updates,policy_entropy,approxkl,clipfrac,policy_loss
14970,1.1284584873914718,168500,4.9592356e-05,1186.206696510315,0.9997948172240285,16850000,24.38,0.05785075,337,-3.258789,0.030982386,0.2979019,0.007187611
14165,1.250210597217083,169000,0.00010233096,1189.9721553325653,0.9991150209098123,16900000,25.78,0.057885304,338,-3.2508917,0.01963258,0.22686009,0.00047189157
13716,1.146902050971985,169500,3.7980004e-05,1194.0660090446472,0.9996818927465938,16950000,24.59,0.057848927,339,-3.247552,0.036292624,0.31420392,0.008333257
12864,1.1244127374887467,170000,2.1744254e-05,1198.2614119052887,0.9998201256094035,17000000,24.33,0.057846982,340,-3.266114,0.027390815,0.29735395,0.0048065693
13869,1.1234807217121123,170500,2.0675076e-05,1202.6762793064117,0.9998228428885341,17050000,24.32,0.057833407,341,-3.2816474,0.029582893,0.290668,0.0059600417
14815,1.1061044096946717,171000,8.3953755e-06,1206.9451415538788,0.9999300069466699,17100000,24.12,0.05783374,342,-3.2973874,0.02630044,0.28116596,0.006351112
15473,1.099239974617958,171500,3.4421425e-06,1210.926028251648,0.9999712393073423,17150000,24.04,0.057815287,343,-3.3128202,0.029303648,0.28538403,0.010204556
15171,1.1683626395463944,172000,5.1576368e-05,1214.610568523407,0.9995634419319686,17200000,24.84,0.057872664,344,-3.324133,0.028610671,0.285686,0.004136889
15020,1.1147957688570023,172500,1.6785129e-05,1218.2512936592102,0.9998725754994666,17250000,24.22,0.05784895,345,-3.3365686,0.03396588,0.31493804,0.011375943
13980,1.1131664794683456,173000,1.3590002e-05,1221.932330608368,0.9998877174220979,17300000,24.2,0.057839215,346,-3.3515432,0.034781065,0.32059202,0.008455466
15067,1.1088778084516526,173500,1.0186303e-05,1226.1547689437866,0.9999151630981942,17350000,24.15,0.05783566,347,-3.368646,0.044918623,0.35312,0.010282871
15864,1.0956546860933303,174000,1.4275314e-06,1230.1811969280243,0.9999922840825093,17400000,24.0,0.057774346,348,-3.3704963,0.02729153,0.25398007,0.0061072577
15554,1.1029029083251953,174500,7.884741e-06,1233.8338396549225,0.9999505067753489,17450000,24.08,0.05783155,349,-3.3905933,0.029983854,0.294828,0.008511294
15082,1.0970289754867553,175000,6.3866396e-06,1237.598338842392,0.9998862980792182,17500000,24.01,0.057805937,350,-3.408763,0.024442434,0.25278196,0.020255001
14795,1.0967184561491012,175500,6.123364e-06,1241.3435311317444,0.9999786774424138,17550000,24.01,0.057770666,351,-3.4126275,0.030816587,0.29037398,0.013432208
14576,1.0958030825853349,176000,8.62832e-07,1245.3476934432983,0.9999902952476987,17600000,24.0,0.057761315,352,-3.4066932,0.017253153,0.201832,0.00027207137
14903,1.0958588111400605,176500,7.853085e-07,1249.2903366088867,0.9999930170174594,17650000,24.0,0.057759367,353,-3.4134545,0.020169204,0.22394001,-0.0012308034
14867,1.0959315717220306,177000,7.72813e-07,1253.1598188877106,0.9999936692420306,17700000,24.0,0.057777368,354,-3.4312758,0.018674852,0.22476399,-0.002370396
14778,1.0957853698730469,177500,7.838222e-07,1256.9849708080292,0.9999934365218905,17750000,24.0,0.057785455,355,-3.4466996,0.016778728,0.19335394,-0.0022175005
15290,1.0985335075855256,178000,2.6101707e-06,1260.707637310028,0.9999784618139529,17800000,24.03,0.057816148,356,-3.4569824,0.027419234,0.277696,0.0054786312
14377,1.096108894944191,178500,7.7921356e-07,1264.474767923355,0.9999935431628728,17850000,24.0,0.057801925,357,-3.4678464,0.020723974,0.228646,0.00080365204
13160,1.0986594617366792,179000,3.571847e-06,1268.3057034015656,0.9999783456405567,17900000,24.03,0.057814755,358,-3.4920666,0.024218928,0.25504002,0.0057099718
14883,1.097891980409622,179500,2.347582e-06,1272.6636154651642,0.9999819953281985,17950000,24.02,0.057811517,359,-3.512037,0.021694893,0.23753001,0.004995087
12963,1.1159610676765441,180000,1.5182787e-05,1276.6095736026764,0.9998744689073646,18000000,24.23,0.057847977,360,-3.5139768,0.040970903,0.36399204,0.008273962
14800,1.0961820596456529,180500,8.054963e-07,1280.9726974964142,0.9999926550626697,18050000,24.0,0.057781313,361,-3.5241446,0.018742345,0.21255794,0.00052749895
13459,1.1100229227542877,181000,1.0903246e-05,1284.7747497558594,0.999911106460786,18100000,24.16,0.057844564,362,-3.5434084,0.04061605,0.364684,0.0092431735
13937,1.0986100167036057,181500,3.6627475e-06,1288.8383841514587,0.9999785107411299,18150000,24.03,0.0578172,363,-3.5688293,0.027240956,0.29466197,0.0055816756
13783,1.4124008944630624,182000,0.00018951518,1293.0137088298798,0.9983652953524143,18200000,27.62,0.057906426,364,-3.5867996,0.029432332,0.26411998,0.0078052296
13705,1.5624883972108363,182500,0.00023550878,1297.1509895324707,0.9980934427585453,18250000,29.3,0.0579127,365,-3.5842087,0.025946463,0.23608798,0.008866705
12923,1.3965103453397751,183000,0.00017095517,1301.3006947040558,0.9984316200716421,18300000,27.44,0.05790654,366,-3.5831766,0.033764176,0.2678981,0.01896827
15261,1.4691742265224457,183500,0.00019780127,1305.6254408359528,0.9982892359839752,18350000,28.26,0.057910934,367,-3.5855572,0.028772013,0.23564598,0.01475979
13307,1.117374866604805,184000,0.00012643455,1309.4771831035614,0.9997386299655773,18400000,24.25,0.057854634,368,-3.5997458,0.014868669,0.19380401,0.0064974357
13107,1.1253459829092025,184500,2.802474e-05,1313.8969900608063,0.9998006897512823,18450000,24.34,0.05786832,369,-3.6181147,0.023759691,0.26366198,0.005359935
14356,1.0977040314674378,185000,4.0613677e-06,1318.1861577033997,0.9999691583871027,18500000,24.02,0.057820614,370,-3.6306612,0.025019482,0.25910792,0.008314338
16165,1.1106971299648285,185500,1.281084e-05,1322.302990436554,0.9998995526038925,18550000,24.17,0.057856154,371,-3.6406543,0.03321891,0.33361802,0.007876405
14752,1.1212959879636764,186000,1.8910136e-05,1325.8884851932526,0.9998408006358659,18600000,24.29,0.05786668,372,-3.6497512,0.043700196,0.37072796,0.009194169
16150,1.121964938044548,186500,1.9511064e-05,1329.7840089797974,0.999834989750525,18650000,24.3,0.057868097,373,-3.644357,0.035382517,0.34242603,0.0070409547
14739,1.1184029221534728,187000,1.8325834e-05,1333.3493649959564,0.9998564810521202,18700000,24.26,0.0578654,374,-3.6534388,0.03929075,0.34006608,0.0068042804
15135,1.104971095919609,187500,7.509052e-06,1337.0705935955048,0.9999203235929599,18750000,24.1,0.05785052,375,-3.6668136,0.026123695,0.27568603,0.010950309
14207,1.0975750744342805,188000,2.15262e-06,1340.765995502472,0.9999820725915924,18800000,24.02,0.05782509,376,-3.6743774,0.03867574,0.315046,0.014969999
15638,1.1424761563539505,188500,3.5807177e-05,1344.781158208847,0.9997115533333272,18850000,24.54,0.057882994,377,-3.6807325,0.041312333,0.36388794,0.008082015
15293,1.1019801205396653,189000,5.379579e-06,1348.4738936424255,0.9999539874261245,18900000,24.07,0.0578584,378,-3.688426,0.026234033,0.281622,0.008671072
14791,1.0975682252645493,189500,1.9464842e-06,1352.1594626903534,0.9999836938004592,18950000,24.02,0.057845347,379,-3.7050414,0.027077343,0.279892,0.008300075
13763,1.096299228668213,190000,1.3607392e-06,1356.0249557495117,0.9999880672139625,19000000,24.01,0.057818446,380,-3.724966,0.02425487,0.24888395,0.005848779
13198,1.104300497174263,190500,7.1726736e-06,1360.1608805656433,0.9999399904445454,19050000,24.1,0.057866048,381,-3.742094,0.031033143,0.31440207,0.008649329
14441,1.0964139205217363,191000,1.3467154e-06,1364.2547507286072,0.999987563483046,19100000,24.01,0.057842832,382,-3.7649949,0.026276143,0.26645198,0.00739949
14548,1.1275204253196716,191500,2.4037534e-05,1367.9918522834778,0.9997976810700493,19150000,24.37,0.057889756,383,-3.7767353,0.04850028,0.38762203,0.008334072
13413,1.098101053237915,192000,2.5872673e-06,1371.8644483089447,0.9999779461031721,19200000,24.03,0.057835918,384,-3.790266,0.03782767,0.331792,0.010945538
12721,1.0953759294748306,192500,6.9785824e-07,1375.9582307338715,0.999994176857399,19250000,24.0,0.05780339,385,-3.8049805,0.018107094,0.18729196,-0.0013563106
14204,1.0952315926551819,193000,6.721576e-07,1380.227515220642,0.9999943804186842,19300000,24.0,0.057817344,386,-3.8098257,0.02101746,0.213216,0.0026253262
14526,1.0972073006629943,193500,1.8944517e-06,1384.2225177288055,0.9999839109132154,19350000,24.02,0.0578491,387,-3.8178527,0.04217582,0.33559394,0.013758135
14317,1.1573004406690597,194000,4.5596258e-05,1388.2397484779358,0.9996154267864767,19400000,24.72,0.05789508,388,-3.8111756,0.041733827,0.33821198,0.006480789
13456,1.1031064236164092,194500,6.563132e-06,1392.3954694271088,0.9999386185372714,19450000,24.09,0.05786342,389,-3.815648,0.03909581,0.34375396,0.016023299
13769,1.0952785044908524,195000,6.536366e-07,1396.6259565353394,0.9999941247815514,19500000,24.0,0.05783678,390,-3.8274164,0.022978576,0.23028597,0.006913966
13636,1.0951017439365387,195500,6.465302e-07,1400.6491100788116,0.9999940691891425,19550000,24.0,0.0578285,391,-3.838952,0.022006996,0.236808,0.0041087773
12801,1.1125816601514815,196000,1.34785205e-05,1404.812781572342,0.9998875851306366,19600000,24.2,0.057872534,392,-3.8491843,0.048218705,0.38074598,0.010617757
14089,1.095121573805809,196500,6.640406e-07,1409.3218836784363,0.9999938689857117,19650000,24.0,0.057807975,393,-3.853934,0.031542,0.273414,0.009535595
13136,1.0969654768705368,197000,1.9610857e-06,1413.4678432941437,0.9999836448532733,19700000,24.02,0.057834916,394,-3.8546875,0.035874847,0.329284,0.013928069
14596,1.1201711523532867,197500,2.0065618e-05,1417.8212287425995,0.9998390900436789,19750000,24.29,0.057881344,395,-3.8589067,0.044983257,0.38949996,0.00990398
13166,1.1630585104227067,198000,5.017383e-05,1421.5538501739502,0.9995749552326743,19800000,24.79,0.057902243,396,-3.8548822,0.047264747,0.351562,0.008834285
13186,1.1028739875555038,198500,6.7631163e-06,1425.8058516979218,0.9999422415712615,19850000,24.09,0.057879604,397,-3.8502073,0.03057996,0.31840992,0.008741045
13494,1.1086405795812606,199000,1.0905132e-05,1430.3070831298828,0.9999071312195156,19900000,24.16,0.05788418,398,-3.853159,0.041943077,0.37380004,0.009393552
13820,1.1151983350515366,199500,1.6262438e-05,1434.4567103385925,0.9998642515856773,19950000,24.24,0.057884708,399,-3.854466,0.039592948,0.35407597,0.0073291506
15495,1.1162679123878478,200000,1.6921946e-05,1438.6015548706055,0.9998589103488484,20000000,24.25,0.057893783,400,-3.8578718,0.051052313,0.40012813,0.008236076
13635,1.1592851769924164,200500,4.8835416e-05,1442.2831768989563,0.9995963710534852,20050000,24.75,0.057899322,401,-3.8610325,0.036897127,0.33233002,0.005167936
13522,1.0975371247529984,201000,2.5805812e-06,1446.5786471366882,0.9999782870345371,20100000,24.03,0.05785356,402,-3.8690095,0.03681235,0.32987797,0.012485612
14603,1.1012482452392578,201500,5.12791e-06,1450.821846485138,0.9999566979640804,20150000,24.07,0.057876177,403,-3.8885758,0.039119817,0.34039998,0.010612863
15403,1.3423010304570198,202000,0.00015854844,1454.7756745815277,0.9986362993950024,20200000,26.84,0.0579211,404,-3.8972197,0.02472265,0.24322996,0.004486202
14580,1.1459725731611252,202500,3.8245813e-05,1458.489758014679,0.9996142001764383,20250000,24.59,0.057899054,405,-3.8992448,0.032667726,0.286034,0.016892822
15326,1.1596036016941071,203000,4.7627072e-05,1462.5708708763123,0.9995931416342501,20300000,24.75,0.05790766,406,-3.8972585,0.039306983,0.32275596,0.010880554
17181,1.0949477887153625,203500,7.349096e-07,1466.3150601387024,0.9999930149933789,20350000,24.0,0.05782025,407,-3.8928483,0.022193337,0.23526803,0.004329337
18544,1.0987512981891632,204000,3.354485e-06,1469.8369879722595,0.9999729134269728,20400000,24.04,0.057863902,408,-3.904412,0.035860743,0.33600605,0.011991766
17480,1.172792944908142,204500,5.6880806e-05,1473.0422639846802,0.9995182646089233,20450000,24.9,0.05791278,409,-3.9251132,0.03790999,0.3238,0.005082678
14862,1.1117000436782838,205000,0.00030401946,1476.5159316062927,0.9998891738287057,20500000,24.19,0.057890143,410,-3.9340014,0.037992455,0.36720407,0.008418075
14813,1.157062383890152,205500,5.3608437e-05,1480.3606250286102,0.999266212049406,20550000,24.72,0.057910975,411,-3.9399548,0.02399378,0.24971397,0.007532065
17676,1.0978362441062928,206000,4.550561e-06,1484.3438732624054,0.9999534799535468,20600000,24.03,0.057866324,412,-3.9416816,0.020103516,0.22346795,0.009770773
20207,1.1035948395729065,206500,8.241533e-06,1487.7522945404053,0.9999314144224627,20650000,24.1,0.057865668,413,-3.9402149,0.034382023,0.31428802,0.0133322505
17194,1.1200548446178435,207000,1.9267922e-05,1490.7145564556122,0.9998349688976305,20700000,24.29,0.0578986,414,-3.9525735,0.03277844,0.32606402,0.0060404963
15223,1.1045845192670822,207500,7.764089e-06,1494.2015788555145,0.9999340652138926,20750000,24.11,0.057882782,415,-3.9639733,0.040456276,0.34859,0.011086898
16000,1.09608935713768,208000,1.2850686e-06,1498.0415713787079,0.9999890785802563,20800000,24.01,0.05786823,416,-3.981311,0.032023,0.29972404,0.010289457
18282,1.100386820435524,208500,4.5176794e-06,1501.8173127174377,0.9999618865695084,20850000,24.06,0.05787134,417,-3.9958756,0.043141756,0.36105004,0.012869388
19334,1.1107334232330321,209000,1.2222332e-05,1505.1341652870178,0.9998973663750803,20900000,24.18,0.057895053,418,-4.00464,0.04708091,0.3947821,0.010721608
18855,1.1039967370033263,209500,6.9822413e-06,1508.188437461853,0.999940870100545,20950000,24.1,0.0578772,419,-4.0211015,0.043159455,0.37470204,0.010423523
16810,1.0972323352098465,210000,1.8704729e-06,1511.3715155124664,0.9999838784260646,21000000,24.02,0.057862528,420,-4.051512,0.02886167,0.29852203,0.008898313
16575,1.0990051019191742,210500,3.2127757e-06,1514.8756930828094,0.9999727580743638,21050000,24.04,0.057853952,421,-4.073558,0.030186277,0.30896798,0.00821659
15404,1.102695032954216,211000,5.7684874e-06,1518.3183307647705,0.9999514639930567,21100000,24.08,0.057869926,422,-4.09337,0.033516478,0.325934,0.009932751
16754,1.0976125293970107,211500,1.9445354e-06,1522.138729095459,0.9999837216601009,21150000,24.02,0.05786624,423,-4.1074333,0.029923612,0.29617202,0.008498419
16204,1.1009531527757646,212000,4.420276e-06,1525.51917719841,0.9999627798242727,21200000,24.06,0.057861354,424,-4.1219883,0.035873238,0.33712187,0.009474709
16686,1.09830910384655,212500,2.54057e-06,1529.2321245670319,0.9999786173630127,21250000,24.03,0.057866998,425,-4.1415052,0.030885344,0.31505397,0.008816557
20235,1.0956999003887176,213000,6.2066516e-07,1532.7074193954468,0.9999944265846352,21300000,24.0,0.057835523,426,-4.1474204,0.030882224,0.28189194,0.009600064
15893,1.095625838637352,213500,5.696094e-07,1535.6607434749603,0.9999952993548504,21350000,24.0,0.057847265,427,-4.152776,0.024327276,0.248178,0.0044753114
15781,1.0975361585617065,214000,1.8355148e-06,1539.3709962368011,0.9999847127401154,21400000,24.02,0.057868365,428,-4.177337,0.037625052,0.317184,0.012133169
16592,1.1028113389015197,214500,5.8129913e-06,1542.9889187812805,0.9999515800118388,21450000,24.08,0.057885766,429,-4.1961346,0.051460996,0.4133599,0.01262733
19887,1.0960889101028441,215000,5.3518033e-07,1546.6548008918762,0.9999953880678731,21500000,24.0,0.057870425,430,-4.207752,0.018044217,0.205592,0.0015851584
16233,1.0995724779367446,215500,3.0772167e-06,1549.6421008110046,0.9999741477258794,21550000,24.04,0.05787277,431,-4.2179265,0.049093552,0.37665612,0.01465098
15653,1.1022589445114135,216000,5.056472e-06,1553.0767676830292,0.9999574765606667,21600000,24.07,0.057880357,432,-4.2121964,0.05152776,0.40929195,0.011422607
16088,1.1262843143939971,216500,2.304034e-05,1556.808292388916,0.9998059481149539,21650000,24.35,0.05790562,433,-4.203701,0.037990198,0.34080395,0.005135677
16140,1.1368962812423706,217000,3.0707164e-05,1560.4517033100128,0.9997412968077697,21700000,24.47,0.057911962,434,-4.2007475,0.043596715,0.37388003,0.007908396
14385,1.0961255878210068,217500,6.0819565e-07,1564.094306230545,0.9999951339723339,21750000,24.0,0.057845425,435,-4.202916,0.018566303,0.20391804,0.0019315827
16019,1.1008350187540055,218000,3.864883e-06,1567.8714635372162,0.9999681604458601,21800000,24.05,0.057891473,436,-4.21764,0.043969423,0.37118003,0.013532791
15837,1.1094512224197388,218500,1.0291448e-05,1571.56391787529,0.9999129663628992,21850000,24.15,0.057896476,437,-4.231604,0.04190044,0.36388993,0.007459234
16642,1.0981931269168854,219000,1.8212199e-06,1575.0965645313263,0.999983840772984,21900000,24.02,0.057854693,438,-4.2491918,0.031645484,0.31151202,0.011299019
13722,1.096311627626419,219500,5.210552e-07,1578.4617881774902,0.9999955449725348,21950000,24.0,0.05784078,439,-4.262212,0.02656854,0.25463998,0.006846936
13782,1.1026490980386734,220000,5.3404224e-06,1582.519742012024,0.9999564928330074,22000000,24.07,0.057889227,440,-4.2729263,0.040812716,0.36472398,0.010875468
12720,1.0963916456699372,220500,5.6587197e-07,1586.8064169883728,0.9999951102759042,22050000,24.0,0.05784943,441,-4.2854557,0.023147916,0.24540205,0.005211054
16191,1.0989538198709488,221000,2.4034002e-06,1591.2597062587738,0.9999799739762238,22100000,24.03,0.0578568,442,-4.290614,0.035630662,0.332998,0.010153716
15375,1.143000922203064,221500,3.505043e-05,1595.0092515945435,0.9997051704849582,22150000,24.54,0.057912875,443,-4.301617,0.038998846,0.33690202,0.005658564
14766,1.1302771168947219,222000,2.5809593e-05,1598.8007793426514,0.9997827388142468,22200000,24.39,0.05791193,444,-4.312199,0.04659861,0.362446,0.0064454614
14183,1.1102470874786377,222500,1.1380977e-05,1603.0419046878815,0.9999092237922014,22250000,24.16,0.057891063,445,-4.327377,0.046542954,0.39476597,0.0099696545
13858,1.1672141915559768,223000,5.240511e-05,1606.8552660942078,0.9995594666688703,22300000,24.82,0.057920054,446,-4.3370876,0.033612527,0.32451403,0.0064671715
14716,1.107789796590805,223500,9.196664e-06,1611.031016588211,0.9999220812387648,22350000,24.13,0.057888888,447,-4.3358717,0.03877549,0.347376,0.0117572965
13941,1.0972474193572999,224000,1.1622354e-06,1615.034991979599,0.9999888279844527,22400000,24.01,0.05784263,448,-4.342919,0.024019992,0.265562,0.0055177133
15341,1.0978749281167983,224500,1.7899621e-06,1619.1045644283295,0.9999849332371014,22450000,24.02,0.057842866,449,-4.354137,0.026256636,0.30297196,0.005300591
14410,1.098867797255516,225000,2.4562428e-06,1622.9569222927094,0.9999785588643135,22500000,24.03,0.057874776,450,-4.368784,0.03360231,0.31581998,0.010804254
14096,1.0961178851127624,225500,5.3794224e-07,1626.927321434021,0.9999954679778966,22550000,24.0,0.05783301,451,-4.3838253,0.021959577,0.24781007,0.0024060316
14747,1.0980792450904846,226000,1.8104888e-06,1631.0117411613464,0.9999840930213395,22600000,24.02,0.057873715,452,-4.391322,0.039245833,0.32276005,0.014442188
13892,1.1705382895469665,226500,5.465766e-05,1635.1113648414612,0.9995374135614838,22650000,24.86,0.057920363,453,-4.3993607,0.03759189,0.33156195,0.0050164415
14818,1.104439729452133,227000,6.7233486e-06,1638.971862077713,0.9999449671922775,22700000,24.09,0.057891406,454,-4.4161973,0.037081916,0.35245198,0.008865017
15301,1.0964359766244889,227500,5.0269654e-07,1642.8985035419464,0.9999950255878503,22750000,24.0,0.05783546,455,-4.423569,0.029926647,0.27399993,0.0077952268
13884,1.0974436229467393,228000,1.1309485e-06,1646.5822162628174,0.9999903521947999,22800000,24.01,0.057869244,456,-4.419096,0.045341644,0.33702207,0.02047473
13183,1.1084708678722381,228500,1.0118995e-05,1650.6916763782501,0.9999197796860244,22850000,24.14,0.057890274,457,-4.4272337,0.049253646,0.40128794,0.011348274
15044,1.147265703678131,229000,3.819806e-05,1655.1197242736816,0.9996777409978677,22900000,24.59,0.057916075,458,-4.4254055,0.03964826,0.33877602,0.0051988773
15184,1.103320900797844,229500,6.4606784e-06,1658.9153923988342,0.9999501858255826,22950000,24.08,0.057891253,459,-4.426088,0.050540343,0.38901207,0.015120124
14187,1.233186651468277,230000,9.626881e-05,1662.8488719463348,0.999183509266004,23000000,25.58,0.057927623,460,-4.43224,0.02742838,0.284374,0.0041255835
13674,1.1116463726758956,230500,1.1792915e-05,1667.021362066269,0.9998971432796679,23050000,24.17,0.05790061,461,-4.449893,0.030164843,0.31638598,0.00698738
14730,1.1253801447153091,231000,2.1938109e-05,1671.1884927749634,0.999815525719896,23100000,24.33,0.057910778,462,-4.464672,0.07845543,0.46667007,0.015497856
14244,1.104595486521721,231500,6.974844e-06,1675.2271580696106,0.999945047795336,23150000,24.09,0.057899654,463,-4.4817824,0.03451951,0.33401012,0.008963948
14657,1.1122020065784455,232000,1.2345508e-05,1679.3751447200775,0.9998971294116927,23200000,24.18,0.057903077,464,-4.48921,0.04922432,0.402038,0.009045959
14390,1.1148185795545578,232500,1.4187035e-05,1683.2621507644653,0.9998814518912695,23250000,24.21,0.057894297,465,-4.4979568,0.04932642,0.392122,0.009632215
14527,1.0990030068159102,233000,2.6716923e-06,1687.0934584140778,0.9999795960338815,23300000,24.03,0.057855815,466,-4.509003,0.049489513,0.38260996,0.015816035
16046,1.226720913052559,233500,9.857208e-05,1691.2924089431763,0.9992076176567934,23350000,25.51,0.05792351,467,-4.5059323,0.037996866,0.34569603,0.005819978
15611,1.0998126596212388,234000,4.5816305e-06,1695.0006980895996,0.9999537177354796,23400000,24.04,0.057882667,468,-4.5005164,0.03282175,0.307798,0.022808418
15064,1.1265064525604247,234500,3.0298557e-05,1698.9489047527313,0.9998043658270035,23450000,24.35,0.05790824,469,-4.5065465,0.04544509,0.38755807,0.008831832
12931,1.1144476068019866,235000,1.4725425e-05,1702.6812994480133,0.9998784674098715,23500000,24.21,0.05790813,470,-4.516468,0.047045458,0.392978,0.010913015
13572,1.1559470528364182,235500,4.4759883e-05,1707.1370582580566,0.9996237944287714,23550000,24.69,0.057924435,471,-4.529411,0.03389378,0.321478,0.0049348315
14175,1.1550204485654831,236000,4.412257e-05,1711.5518000125885,0.9996280744671822,23600000,24.68,0.057924308,472,-4.532236,0.03270436,0.32417995,0.0035405885
15343,1.0992161750793457,236500,2.5530076e-06,1715.6695029735565,0.999978751735398,23650000,24.03,0.057882313,473,-4.5460167,0.033610217,0.31902,0.009564848
13234,1.1520518338680268,237000,4.1595238e-05,1719.4544517993927,0.9996509671327658,23700000,24.64,0.057919674,474,-4.5718465,0.028512573,0.29431605,0.0021382908
14003,1.1004364985227584,237500,3.2665175e-06,1723.8250267505646,0.9999714215864515,23750000,24.04,0.05789062,475,-4.569069,0.028162275,0.284624,0.010766533
14669,1.1872906559705734,238000,6.598668e-05,1727.909630060196,0.9994395369431004,23800000,25.05,0.057918593,476,-4.576796,0.029256599,0.285712,0.002889765
14106,1.106401143670082,238500,8.304565e-06,1731.716044664383,0.9999282910575857,23850000,24.11,0.057899576,477,-4.582722,0.05665192,0.38744187,0.016027234
13588,1.0964769577980042,239000,5.2017583e-07,1735.8856687545776,0.9999949235407257,23900000,24.0,0.057841796,478,-4.581958,0.023582725,0.25929597,0.0037062496
15102,1.0983375740051269,239500,2.2902923e-06,1740.2020165920258,0.9999852354549148,23950000,24.02,0.057860117,479,-4.590725,0.04338202,0.36528596,0.0130507955
13917,1.1492048025131225,240000,4.0038856e-05,1744.217607498169,0.9996653728594538,24000000,24.61,0.057924952,480,-4.5993266,0.03588112,0.33118397,0.0048121493
15106,1.1156449365615844,240500,1.4975916e-05,1748.504111289978,0.9998735547269462,24050000,24.22,0.057914224,481,-4.5910764,0.05828983,0.43549007,0.011856059
14542,1.1112679201364517,241000,1.1729423e-05,1752.2209641933441,0.9999013987107901,24100000,24.17,0.05790975,482,-4.589369,0.045908175,0.38290405,0.00991438
14503,1.099388334751129,241500,2.9966423e-06,1756.1928758621216,0.999979197011271,24150000,24.03,0.057901543,483,-4.594655,0.07207179,0.42686602,0.022633998
14673,1.098340358734131,242000,1.9464733e-06,1760.1041107177734,0.9999831626646483,24200000,24.02,0.05786461,484,-4.5965366,0.0399444,0.34633395,0.012799051
14322,1.0992178344726562,242500,2.4445978e-06,1764.056575536728,0.9999797975251568,24250000,24.03,0.057869595,485,-4.5997477,0.041716237,0.363828,0.012109572
13521,1.0967726111412048,243000,4.908676e-07,1768.0111963748932,0.9999960489908517,24300000,24.0,0.057858683,486,-4.603317,0.036726233,0.30562207,0.012534366
14874,1.1001972669363023,243500,3.4207637e-06,1772.3600871562958,0.9999738118967798,24350000,24.04,0.05789644,487,-4.6005373,0.083100036,0.440144,0.01820269
14822,1.096706594824791,244000,4.9986505e-07,1776.1165776252747,0.999995022415078,24400000,24.0,0.057861734,488,-4.600281,0.024417825,0.264522,0.0045196833
14499,1.1070687049627304,244500,8.391508e-06,1780.25506067276,0.9999306874451577,24450000,24.12,0.057892133,489,-4.6081734,0.04617284,0.38981408,0.010081692
15633,1.0984143030643463,245000,1.8279528e-06,1784.060619354248,0.9999853102108318,24500000,24.02,0.057855,490,-4.615158,0.049366556,0.357552,0.016359458
13211,1.0964707291126252,245500,5.1873775e-07,1787.8801064491272,0.9999956836122692,24550000,24.0,0.05783315,491,-4.616148,0.023309955,0.24779801,0.002211785
14526,1.0966821253299712,246000,4.891462e-07,1792.398288011551,0.9999958995690577,24600000,24.0,0.05785683,492,-4.6169496,0.02710562,0.24246792,0.008240477
15547,1.0964702147245406,246500,4.9901104e-07,1796.3422858715057,0.9999955926091388,24650000,24.0,0.05784062,493,-4.616693,0.022803128,0.23948403,0.0020521958
14068,1.0964531314373016,247000,5.215002e-07,1800.113097190857,0.999995967362338,24700000,24.0,0.057840127,494,-4.624028,0.022786453,0.251818,0.0018540502
15181,1.0998918402194977,247500,2.9822331e-06,1804.3645555973053,0.9999749640792288,24750000,24.04,0.057855185,495,-4.6374745,0.03679405,0.34626594,0.00869036
14928,1.0998596918582917,248000,3.1455536e-06,1808.1052567958832,0.9999742203326605,24800000,24.04,0.057877783,496,-4.642796,0.05277636,0.39656204,0.013498782
13533,1.097965481877327,248500,1.7485261e-06,1811.74676156044,0.9999847904400667,24850000,24.02,0.057858642,497,-4.651655,0.045737028,0.36699796,0.014202568
14599,1.1401785677671432,249000,3.5091514e-05,1815.959114074707,0.9997186773398425,24900000,24.51,0.05791714,498,-4.6655703,0.043012943,0.36748204,0.0071081556
14169,1.1332045418024064,249500,2.8523918e-05,1820.052649974823,0.999760859325761,24950000,24.43,0.057916753,499,-4.6744285,0.04266647,0.36607003,0.0049355915
13544,1.0970190685987473,250000,1.1537894e-06,1824.316502571106,0.9999906103703324,25000000,24.01,0.05786856,500,-4.68846,0.025978185,0.28853998,0.007982025
14056,1.1333155155181884,250500,2.827927e-05,1828.5931737422943,0.9997619524801848,25050000,24.43,0.057918016,501,-4.695115,0.04657924,0.38602006,0.004987591
17963,1.0968282717466353,251000,1.1225967e-06,1832.6249721050262,0.9999906042767179,25100000,24.01,0.057856053,502,-4.6941357,0.039661124,0.32204202,0.017147588
14490,1.1057097184658051,251500,2.046282e-05,1836.1155018806458,0.9999364691757364,25150000,24.11,0.05789347,503,-4.7054753,0.07239647,0.4578141,0.016467381
17486,1.1065604186058045,252000,1.5708436e-05,1840.2153589725494,0.9999283104698407,25200000,24.12,0.057907067,504,-4.708443,0.069335334,0.4510401,0.0187355
14588,1.1039213418960572,252500,6.34663e-06,1843.5022695064545,0.9999464416468982,25250000,24.09,0.057900302,505,-4.728734,0.056100253,0.4145319,0.013721129
16146,1.102214252948761,253000,5.1940324e-06,1847.343013048172,0.9999579818613711,25300000,24.07,0.057898756,506,-4.7406917,0.06913384,0.4570859,0.017246552
