serial_timesteps,policy_loss,approxkl,ep_reward_mean,n_updates,fps,ep_len_mean,explained_variance,true_reward,total_timesteps,clipfrac,value_loss,policy_entropy,time_elapsed
2189500,-0.0024779867,0.114847705,38.3005648422285,4379,9935,473.13,0.9853755766525865,0.0567308,218950000,0.311216,0.22120033,-3.9808753,24163.082269906998
2190000,0.0021257764,0.0841295,38.63287569886497,4380,9957,479.99,0.9894384210929275,0.062070962,219000000,0.44990405,0.1172552,-3.979032,24168.63299226761
2190500,0.0014189486,0.11583358,36.31006107625846,4381,9927,461.14,0.9935860550031066,0.0431429,219050000,0.42444798,0.122210816,-3.9719453,24174.242314338684
2191000,-0.00014563638,0.08024171,38.23941126262693,4382,9941,472.44,0.9924127641133964,0.055161644,219100000,0.4076899,0.11091113,-3.9697547,24179.745233535767
2191500,0.001585377,0.34108147,35.987861764857534,4383,9922,465.52,0.9914671871811152,0.04449607,219150000,0.33039802,0.16949649,-3.9324164,24185.196798801422
2192000,0.0002694724,0.12646031,36.47427012451773,4384,9886,461.22,0.9877814315259457,0.04227964,219200000,0.42216405,0.2541731,-3.9338043,24190.642940998077
2192500,-0.0015171622,0.096481845,35.00861114847932,4385,9885,461.45,0.9897190984338522,0.040916413,219250000,0.360602,0.20763724,-3.8909402,24196.136615037918
2193000,-0.00034871197,0.19064209,35.16766317277494,4386,9922,450.44,0.9881750112399459,0.030232754,219300000,0.31691206,0.3187456,-3.8865445,24201.75145816803
2193500,0.004239217,0.1455508,36.845686565872114,4387,9907,461.95,0.9913364946842194,0.043792456,219350000,0.45903793,0.16489603,-3.8660161,24207.28132224083
2194000,-0.0028362114,0.26761663,38.04688475071835,4388,9915,468.5,0.9851112803444266,0.053027265,219400000,0.38071007,0.24071564,-3.860032,24212.666216373444
2194500,-0.0026440301,0.3615715,35.03875576723972,4389,9920,464.4,0.9871752336621284,0.041962028,219450000,0.30870998,0.26546085,-3.8658106,24218.142340183258
2195000,0.0020704353,0.12189043,36.14263102644483,4390,9913,468.48,0.989613551646471,0.049025644,219500000,0.48459798,0.17123894,-3.8408968,24223.69064593315
2195500,-0.0014395352,0.13438238,37.78865545322418,4391,9899,469.56,0.9860570672899485,0.051834755,219550000,0.396684,0.22789206,-3.8494346,24229.193138360977
2196000,-0.0029439128,0.10263426,35.07104253702857,4392,9922,460.81,0.9858592441305518,0.039936963,219600000,0.29596803,0.29442695,-3.8701649,24234.826486349106
2196500,-0.00035687964,0.105528936,36.418450776958636,4393,9939,452.74,0.9925797334872186,0.036035143,219650000,0.34726793,0.17075177,-3.875037,24240.4398560524
2197000,0.00090247387,0.12449312,35.247996289146556,4394,9924,455.54,0.9907556595280766,0.03634386,219700000,0.40161392,0.20502989,-3.8783092,24246.022847175598
2197500,0.0013261741,0.08394785,38.50608644842188,4395,9940,469.83,0.9946174365468323,0.053462297,219750000,0.41977993,0.08257855,-3.8730958,24251.587735176086
2198000,-0.004620198,0.7639157,36.771457701583714,4396,9899,468.52,0.9661295562982559,0.04618009,219800000,0.27928594,0.72795486,-3.847773,24257.030794858932
2198500,0.0036633878,0.6192817,36.243204263761,4397,9974,465.02,0.9877027599141002,0.045744278,219850000,0.33538,0.23385334,-3.8538048,24262.636682987213
2199000,0.0008284542,0.098517,37.8902207014064,4398,9977,476.35,0.9909188551828265,0.0571359,219900000,0.33165208,0.12760511,-3.8620348,24268.151584148407
2199500,-8.0731304e-05,0.13001584,37.330984290375454,4399,9943,477.51,0.9907926227897406,0.05741419,219950000,0.35737205,0.1237338,-3.8428538,24273.66006875038
2200000,-0.0013008018,0.09540299,36.35802680592154,4400,9911,465.63,0.9900197889655828,0.04590367,220000000,0.35065383,0.18356602,-3.822946,24279.106677532196
2200500,-0.00028243472,0.14098796,34.842524080804324,4401,9950,463.63,0.987420130521059,0.040707324,220050000,0.41843796,0.26905575,-3.8477795,24284.57385611534
2201000,0.00062404596,0.1215221,36.90011760644625,4402,9961,463.16,0.9866325752809644,0.045158144,220100000,0.40793198,0.26890287,-3.8907244,24290.149344205856
2201500,-7.77873e-05,0.17421204,37.527322451834806,4403,9892,461.93,0.98902771435678,0.04689197,220150000,0.36144814,0.21154855,-3.9107382,24295.726083040237
2202000,0.0015576634,0.13158226,34.52370151805369,4404,9896,454.8,0.9895085087046027,0.033771854,220200000,0.4677721,0.25006422,-3.9242673,24301.252125024796
2202500,-0.0022184239,0.17301273,37.80266714291954,4405,9958,467.77,0.9839040152728558,0.050756924,220250000,0.36614394,0.28203848,-3.9464707,24306.83729672432
2203000,-0.0017475977,0.1641772,35.483684082812346,4406,9950,456.01,0.9816523753106594,0.03661283,220300000,0.42176396,0.43090713,-3.9309464,24312.29098391533
2203500,-0.0012887998,0.16021158,37.38745344597861,4407,9897,467.75,0.9901751941069961,0.047879864,220350000,0.3612419,0.19080694,-3.9632943,24317.81033396721
2204000,0.00011074237,0.106258124,35.692652068867716,4408,9866,461.91,0.989665387198329,0.041009147,220400000,0.43633792,0.20988055,-3.947208,24323.355902433395
2204500,0.0010258642,0.25290853,37.70517558505123,4409,9916,473.85,0.9858648786321282,0.05473872,220450000,0.48298398,0.20724466,-3.9209125,24329.023713111877
2205000,-0.0013294467,0.07061372,35.62809541957524,4410,9909,470.79,0.9879922922700644,0.048800454,220500000,0.409402,0.20456217,-3.896118,24334.62224650383
2205500,-0.0005384312,0.18660957,35.30014011829085,4411,9941,459.91,0.9865423431620002,0.038742736,220550000,0.399988,0.30036685,-3.8924026,24340.228592157364
2206000,0.00077393965,0.20486599,36.29890964879643,4412,9881,462.91,0.9875841690227389,0.04372127,220600000,0.412414,0.25411835,-3.9337387,24345.505385398865
2206500,0.004038004,0.16109338,37.211342284165546,4413,9909,466.21,0.9935465110465884,0.04828416,220650000,0.40462995,0.106952816,-3.9108062,24351.107647180557
2207000,0.0033556528,0.107149266,37.20281466664688,4414,9929,468.07,0.9942140183411539,0.048869137,220700000,0.39634606,0.09451957,-3.9206576,24356.73963546753
2207500,-0.0013739556,0.14006327,34.35329015174191,4415,9903,461.9,0.9908634750172496,0.03764981,220750000,0.35914403,0.20091134,-3.9484005,24362.35192465782
2208000,-2.6573483e-05,0.24945268,37.92052144467317,4416,9905,468.15,0.9940401851199567,0.05076166,220800000,0.40369004,0.101052426,-3.9593818,24367.894775390625
2208500,0.006253226,0.20876034,37.614730490414644,4417,9897,476.16,0.9927850221283734,0.056382608,220850000,0.37227604,0.096740425,-3.9530916,24373.434257030487
2209000,-0.0023936778,0.1468902,36.055069910205475,4418,9903,459.91,0.9907995900139213,0.04081771,220900000,0.30323794,0.18748759,-3.9437506,24378.964379310608
2209500,-0.0029935208,0.09964785,36.6168586207028,4419,9976,460.39,0.9899009810760617,0.04205047,220950000,0.357154,0.20261037,-3.9518454,24384.599648952484
2210000,-0.0021117784,0.081835754,37.10841210086582,4420,9961,469.33,0.9898608839139342,0.050824855,221000000,0.37700403,0.15825044,-3.9463243,24390.209636449814
2210500,0.0031733313,0.1181462,37.88977375728682,4421,9957,474.46,0.9931693812832236,0.056866035,221050000,0.404654,0.08715671,-3.9445865,24395.627858877182
2211000,0.0007765391,0.09153728,37.996445529707174,4422,9943,468.05,0.9951060521416366,0.05065547,221100000,0.406568,0.08033501,-3.926665,24401.202097415924
2211500,0.0011142903,0.1611615,35.19641579242694,4423,9942,459.27,0.9874781286343932,0.03791341,221150000,0.326752,0.28210735,-3.9259534,24406.825049877167
2212000,0.0017183822,0.11145046,35.15082449835468,4424,9940,470.13,0.9906940953806043,0.048072867,221200000,0.43319392,0.15163288,-3.9180346,24412.32175731659
2212500,0.0008232042,0.079917744,37.58738011527148,4425,9924,472.44,0.9945154343731701,0.053837236,221250000,0.39603207,0.07690965,-3.9330826,24417.948051452637
2213000,-0.0030435843,0.22173832,36.04619174977657,4426,9895,468.63,0.990973255597055,0.047555763,221300000,0.322652,0.15629841,-3.9514596,24423.40856719017
2213500,0.003621465,0.11134181,37.584928882852495,4427,9929,467.96,0.9926597713492811,0.04923625,221350000,0.37556803,0.124890976,-3.974599,24428.948447227478
2214000,-0.00023193393,0.08316021,37.34259967140855,4428,9957,471.75,0.9954650327563286,0.05325526,221400000,0.45841008,0.06253026,-3.9635537,24434.37022137642
2214500,0.0017286827,0.09551422,38.16443363685517,4429,9929,465.32,0.9940934679470956,0.049764194,221450000,0.42161998,0.095947444,-3.9589455,24440.010143518448
2215000,0.004183305,0.10837564,35.68583468968114,4430,9933,464.04,0.9922724366188049,0.042928644,221500000,0.48669606,0.15227884,-3.9672074,24445.581373929977
2215500,-9.779522e-05,0.15354657,36.575958308636345,4431,9913,472.59,0.9922285247594118,0.05200082,221550000,0.36486,0.11648703,-3.950015,24451.22345519066
2216000,0.0024307477,0.10345943,35.65497270313317,4432,9880,454.14,0.9944029897451401,0.036775507,221600000,0.36286205,0.117939755,-3.9273489,24456.590388059616
2216500,-0.0027509695,0.17698313,35.066291653016776,4433,9900,459.86,0.9935884815640748,0.03964986,221650000,0.28162396,0.13116145,-3.9020743,24462.176992177963
2217000,0.00011168765,0.19882263,36.877598806215886,4434,9930,465.17,0.9917731061577797,0.047109917,221700000,0.33986795,0.14429986,-3.882744,24467.707444667816
2217500,-0.0012727204,0.27146906,35.78141620394404,4435,9879,462.01,0.9842701964080334,0.04249988,221750000,0.306066,0.32072023,-3.8901987,24473.278155088425
2218000,0.00095826166,0.10140124,37.285384250856474,4436,9893,466.97,0.9947056728415191,0.04935579,221800000,0.41941205,0.0858099,-3.8983734,24478.88248181343
2218500,-0.00032671247,0.09450079,37.96238033229535,4437,9932,469.43,0.9907744852825999,0.052560933,221850000,0.43053412,0.13952771,-3.8739417,24484.532621622086
2219000,0.0036196646,0.151547,35.840858406912645,4438,9932,465.14,0.9913318688049912,0.044557687,221900000,0.42447403,0.16112618,-3.8481092,24490.178272485733
2219500,-0.0013441683,0.07522864,36.55851290135719,4439,9901,464.63,0.9916964638978243,0.045074183,221950000,0.32744998,0.15400213,-3.821947,24495.764538049698
2220000,0.002662084,0.1156369,37.45641872925569,4440,9892,475.26,0.9901619730517268,0.05599702,222000000,0.39885607,0.13323417,-3.821105,24501.204843997955
2220500,-0.0009477819,0.08610501,36.900628229314364,4441,9927,465.4,0.9942039591260254,0.047678392,222050000,0.38675597,0.09623595,-3.7991874,24506.686983823776
2221000,-0.0038595267,0.15824634,36.62914364972363,4442,9917,469.03,0.9836134258657694,0.049997687,222100000,0.30776998,0.27692914,-3.7775366,24512.21156668663
2221500,-0.00078164384,0.10806272,37.19920398309122,4443,9916,461.27,0.9928749976679683,0.04474748,222150000,0.27333406,0.13453509,-3.7453055,24517.762841701508
2222000,-0.00019142385,0.114269964,33.06247652336797,4444,9947,462.9,0.9894815152511001,0.03705404,222200000,0.33241996,0.22841945,-3.7289572,24523.323440551758
2222500,0.00087885,0.15053788,34.839132185363,4445,9922,458.35,0.9916220474988222,0.037564944,222250000,0.30041802,0.18523183,-3.7372053,24528.85184788704
2223000,0.0023595328,0.048885852,38.35009884262399,4446,9923,469.82,0.993204141035676,0.054853354,222300000,0.32786998,0.097073786,-3.7017605,24534.512623548508
2223500,-0.0015188913,0.0918172,36.276464080981334,4447,9916,466.47,0.990267769433558,0.0475857,222350000,0.31673002,0.16818178,-3.6874564,24540.13366293907
2224000,-0.002186984,0.06918508,36.368985472859805,4448,9901,465.04,0.9924730523489416,0.046143275,222400000,0.32931802,0.13378614,-3.676564,24545.742247343063
2224500,-0.002326746,0.10449046,37.55377935276405,4449,9943,470.07,0.9909744970500469,0.052187342,222450000,0.43891203,0.13513634,-3.6641853,24551.244590759277
2225000,-0.004287123,0.19222218,36.486345592137,4450,9885,460.45,0.9877278925850987,0.04099832,222500000,0.307056,0.2581324,-3.679581,24556.6906812191
2225500,0.002755854,0.12710853,36.06820609997379,4451,9936,466.83,0.9910358656197786,0.04712019,222550000,0.40780813,0.1556489,-3.6644192,24562.313091516495
2226000,-0.0012252593,0.076735735,35.03749384694922,4452,9942,467.41,0.9895259896293283,0.044500172,222600000,0.391016,0.18432808,-3.65832,24567.746614217758
2226500,0.00017007222,0.085648865,38.27987471549257,4453,9891,475.78,0.9932817569933832,0.05803138,222650000,0.4303319,0.09090035,-3.6794534,24573.23749923706
2227000,-0.0003337609,0.08365862,37.18706109083039,4454,9887,467.6,0.9933893955312669,0.049135387,222700000,0.29926407,0.113399565,-3.6967607,24578.520960092545
2227500,-0.002800119,0.07809577,36.14510980417368,4455,9903,460.09,0.9933643769472837,0.041464318,222750000,0.27318197,0.13036461,-3.7085168,24584.074619054794
2228000,-0.0010870342,0.07836758,36.993986021507055,4456,9919,464.55,0.9955263119190931,0.04669477,222800000,0.35031602,0.07427966,-3.7006009,24589.71061706543
2228500,-0.00052223325,0.094842635,37.26579478543757,4457,9883,470.09,0.9905023677274585,0.05140018,222850000,0.375082,0.15493226,-3.6700952,24595.244216442108
2229000,0.00028824538,0.07051625,37.196316455640066,4458,9910,467.2,0.9957477464340627,0.049286503,222900000,0.4079381,0.06887515,-3.6366477,24600.819986581802
2229500,-0.0007450495,0.07866764,37.46348973206652,4459,9902,462.06,0.9922457165084779,0.045988485,222950000,0.35459995,0.14162673,-3.6342525,24606.41751885414
2230000,0.00056056806,0.09980792,36.6604693598488,4460,9930,466.72,0.9912045001983643,0.04718416,223000000,0.370036,0.15378588,-3.660555,24612.08621406555
2230500,-8.778662e-06,0.08299657,38.72878900088082,4461,9877,471.6,0.9949582666158676,0.055244267,223050000,0.469246,0.07141017,-3.6649506,24617.723512411118
2231000,-0.00011808801,0.09201012,36.52110678416651,4462,9935,466.14,0.9939693543128669,0.047158547,223100000,0.42680007,0.102466285,-3.6617095,24623.229258298874
2231500,-0.0040309737,0.09875799,36.74034671037012,4463,9949,463.49,0.9875256838276982,0.04483446,223150000,0.294496,0.24104194,-3.6843963,24628.68061351776
2232000,3.0784133e-05,0.30361167,36.22289600929303,4464,9936,463.54,0.9868123717606068,0.04224659,223200000,0.33671197,0.28066054,-3.7000873,24633.935173749924
2232500,-0.0027308152,1.1978737,35.40805855296119,4465,9920,461.24,0.9835638087242842,0.039901327,223250000,0.26449004,0.36375546,-3.6985092,24639.52461719513
2233000,0.0014242682,0.24247031,35.271245512368665,4466,9942,461.37,0.9901388986036181,0.03903337,223300000,0.27738798,0.21243107,-3.705055,24645.10990214348
2233500,-0.0017695103,0.1012401,38.4215288106924,4467,9960,474.33,0.9829281289130449,0.05705734,223350000,0.40916798,0.23624073,-3.7198777,24650.709485292435
2234000,-0.00011239874,0.10586493,37.3388458441601,4468,9883,461.26,0.9921154407784343,0.043805998,223400000,0.3863181,0.15097946,-3.7203605,24656.365500211716
2234500,-0.00030478227,0.087754555,35.17523266819188,4469,9942,461.14,0.9915841510519385,0.040588703,223450000,0.31338003,0.16750735,-3.7173212,24661.829258441925
2235000,-0.0037985728,0.075699426,36.17454976461369,4470,9853,464.54,0.9916842430830002,0.04496287,223500000,0.3725319,0.15587807,-3.7165,24667.281211853027
2235500,-0.0027658516,0.17272487,36.29509380738396,4471,9913,461.74,0.9858346143737435,0.041559547,223550000,0.333162,0.30330116,-3.743033,24672.913622140884
2236000,-0.0034066227,0.097811334,37.141698424310164,4472,9922,454.71,0.9898388367146254,0.03902087,223600000,0.317342,0.22108212,-3.7605696,24678.406205177307
2236500,0.00077876763,0.078100905,35.24441963738435,4473,9876,461.99,0.9940462885424495,0.041561753,223650000,0.41370407,0.11183339,-3.7866275,24684.051783561707
2237000,-0.001550715,0.24609299,37.280591773088766,4474,9919,467.05,0.9898040182888508,0.047724053,223700000,0.29994598,0.19447196,-3.7732413,24689.729323863983
2237500,-0.004508067,0.09582033,36.332797743608474,4475,9876,461.78,0.9869000110775232,0.042331986,223750000,0.29356402,0.2652887,-3.783672,24695.204167842865
2238000,0.0035167858,0.17393212,37.93657434724601,4476,9917,476.94,0.9954588389955461,0.0581971,223800000,0.42735195,0.057205778,-3.810422,24700.788127183914
2238500,-0.0014453334,0.24703121,36.15943456791353,4477,9896,466.5,0.9886728152632713,0.045249477,223850000,0.277794,0.22567879,-3.8140512,24706.415990114212
2239000,-0.0003097091,0.23040897,37.93089685537902,4478,9930,463.03,0.9937107237055898,0.046826594,223900000,0.326614,0.11595809,-3.820939,24711.915833711624
2239500,-0.0019922885,0.15962994,36.4133613099031,4479,9916,462.84,0.9798347260802984,0.0443031,223950000,0.36656204,0.4234808,-3.8229704,24717.383196115494
2240000,0.0063644564,0.18650836,36.14141917604576,4480,9905,463.91,0.9922802713699639,0.043599516,224000000,0.43330204,0.14288408,-3.8253477,24722.756126880646
2240500,0.0015699358,0.0877524,37.76604416196642,4481,9927,472.15,0.9950627600774169,0.053043835,224050000,0.3710939,0.07544709,-3.7936366,24728.434774637222
2241000,-0.0010919817,0.0686794,38.50772112343273,4482,9935,474.79,0.9952038154006004,0.057261012,224100000,0.38951004,0.061525956,-3.7681558,24733.977211236954
2241500,-0.0006190684,0.32049152,36.57926575988013,4483,9918,465.52,0.983961284160614,0.045607343,224150000,0.3399861,0.31923196,-3.7569482,24739.382853746414
2242000,0.00050274434,0.07779627,38.91142268887552,4484,9879,469.19,0.9949260461144149,0.054190416,224200000,0.41986603,0.073914334,-3.750364,24744.932219982147
2242500,-0.0023454092,0.12746969,34.66317536003942,4485,9947,463.79,0.990374187938869,0.041958038,224250000,0.26301005,0.1978127,-3.7292092,24750.41330933571
2243000,-0.0012528343,0.086410195,36.19909018732144,4486,9908,457.95,0.9956906167790294,0.039626554,224300000,0.30750602,0.085601605,-3.746096,24755.907727241516
2243500,-0.0024940604,0.08688652,35.48796933802163,4487,9934,463.57,0.9937344649806619,0.04341166,224350000,0.35018596,0.12021166,-3.7691538,24761.542742967606
2244000,0.005168747,0.25081468,36.11369300950584,4488,9917,463.64,0.9894068446010351,0.04424831,224400000,0.3560921,0.19310974,-3.7802243,24766.89059996605
2244500,0.043231443,0.58098614,36.083457831721546,4489,9932,461.22,0.9885993422940373,0.0414811,224450000,0.303146,0.22697794,-3.7731473,24772.194012403488
2245000,-0.004562345,0.07062577,38.15064814151288,4490,9945,465.92,0.9958200422115624,0.049513448,224500000,0.268512,0.06950606,-3.7453086,24777.74589729309
2245500,-0.00066396664,0.18919088,37.36061829228522,4491,9824,467.45,0.9865597318857908,0.05128665,224550000,0.359804,0.22392929,-3.7298555,24783.40326142311
2246000,-0.0042266827,0.1649263,36.91720856910917,4492,9961,470.6,0.9868930075317621,0.050870825,224600000,0.28456193,0.21891333,-3.721568,24788.99849796295
2246500,-0.0013869229,0.11112875,34.602948818716555,4493,9984,447.81,0.9888980938121676,0.026824772,224650000,0.28198004,0.303041,-3.7428238,24794.579868793488
2247000,-0.0005532666,0.11552872,36.874109178462206,4494,9924,466.89,0.992923270445317,0.047661666,224700000,0.36632,0.12404816,-3.7475398,24800.101427316666
2247500,0.003553396,0.10262568,38.011828693941055,4495,9873,465.17,0.9902973547577858,0.049827423,224750000,0.49091807,0.16265269,-3.7335653,24805.404814004898
2248000,-0.001450675,0.082179554,37.17036755289995,4496,9876,463.31,0.9907032744958997,0.046085346,224800000,0.410096,0.17125933,-3.723583,24810.916434049606
2248500,-0.00069175556,0.08515188,36.65815266346056,4497,9930,473.6,0.9835746772587299,0.053359997,224850000,0.39869407,0.24533771,-3.705416,24816.603076696396
2249000,-0.00031654097,0.08757275,37.49246693927462,4498,9941,464.74,0.9913511089980602,0.0477344,224900000,0.370406,0.15616928,-3.7128959,24822.138533353806
2249500,-0.0024289517,0.1303116,36.78076307252335,4499,9907,468.17,0.9835396278649569,0.049687453,224950000,0.38253006,0.29026684,-3.7103758,24827.5110309124
2250000,-0.0012613257,0.13641302,37.448535211980754,4500,9933,469.26,0.9750119168311357,0.051414702,225000000,0.40321606,0.42916375,-3.7100294,24833.120542287827
2250500,0.0023800319,0.06586934,36.89397351481562,4501,9921,467.96,0.99228619877249,0.049173966,225050000,0.39426005,0.13228306,-3.711747,24838.622185230255
2251000,0.00054019806,0.19225222,38.88786041854611,4502,9957,464.34,0.9890258489176631,0.048989862,225100000,0.298218,0.21172053,-3.6881628,24844.184827804565
2251500,-0.001420564,0.18561614,39.08194674329667,4503,9921,472.84,0.9868503184989095,0.05641454,225150000,0.4155079,0.20230572,-3.7106054,24849.682131767273
2252000,-0.0010634006,0.17444155,38.9525717072507,4504,9924,463.8,0.9924362008459866,0.049825918,225200000,0.336898,0.13083439,-3.7446923,24855.228046178818
2252500,-0.0023081629,0.11654604,34.77327692918656,4505,9931,455.06,0.9876340720802546,0.03376543,225250000,0.36081585,0.30404958,-3.7564504,24860.73582792282
2253000,-0.00047221556,0.12787223,33.73702028121798,4506,9967,452.16,0.9906197423115373,0.030436413,225300000,0.36765403,0.22439009,-3.7688956,24866.31146478653
2253500,0.00045599186,0.13844928,36.104667259934104,4507,9963,467.59,0.9888616884127259,0.047011115,225350000,0.4066,0.20329978,-3.7371716,24871.90727210045
2254000,-0.004103546,0.21161313,37.36188370194229,4508,9966,462.01,0.9887637626379728,0.04470115,225400000,0.35636604,0.227934,-3.7307708,24877.39849615097
2254500,0.003964729,0.047833763,37.140721048786546,4509,9964,473.17,0.9934939434751868,0.053170625,225450000,0.26256794,0.09748979,-3.7360864,24883.03175663948
2255000,0.0010960611,0.07240218,37.24899012546398,4510,9964,467.84,0.9944998570717871,0.04990188,225500000,0.397448,0.08956644,-3.7252798,24888.445180654526
2255500,-0.0004975392,0.081368625,35.22101027370074,4511,9945,454.38,0.9940098943188787,0.0353156,225550000,0.39874005,0.12994045,-3.7150064,24893.926117181778
2256000,-0.00017428325,0.12753138,34.834668900112916,4512,9951,460.99,0.9904115265235305,0.03922809,225600000,0.333352,0.19976078,-3.7008855,24899.45396208763
2256500,-0.0014485089,0.10154877,34.43309192319713,4513,9932,451.61,0.9919883040711284,0.031740915,225650000,0.43010598,0.18900247,-3.6864944,24905.060492753983
2257000,0.0007997597,0.07258197,38.30196693060942,4514,9960,471.12,0.9951585968956351,0.054540776,225700000,0.40638402,0.06891833,-3.6712186,24910.42170882225
2257500,0.0007645677,0.16542256,36.38637960948443,4515,9921,463.96,0.9871133174747229,0.045305833,225750000,0.49461192,0.24385686,-3.6185465,24915.75882458687
2258000,-0.0044387085,0.09659482,34.249554530779676,4516,9935,455.86,0.9886566484346986,0.034541424,225800000,0.37727204,0.2677495,-3.6157715,24921.396455287933
2258500,-0.0021735213,0.10891288,36.85331224387594,4517,9942,466.8,0.9757301826030016,0.04737974,225850000,0.43844593,0.45249993,-3.6405222,24926.975442647934
2259000,-0.0039412603,0.5127296,38.32024073556407,4518,9918,471.47,0.9833912532776594,0.05300611,225900000,0.32449195,0.28984645,-3.6579916,24932.60557293892
2259500,-0.00059734134,0.07633208,36.63835475689077,4519,9901,461.12,0.9923314256593585,0.043604538,225950000,0.37739608,0.14741017,-3.6758707,24938.11841225624
2260000,0.0045747138,0.3335868,36.021989309080546,4520,9883,453.43,0.981150085106492,0.03675217,226000000,0.5251979,0.43931252,-3.6632483,24943.542207956314
2260500,-0.003300135,0.08991826,36.56701381881619,4521,9915,470.11,0.9871949320659041,0.049751326,226050000,0.32779598,0.22267526,-3.6821408,24949.186386346817
2261000,0.002846718,0.16518143,34.85904185831403,4522,9903,460.06,0.9866711674258113,0.039772786,226100000,0.4810779,0.27774298,-3.6680574,24954.781806707382
2261500,0.0017175016,0.11696148,36.36728094439061,4523,9908,460.32,0.9884112142026424,0.04332835,226150000,0.474056,0.22952847,-3.6478574,24960.421633958817
2262000,-0.004461008,0.06956262,38.67140762724048,4524,9898,468.94,0.98858960904181,0.053413793,226200000,0.31132796,0.18741363,-3.6426842,24965.994034528732
2262500,-0.0042895777,0.2009844,36.42671735089466,4525,9897,459.23,0.9845684785395861,0.039310567,226250000,0.28745207,0.3634152,-3.6753652,24971.42190003395
2263000,-0.0036884788,0.19603567,38.6374426068735,4526,9920,472.96,0.9826932605355978,0.056710057,226300000,0.35845998,0.26651278,-3.7127912,24977.03157186508
2263500,-0.00055017526,0.09401116,37.51553801971448,4527,9854,471.76,0.984516829252243,0.054622885,226350000,0.4531159,0.23767215,-3.710026,24982.640417099
2264000,-0.001575989,0.24350223,35.06469549694644,4528,9922,458.85,0.9805330168455839,0.038507413,226400000,0.369906,0.4248638,-3.6909451,24988.27407002449
2264500,-0.0016227164,1.1506299,34.25930413047158,4529,9955,456.91,0.9577639438211918,0.031851634,226450000,0.32233402,1.203856,-3.6837173,24993.90828514099
2265000,0.00011457971,0.063134775,37.19654474890609,4530,9938,471.43,0.9926576344296336,0.052622143,226500000,0.34846595,0.11604293,-3.7270343,24999.269135713577
2265500,0.0007850963,0.3590973,35.29659158995755,4531,9917,460.25,0.9877683874219656,0.040081356,226550000,0.35845006,0.2630687,-3.7542648,25004.76906967163
2266000,-0.0012673544,0.10101008,36.707018118683955,4532,9835,468.1,0.9932818925008178,0.04893456,226600000,0.324708,0.1127563,-3.7795277,25010.03109383583
2266500,-0.0009712206,0.1965572,35.642523771219324,4533,9884,454.61,0.9865873754024506,0.03655344,226650000,0.32510796,0.3115206,-3.7967434,25015.714032888412
2267000,0.0015825753,0.17844252,37.5377272112443,4534,9936,470.61,0.9899764945730567,0.052629564,226700000,0.45538387,0.1547873,-3.7935846,25021.404082536697
2267500,-0.0009003712,0.2825862,36.32633581497934,4535,9910,462.9,0.9897122252732515,0.04212194,226750000,0.382428,0.20607531,-3.7959378,25026.970706939697
2268000,0.00029796292,0.0847581,33.159023124579214,4536,9901,454.45,0.9916485855355859,0.031198723,226800000,0.36371598,0.196557,-3.8127444,25032.385251283646
2268500,0.0010682115,0.09150373,37.32735726854075,4537,9914,471.24,0.9943572976626456,0.052413683,226850000,0.41820204,0.08387937,-3.8071375,25037.933834552765
2269000,-0.0012299445,0.21563978,35.65361205829709,4538,9884,454.95,0.9797548167407513,0.03664844,226900000,0.41100007,0.47320697,-3.801629,25043.46542739868
2269500,-0.0005539256,0.0972367,34.24726586268662,4539,9909,465.73,0.9858966656029224,0.041366857,226950000,0.40058792,0.29695264,-3.7671196,25048.996992111206
2270000,0.0034619314,0.20118059,37.236302310044124,4540,9891,466.99,0.9864552887156606,0.04966266,227000000,0.48021004,0.23370448,-3.7356234,25054.59651041031
2270500,0.0001809692,0.18219684,38.58671086194614,4541,9865,464.84,0.991417283192277,0.050030783,227050000,0.30185002,0.15405257,-3.7203052,25060.078255176544
2271000,-0.005837049,0.14205605,37.85025958249214,4542,9914,461.77,0.9910633182153106,0.044791978,227100000,0.24382399,0.17880939,-3.7247486,25065.74017047882
2271500,-0.0010970772,0.082716666,36.833642648432885,4543,9907,464.87,0.9850607272237539,0.047919758,227150000,0.42659006,0.27013314,-3.7339394,25071.27347970009
2272000,0.00014667244,0.12631078,35.42442939376155,4544,9871,461.07,0.9911783412098885,0.041063916,227200000,0.34954202,0.1804554,-3.7265537,25076.80754685402
2272500,-0.0026425808,1.0274719,34.13156273071823,4545,9888,446.04,0.9853190872818232,0.02312933,227250000,0.27198794,0.43238533,-3.7375839,25082.44384241104
2273000,0.0012280032,0.14050718,35.20471546781893,4546,9938,457.74,0.9867859482765198,0.038084485,227300000,0.43963394,0.28010434,-3.7497802,25088.03170442581
2273500,-0.004155513,0.2089066,37.281485702834324,4547,9905,458.79,0.9916675705462694,0.04294872,227350000,0.372482,0.16910398,-3.7670422,25093.47511100769
2274000,0.008139131,3.1083977,36.345697056322386,4548,9886,465.2,0.9765220023691654,0.043188743,227400000,0.322138,0.5207587,-3.7860398,25099.074683904648
2274500,-0.0018326865,0.08497892,35.895683401509416,4549,9916,463.66,0.9869222976267338,0.043590106,227450000,0.42119804,0.25198507,-3.7816198,25104.70937013626
