serial_timesteps,policy_loss,approxkl,ep_reward_mean,n_updates,fps,ep_len_mean,explained_variance,true_reward,total_timesteps,clipfrac,value_loss,policy_entropy,time_elapsed
258000,-0.0035692987,0.035587154,37.74593762511156,516,9916,470.3,0.9929806184954941,0.05319527,25800000,0.35379794,0.110166214,-0.52120596,2847.8528413772583
258500,-0.0041918037,0.036425978,37.607811504220116,517,9935,462.53,0.9845735970884562,0.04584532,25850000,0.23681797,0.2945212,-0.5236321,2853.156197786331
259000,-0.0024340067,0.04833501,36.36673532000089,518,9922,467.77,0.9874823847785592,0.04653827,25900000,0.38196614,0.22649935,-0.55360186,2858.727407693863
259500,-0.0020160503,0.040992692,36.25500951760219,519,9942,463.83,0.9895391259342432,0.044653744,25950000,0.37445796,0.19416215,-0.56609184,2864.0782432556152
260000,-0.0067501087,0.034436837,36.722526456463896,520,9899,464.26,0.9876985820010304,0.045917094,26000000,0.23325595,0.23489441,-0.57172805,2869.5821628570557
260500,-0.0040191305,0.03236235,37.08235047712756,521,9908,470.03,0.988781332038343,0.0517154,26050000,0.31818795,0.17617013,-0.5981614,2875.171818971634
261000,-0.0035184508,0.08405314,38.12578341489838,522,9928,460.01,0.985957651399076,0.045118146,26100000,0.26445404,0.27727056,-0.62533015,2880.8382811546326
261500,-0.0018248528,0.038921446,35.85106422266632,523,9914,451.68,0.9923399547114968,0.03334291,26150000,0.28634596,0.18129118,-0.64257,2886.3520300388336
262000,-0.0030916969,0.029746544,37.575528611412864,524,9905,471.11,0.9959143646992743,0.05368938,26200000,0.31207597,0.05868714,-0.6459642,2891.6974046230316
262500,-0.0015629912,0.038560443,36.079771989506064,525,9929,461.66,0.9888175092637539,0.04284269,26250000,0.293584,0.21758984,-0.67742366,2897.2012820243835
263000,-0.0074263625,0.04124374,35.023736104249636,526,9930,453.9,0.9859486585482955,0.034437094,26300000,0.20425397,0.3447934,-0.71501136,2902.7024760246277
263500,-0.0064554214,0.025645562,39.49530921238944,527,9913,469.25,0.9891664292663336,0.055309515,26350000,0.20958996,0.16408509,-0.71904355,2908.273383617401
264000,-0.0049753767,0.076121,35.51705038856149,528,9951,453.74,0.9806620664894581,0.03458797,26400000,0.20319994,0.46324462,-0.7332849,2913.8589613437653
264500,-0.0048911185,0.031180508,37.22357449286042,529,9917,461.91,0.9890524167567492,0.04365323,26450000,0.28817394,0.22056545,-0.7444663,2919.3147909641266
265000,-0.003205381,0.03795062,37.5082715318583,530,9929,462.17,0.9938533259555697,0.04454935,26500000,0.29915604,0.118354596,-0.78559893,2924.8095619678497
265500,-0.0032365844,0.03197076,35.85934839567213,531,9974,459.55,0.9913853015750647,0.040987384,26550000,0.329348,0.17090383,-0.81505793,2930.5000591278076
266000,-0.004685174,0.034900293,37.46715895003453,532,9936,459.49,0.9928407114930451,0.043193374,26600000,0.297062,0.13991334,-0.81083053,2936.112986087799
266500,-0.0037782276,0.039707392,36.75923345224675,533,9924,464.26,0.9902336522936821,0.045864206,26650000,0.33028594,0.17958935,-0.8232842,2941.5852794647217
267000,-0.0008335177,0.04754458,36.893675413049806,534,9907,461.03,0.989942510612309,0.043511577,26700000,0.4135521,0.19849683,-0.8398817,2946.877424955368
267500,-0.0031330774,0.042995084,35.99304155550749,535,9920,453.03,0.9880346469581127,0.035581455,26750000,0.312778,0.27558863,-0.86125535,2952.4175379276276
268000,-0.0014667938,0.038821112,36.762969354917935,536,9944,461.78,0.9892374789342284,0.043925192,26800000,0.35298002,0.20833167,-0.8854892,2957.9582273960114
268500,-0.0014117919,0.039842922,37.10983689368115,537,9877,457.25,0.9914137125015259,0.04089169,26850000,0.35618594,0.17975917,-0.8832085,2963.5016927719116
269000,-0.0052243406,0.058687206,36.48906023114527,538,9940,464.9,0.9858752442523837,0.04533218,26900000,0.3534581,0.27522996,-0.8878367,2969.10022521019
269500,-0.0041072457,0.0687491,37.819710948536624,539,9938,461.17,0.9880782505497336,0.044516847,26950000,0.27577996,0.24085994,-0.9270038,2974.6458745002747
270000,-0.0017384227,0.042284306,36.674724465997,540,9925,469.16,0.9905459443107247,0.049561605,27000000,0.34104002,0.15627448,-0.9303389,2980.1347556114197
270500,-0.0024054155,0.05390753,36.18700347218211,541,9864,459.83,0.9886679071933031,0.04207881,27050000,0.43122405,0.22134434,-0.94857144,2985.5040097236633
271000,-0.001370312,0.03974016,36.84969677535761,542,9894,464.79,0.991526392288506,0.046046305,27100000,0.33416393,0.14802046,-0.97209245,2991.0907125473022
271500,-0.0012842487,0.032874536,34.67390689829245,543,9880,456.04,0.9898792440071702,0.03570491,27150000,0.270168,0.22380665,-0.9695878,2996.7103238105774
272000,-0.004541297,0.048957728,38.17950849901083,544,9896,463.1,0.9902979359030724,0.047586665,27200000,0.30593997,0.17795005,-0.9604972,3002.091647386551
272500,-0.0052005462,0.046499386,38.29831567912815,545,9908,469.42,0.982097202911973,0.052021623,27250000,0.29849002,0.28737223,-0.9678518,3007.636805534363
273000,-0.0025697656,0.037959237,36.508765033163506,546,9904,456.41,0.9874408980831504,0.038109373,27300000,0.24307607,0.27659976,-0.96111304,3013.196766614914
273500,-0.005344408,0.046175294,36.93400246296638,547,9950,454.01,0.9845379889011383,0.038082354,27350000,0.20762199,0.3419833,-0.9510962,3018.7260179519653
274000,-0.0018917774,0.039948,37.36558230611876,548,9916,467.26,0.9916691035032272,0.04875582,27400000,0.37229592,0.1416621,-0.9631677,3024.189881801605
274500,-0.0033227438,0.03385464,36.51968033491699,549,9928,467.53,0.9890421312302351,0.048274774,27450000,0.292,0.18865158,-0.97391874,3029.6581802368164
275000,-0.0032537945,0.034881756,35.74128527666453,550,9883,456.79,0.9896135022863746,0.03971845,27500000,0.29366198,0.2126415,-0.9706159,3035.2445390224457
275500,-0.0016625514,0.042073283,36.184727539997766,551,9901,466.43,0.9912974219769239,0.04637228,27550000,0.33068398,0.15361649,-0.971598,3040.8596062660217
276000,-0.0037987714,0.049929038,36.533087366022656,552,9945,470.68,0.9848122922703624,0.051101405,27600000,0.35742393,0.23650198,-0.9786848,3046.5512857437134
276500,-0.0038476726,0.028593881,36.375123726274545,553,9954,464.39,0.9947071811184287,0.0446811,27650000,0.30773994,0.09369117,-0.9922161,3052.0458879470825
277000,-0.0012920616,0.04399014,37.77516249383578,554,9919,466.86,0.9958595368079841,0.049782455,27700000,0.38775802,0.0670897,-0.981867,3057.502105474472
277500,-0.0012244195,0.048542675,38.00162258046961,555,9944,461.75,0.9922300153411925,0.046478957,27750000,0.374408,0.1420994,-0.95657206,3062.941885948181
278000,-0.0045876433,0.056121565,34.729534458967535,556,9919,458.0,0.9847211940214038,0.03618766,27800000,0.31260192,0.33081913,-0.96086866,3068.3500561714172
278500,-0.0018809624,0.045297977,36.28623964516773,557,9966,463.42,0.9913130300119519,0.043949824,27850000,0.339524,0.16434886,-0.9856916,3073.9306671619415
279000,-0.0031967054,0.0334046,38.233146575470855,558,9958,471.44,0.9914584532380104,0.05427737,27900000,0.30712602,0.1276356,-0.97668374,3079.50080370903
279500,-0.0027489907,0.03544424,36.88266908619833,559,9918,467.3,0.9903109455481172,0.0484046,27950000,0.31215602,0.16246124,-0.9649988,3084.931505918503
280000,-0.0035461686,0.041574664,37.3661552001931,560,9938,463.17,0.9936868124641478,0.04633045,28000000,0.37463394,0.11322462,-0.981455,3090.541538476944
280500,-0.00071736355,0.030350711,35.084437847770275,561,9935,458.03,0.9954400919377804,0.03778332,28050000,0.3062779,0.09024767,-0.9994292,3096.1223464012146
281000,-0.0044965907,0.07046099,34.43087750733652,562,9923,459.88,0.9812470935285091,0.03759372,28100000,0.36700588,0.4004845,-1.0352805,3101.7597942352295
281500,-0.002269584,0.040624283,37.043851750486084,563,9868,467.36,0.9900568518787622,0.04926071,28150000,0.345286,0.16758509,-1.081976,3107.2884271144867
282000,0.0023440507,0.04455975,38.6263959508389,564,9876,466.86,0.9934803703799844,0.05147204,28200000,0.36771202,0.10541311,-1.0794339,3112.7585351467133
282500,-0.0030366236,0.033071358,36.166532806146314,565,9870,462.56,0.9955369532108307,0.043008573,28250000,0.31249598,0.08359745,-1.0649937,3118.103506088257
283000,-0.003051534,0.051188067,36.87050252494173,566,9902,469.87,0.9896799931302667,0.04955998,28300000,0.26464802,0.17481333,-1.0425249,3123.782553911209
283500,-0.0015847757,0.040270023,34.990005753629916,567,9892,464.81,0.9937813780270517,0.042288844,28350000,0.358716,0.11583624,-1.0370761,3129.430008172989
284000,-0.0037362122,0.057802245,36.15630886461633,568,9907,469.36,0.9895917484536767,0.048700035,28400000,0.38770798,0.18181697,-1.0453424,3134.9657373428345
284500,-0.0010507478,0.030447839,35.602794921909755,569,9908,458.24,0.9949193121865392,0.039671052,28450000,0.27526402,0.1028867,-1.034379,3140.474854707718
285000,-0.0004241395,0.03615773,35.73244269643279,570,9920,455.97,0.9941118862479925,0.037904087,28500000,0.31659597,0.12198635,-1.0352035,3146.0265057086945
285500,-0.0021036612,0.031092701,37.26363003046123,571,9948,466.9,0.9940918777137995,0.049105708,28550000,0.311396,0.0986774,-1.0368272,3151.532473564148
286000,-0.004288859,0.035158493,36.06833356202355,572,9955,458.4,0.992974566295743,0.03930025,28600000,0.305676,0.14585076,-1.0402043,3157.073012828827
286500,-0.0026673034,0.030170117,36.60618249866246,573,9930,470.6,0.9963459242135286,0.0502701,28650000,0.31842595,0.055434752,-1.0523845,3162.517294406891
287000,0.0010513408,0.044714656,36.47267544523388,574,9937,476.12,0.9940356556326151,0.054155756,28700000,0.40423203,0.079487704,-1.0505519,3168.121382713318
287500,-0.0007148606,0.031094374,36.76995059463967,575,9945,465.98,0.995253196451813,0.047798604,28750000,0.31711403,0.07810842,-1.0556178,3173.660032749176
288000,-0.0018458328,0.04329997,37.16534155208066,576,9927,468.58,0.9948575259186327,0.049772017,28800000,0.370098,0.081491664,-1.0171512,3179.1720440387726
288500,-0.0011998381,0.0424441,36.308086732188364,577,9878,463.95,0.9921227535232902,0.045235362,28850000,0.38358998,0.14416195,-1.0028424,3184.4483439922333
289000,-0.0020583614,0.032452773,37.61300227122507,578,9896,470.47,0.9960361584089696,0.053133395,28900000,0.31839398,0.057053905,-0.98213196,3189.9640152454376
289500,-0.0027414397,0.032532327,36.63237007920393,579,9899,464.72,0.9942501443438232,0.04650318,28950000,0.32566205,0.10050878,-0.9780834,3195.2295677661896
290000,-0.0016380951,0.03592305,38.2239206594005,580,9872,465.87,0.9959019483067095,0.0500281,29000000,0.32526204,0.0660943,-0.9843437,3200.8965606689453
290500,-0.001025529,0.050094828,37.17420383465738,581,9904,466.94,0.9917558059096336,0.0488598,29050000,0.391886,0.14588384,-0.9815522,3206.538819551468
291000,-0.0019949998,0.03759315,38.01974556686098,582,9906,471.79,0.9965576671529561,0.05460293,29100000,0.3556221,0.0470344,-0.9918799,3211.889622926712
291500,-0.0025505093,0.036182057,37.604893148141294,583,9904,476.39,0.9949708813801408,0.057466105,29150000,0.347952,0.06275727,-1.0049891,3217.4355828762054
292000,-0.004016998,0.045306098,34.60183521617366,584,9883,464.58,0.9922719215974212,0.042351834,29200000,0.33423993,0.14929396,-1.0259843,3222.9157123565674
292500,-0.0020513693,0.0754834,35.89655184311829,585,9893,462.92,0.9922064975835383,0.044781707,29250000,0.31258,0.14244023,-1.022671,3228.4951798915863
293000,-0.00039439325,0.04821491,37.127056350367546,586,9919,465.13,0.9921554010361433,0.04780992,29300000,0.4119981,0.13286136,-1.0309623,3234.14643406868
293500,-0.002692275,0.04859246,38.02227230506549,587,9937,469.81,0.9950691959820688,0.052973326,29350000,0.34795192,0.07238067,-1.0486306,3239.6164848804474
294000,1.9841138e-05,0.04236697,38.501288268946894,588,9908,469.97,0.9962255875580013,0.054358155,29400000,0.3607561,0.052961156,-1.0420724,3245.3058178424835
294500,-0.0033967108,0.029667009,35.84969749115418,589,9962,461.28,0.9938461030833423,0.04119168,29450000,0.27578405,0.12077631,-1.021323,3250.79785823822
295000,-0.002760267,0.028927948,37.65971981527725,590,9939,465.71,0.9963252709712833,0.049060777,29500000,0.30165997,0.058777265,-1.0252459,3256.2758507728577
295500,-0.003913714,0.03911767,34.87843640778243,591,9909,458.6,0.990181983448565,0.038241897,29550000,0.20187001,0.21039614,-1.0162472,3261.7057650089264
296000,-0.0030306706,0.035858385,38.368771226585956,592,9925,469.28,0.9965705890208483,0.052498482,29600000,0.35639998,0.051436216,-1.03018,3267.177083015442
296500,-0.0028106598,0.034381513,39.599275331054905,593,9918,477.07,0.994512970559299,0.061690502,29650000,0.33677605,0.06562367,-1.072037,3272.8638989925385
297000,-7.2860166e-05,0.04025223,38.48165077036018,594,9981,467.53,0.9956790003925562,0.051637497,29700000,0.354648,0.06781708,-1.0913072,3278.342395544052
297500,-0.0045616087,0.036233794,37.770815967614766,595,9958,470.11,0.9931251313537359,0.05144871,29750000,0.264342,0.113459565,-1.1042897,3283.87238574028
298000,-0.0021186345,0.029360142,37.202855053454435,596,9958,467.86,0.9964317535050213,0.05030653,29800000,0.31512406,0.05400579,-1.1208358,3289.2733237743378
298500,-0.0047459523,0.04630899,37.60334001243734,597,9934,468.59,0.9926561266183853,0.051342122,29850000,0.30455595,0.12095892,-1.1422398,3294.8273763656616
299000,-0.002781723,0.03347152,37.45534201524036,598,9924,473.16,0.9940971010364592,0.054487467,29900000,0.30727,0.085284404,-1.1674594,3300.35133934021
299500,-0.0059736203,0.038299497,35.48136919088903,599,9956,458.08,0.9947767201811075,0.03776552,29950000,0.23897402,0.109999724,-1.1724403,3305.93723320961
300000,0.0010977385,0.031817567,37.394820971582654,600,9907,470.81,0.9940508343279362,0.05220892,30000000,0.314868,0.08773119,-1.1804411,3311.4860622882843
300500,-0.0028958537,0.035949633,36.61691516617768,601,9941,471.02,0.9946166514419019,0.05071602,30050000,0.33535203,0.082662605,-1.1817938,3317.0689227581024
301000,-0.0042293794,0.032977723,36.0946839823045,602,9877,470.12,0.9966569812968373,0.04974631,30100000,0.31329003,0.05126172,-1.2021122,3322.4007048606873
301500,-0.0047446284,0.06159498,36.64262754472441,603,9928,469.29,0.9900844041258097,0.049262613,30150000,0.29572806,0.16792203,-1.2390124,3327.9286394119263
302000,-0.0026665844,0.036716353,35.92894588134801,604,9905,457.73,0.9954707361757755,0.040398724,30200000,0.30733797,0.089203686,-1.2941624,3333.436844110489
302500,-0.003388934,0.04880748,35.97803235488014,605,9937,475.39,0.9906771229580045,0.053228717,30250000,0.311726,0.1426677,-1.3159356,3339.0441546440125
303000,-0.0015658226,0.04780797,37.08563702069116,606,9931,471.68,0.9935124376788735,0.051880836,30300000,0.34301803,0.09925994,-1.3411574,3344.5597534179688
303500,-0.0023387684,0.03571638,37.37709384978561,607,9900,475.16,0.9941264698281884,0.055380303,30350000,0.29795396,0.07938929,-1.3438069,3350.1713688373566
304000,-0.0032706454,0.036944825,36.973575035904425,608,9935,479.44,0.9924437776207924,0.0580807,30400000,0.28382596,0.09157248,-1.3401251,3355.678585767746
304500,-0.0035827816,0.043073777,37.70198590352338,609,9882,475.77,0.9894843166694045,0.056360345,30450000,0.271672,0.14677961,-1.3560067,3361.1845746040344
305000,-0.0051042275,0.046213236,37.231376099854785,610,9911,472.26,0.9931744583882391,0.052556198,30500000,0.291838,0.10470915,-1.3800359,3366.671633005142
305500,-0.0016828056,0.04628064,36.081086489622614,611,9888,469.04,0.9942643130198121,0.04811051,30550000,0.34301403,0.09109208,-1.3852663,3371.984381198883
306000,-0.0039822315,0.04258606,37.54562075982625,612,9902,465.73,0.9909962955862284,0.0479164,30600000,0.289936,0.15852946,-1.3985913,3377.5270080566406
306500,-0.0036064861,0.098177224,39.239159690545655,613,9889,472.07,0.9861750435084105,0.05600127,30650000,0.25275397,0.21383743,-1.439634,3383.189764738083
307000,-0.0035410535,0.04471259,36.76149831265658,614,9864,475.88,0.9876015745103359,0.054305907,30700000,0.34708604,0.18018375,-1.4728819,3388.709743976593
307500,-0.0026949209,0.050080176,36.796800487215,615,9812,477.75,0.9920051852241158,0.055741932,30750000,0.39653802,0.10924417,-1.4696002,3394.3312709331512
308000,-0.0017231815,0.03409992,37.00683683545847,616,9886,472.38,0.9928769338876009,0.052950192,30800000,0.313134,0.105161466,-1.448237,3399.9788274765015
308500,2.8126851e-05,0.040656436,34.57221417910232,617,9887,463.46,0.994640143122524,0.04058289,30850000,0.371558,0.10012099,-1.4582613,3405.637241601944
309000,-0.0039633783,0.030472077,35.298702068840136,618,9932,462.97,0.9947721371427178,0.04178201,30900000,0.28971395,0.09718606,-1.4382181,3411.161214351654
309500,0.0010740187,0.034303572,36.762958595112664,619,9850,468.72,0.9970274078659713,0.0495768,30950000,0.35709393,0.044780474,-1.4356085,3416.7282185554504
310000,-0.0031196254,0.034908313,36.04294705140848,620,9931,462.58,0.9948655553162098,0.042774357,31000000,0.21411598,0.1001604,-1.4232261,3422.391456604004
310500,-0.00016034719,0.044169325,37.333108573273734,621,9943,475.89,0.9950120928697288,0.056683216,31050000,0.36546603,0.06337112,-1.447465,3427.979452610016
311000,-0.0033617609,0.032545436,36.20220326306587,622,9936,467.05,0.9923295420594513,0.046694357,31100000,0.247894,0.13398412,-1.4630632,3433.4256386756897
311500,-0.0033871,0.040355936,36.30449536472124,623,9948,469.09,0.9921774584800005,0.049303945,31150000,0.32214803,0.12442272,-1.4627585,3438.7912652492523
312000,-0.0011982988,0.04616553,37.63646270564774,624,9907,482.6,0.9922368060797453,0.061650883,31200000,0.31998405,0.08604169,-1.4667763,3444.3474662303925
312500,-0.0024018283,0.035557598,37.16075989360439,625,9919,468.46,0.9924029218964279,0.0494167,31250000,0.253092,0.12836748,-1.4750395,3449.8240883350372
313000,-0.0005786723,0.043756943,35.554924439846964,626,9923,473.73,0.9943687077611685,0.050157953,31300000,0.4026379,0.084771134,-1.4772263,3455.3612167835236
313500,0.00031421188,0.044887573,34.69884389049112,627,9912,470.42,0.9950053421780467,0.045525767,31350000,0.42659393,0.083910465,-1.4732065,3460.9659922122955
314000,-0.0018864025,0.046450272,35.80427936681408,628,9884,468.1,0.9945486350916326,0.04716448,31400000,0.37413797,0.09020417,-1.4487289,3466.4952297210693
314500,-0.002824214,0.038892232,37.862378454756865,629,9884,461.91,0.995136593002826,0.045267615,31450000,0.27339,0.08980337,-1.4233664,3472.131771326065
315000,-0.0011994872,0.035145,34.67873094883445,630,9891,472.52,0.9921018974855542,0.047721457,31500000,0.330586,0.13060102,-1.4113632,3477.836617708206
315500,-0.0029679951,0.034941234,38.1978819179677,631,9896,467.91,0.9951632819138467,0.051840123,31550000,0.32961002,0.07570212,-1.4006289,3483.363269805908
316000,-0.00304915,0.027201727,34.33085182650888,632,9894,466.31,0.99586117034778,0.042888623,31600000,0.257568,0.07411303,-1.402155,3488.907012939453
316500,-0.0012853842,0.03491637,35.671315072095766,633,9909,472.4,0.9953776230104268,0.050291803,31650000,0.31836402,0.06941371,-1.399745,3494.3329322338104
317000,-0.0042285854,0.03244611,35.922064870720135,634,9874,473.69,0.9928390854038298,0.05124661,31700000,0.22303808,0.11310479,-1.3858235,3499.712180376053
317500,-0.0040361835,0.035911284,36.61045794474261,635,9918,475.73,0.9901198381558061,0.054050077,31750000,0.25453597,0.14467564,-1.3777353,3505.2821700572968
318000,-0.0012541468,0.03439076,36.282618740355,636,9931,473.92,0.9928550766780972,0.051975936,31800000,0.27521205,0.11181977,-1.3595328,3510.7140028476715
318500,-0.003017189,0.033196174,35.85781167890221,637,9911,468.98,0.995181183796376,0.04782284,31850000,0.31397605,0.0789684,-1.346564,3516.1366560459137
319000,-0.00011832293,0.0487152,34.83962642398614,638,9708,468.76,0.9938462916761637,0.04567975,31900000,0.398404,0.10067078,-1.3210166,3521.659776687622
319500,-0.003068725,0.035078377,36.39943388391928,639,9816,464.43,0.9965682835318148,0.045687232,31950000,0.267172,0.059923172,-1.3241491,3527.0530247688293
320000,-0.0023860491,0.034259647,36.346429431319876,640,9922,469.15,0.9940476813353598,0.04817643,32000000,0.313682,0.10113594,-1.3125606,3532.4381754398346
320500,-0.00045659862,0.036322065,37.392240430019136,641,9878,470.2,0.995333663187921,0.052063286,32050000,0.354666,0.06900613,-1.3227015,3538.062091588974
321000,-0.0025143994,0.041544095,37.85633837706063,642,9919,472.9,0.9962890546303242,0.05414485,32100000,0.31867003,0.050474502,-1.3297385,3543.6983597278595
321500,-0.00204582,0.04592434,37.52139969886288,643,9934,478.83,0.9953592950478196,0.058590587,32150000,0.40909186,0.05464377,-1.3450294,3549.2572495937347
322000,0.0036926395,0.04527607,37.275822932923944,644,9949,467.91,0.9925734354183078,0.04963323,32200000,0.2561519,0.12660436,-1.3646746,3554.8330330848694
322500,0.00019165235,0.044580117,37.088235530658594,645,9903,467.57,0.9962799432687461,0.049544334,32250000,0.36418003,0.06206765,-1.369266,3560.1131212711334
323000,-0.00094501185,0.039537024,37.355686518775855,646,9885,469.08,0.9965280785690993,0.05089286,32300000,0.37188792,0.053375147,-1.3986267,3565.6507914066315
323500,-0.0028012285,0.029147794,36.60396044621532,647,9923,470.99,0.9882945874705911,0.050728805,32350000,0.19985995,0.19520503,-1.3798026,3571.1490454673767
324000,-0.0026508423,0.032759808,34.35567101212915,648,9923,468.85,0.9947691061533988,0.044668306,32400000,0.266776,0.09391343,-1.3802447,3576.649829149246
324500,-0.0034806293,0.029867157,35.708270857015506,649,9870,466.93,0.9934962531551719,0.045442622,32450000,0.26888198,0.11876196,-1.3826772,3582.156794309616
325000,0.00023170613,0.038965147,37.487855975976956,650,9920,468.82,0.9960866654291749,0.050669782,32500000,0.304946,0.060923222,-1.3908718,3587.72429227829
325500,-0.0015879801,0.042081717,34.05862604567189,651,9892,459.39,0.9927644622512162,0.03683569,32550000,0.358578,0.15458095,-1.4129215,3593.3194239139557
326000,0.0010812253,0.05156271,37.08346501015979,652,9891,478.71,0.9948526718653738,0.057944424,32600000,0.35920596,0.0656977,-1.438504,3598.791323900223
326500,-0.0019701845,0.03102123,38.30923405736425,653,9887,464.3,0.9970138533972204,0.048910957,32650000,0.31321403,0.048523612,-1.4577483,3604.326464653015
327000,-0.002000026,0.033059932,37.04778259803554,654,9889,473.84,0.9947635987773538,0.05447251,32700000,0.31853995,0.07480188,-1.4510051,3609.9083008766174
327500,-0.0023519117,0.03175273,37.49703055080377,655,9935,468.51,0.9968496405053884,0.05150313,32750000,0.30811995,0.04706723,-1.4426385,3615.386787891388
328000,-0.0034456116,0.045066692,37.036269469010875,656,9926,466.82,0.9933657674118876,0.047915757,32800000,0.34755594,0.11496955,-1.465709,3620.7097754478455
328500,-0.0022534733,0.06008605,34.2865133194655,657,9912,467.36,0.9918027063831687,0.043370254,32850000,0.251736,0.1558963,-1.4692076,3626.370517730713
329000,-0.0033609068,0.0343742,35.532820887589075,658,9963,468.37,0.9956824569962919,0.04682913,32900000,0.31632602,0.06873989,-1.4671379,3632.007822751999
329500,-0.0027504172,0.03009709,34.86813599297686,659,9918,463.65,0.9969122614711523,0.041746855,32950000,0.302064,0.054781865,-1.4514862,3637.6312823295593
330000,-0.0013237355,0.040807173,36.424404130436194,660,9917,459.4,0.9932186785154045,0.04150175,33000000,0.347802,0.1390695,-1.4598796,3642.9877800941467
330500,0.0003845238,0.044024367,36.872346895887695,661,9915,476.35,0.993528591003269,0.055380363,33050000,0.36890194,0.090407364,-1.453275,3648.5580871105194
331000,-0.0036043406,0.045484133,35.41085971399829,662,9960,468.39,0.9957332881167531,0.046146203,33100000,0.27819,0.07085238,-1.4593958,3654.137315750122
331500,-0.0011798405,0.04463286,37.888358469304016,663,9923,472.08,0.9961104195099324,0.05404809,33150000,0.38411,0.05467273,-1.4675903,3659.7965302467346
332000,-0.0024832534,0.19212411,35.196665823258755,664,9949,462.61,0.9909466989338398,0.040099796,33200000,0.26106405,0.18798251,-1.4770209,3665.3305480480194
332500,-0.0023342366,0.036525324,36.45545821110081,665,9926,477.77,0.9967393651604652,0.055861395,33250000,0.324796,0.041492816,-1.5052527,3670.7487263679504
333000,-0.0023309137,0.03734988,37.19643107656749,666,9926,479.45,0.9937439104542136,0.058366317,33300000,0.33317605,0.07447217,-1.5208462,3676.125027656555
333500,-0.0044190763,0.14172249,35.24631936053568,667,9873,471.26,0.984954971820116,0.047797076,33350000,0.277492,0.25581643,-1.5456375,3681.7082056999207
334000,-0.0038683326,0.30182454,33.65610507456915,668,9887,461.68,0.9637414738535881,0.038476273,33400000,0.3530759,0.8179905,-1.5862281,3687.2659680843353
334500,-0.0015624845,0.039974727,37.146610058710756,669,9880,469.38,0.9961790128145367,0.050897,33450000,0.319336,0.059323497,-1.6101288,3692.7337567806244
335000,-0.0037865855,0.04130958,36.88393160820875,670,9960,465.64,0.9953311961144209,0.047097314,33500000,0.3573221,0.081238374,-1.5890901,3698.3964784145355
335500,-0.0024074286,0.045243196,35.5595118791339,671,9926,467.67,0.9933518837206066,0.04577299,33550000,0.37565005,0.117935695,-1.5760838,3704.0332975387573
336000,-0.0036360791,0.040133663,37.035552786176865,672,9919,469.39,0.9917337717488408,0.049586322,33600000,0.26289403,0.13869196,-1.5810994,3709.418778896332
336500,-0.002621013,0.045083255,38.02540898826699,673,9948,475.32,0.9904083674773574,0.055504162,33650000,0.28160998,0.14329308,-1.5876529,3714.97709941864
337000,-0.002591614,0.039853316,35.35745040329082,674,9888,458.33,0.9953821054659784,0.038248114,33700000,0.32842404,0.09433959,-1.5888199,3720.5897974967957
337500,-0.0040654303,0.069140255,34.851816553506836,675,9880,469.42,0.9874778632074594,0.045118902,33750000,0.35371608,0.22713977,-1.581204,3726.152734041214
338000,-0.0011378224,0.0359435,35.72752715575163,676,9907,467.35,0.9950484079308808,0.045711216,33800000,0.31794006,0.087414816,-1.5632819,3731.780482530594
338500,-0.001682987,0.045693245,35.1310381180566,677,9935,473.62,0.9946532566100359,0.049529336,33850000,0.3620261,0.08243861,-1.574968,3737.388213157654
339000,-0.0024850694,0.2871303,35.92684828125661,678,9897,468.43,0.9915676228702068,0.04663719,33900000,0.27960792,0.15259635,-1.6341677,3742.6526691913605
339500,-0.0041938196,0.03502311,36.23218677930685,679,9917,478.66,0.9906625542789698,0.055970117,33950000,0.31481597,0.11257888,-1.655218,3748.113452196121
340000,-0.0018411682,0.0315132,34.71634328104878,680,9936,458.94,0.9942194675095379,0.037481483,34000000,0.25845203,0.12401257,-1.6418949,3753.520855665207
340500,-0.0020605545,0.040213827,36.46550089462454,681,9931,477.92,0.9930014116689563,0.055579916,34050000,0.34580195,0.09144112,-1.6547189,3759.0508863925934
341000,-0.0024430875,0.045920588,35.33458333739055,682,9917,464.72,0.994010834954679,0.042774834,34100000,0.27366394,0.111240834,-1.6709275,3764.348157644272
341500,-0.003118404,0.059868876,35.51040116457525,683,9937,468.11,0.9908484546467662,0.04524441,34150000,0.3437939,0.163611,-1.6990113,3769.7107248306274
342000,-0.0013443247,0.043382753,35.703070127901874,684,9880,465.37,0.9972520894370973,0.043748163,34200000,0.35760394,0.04772069,-1.7227161,3775.0566959381104
342500,-0.00044015647,0.101041056,37.18738293879969,685,9910,471.04,0.9957190114073455,0.050829735,34250000,0.29560602,0.06897461,-1.7074907,3780.5635302066803
343000,-0.0005315405,0.030955672,38.084737101136,686,9920,468.01,0.9963273329194635,0.05133206,34300000,0.31686002,0.058218848,-1.7108502,3786.0891880989075
343500,-0.0021144808,0.034045253,35.314942531280614,687,9930,467.67,0.9967669462785125,0.045399345,34350000,0.336728,0.054409686,-1.7121904,3791.67760682106
344000,-0.0012015657,0.031026378,38.609350898181816,688,9899,476.61,0.9978161717299372,0.058956955,34400000,0.30418804,0.025367515,-1.7116785,3797.1518557071686
344500,-0.0010088795,0.033524007,37.04950693921013,689,9922,469.19,0.9962522191926837,0.04985401,34450000,0.34449002,0.05928556,-1.7100791,3802.781582593918
