n_updates,policy_loss,policy_entropy,total_timesteps,approxkl,clipfrac,explained_variance,true_reward,ep_reward_mean,fps,value_loss,time_elapsed,ep_len_mean,serial_timesteps
3728,-0.005934524,-4.304143,186400000,0.023892218,0.282754,0.9937789645045996,0.14588778,5.232702517485814,7678,0.041983377,25141.412988185883,53.98,1864000
3729,-0.006952371,-4.316665,186450000,0.02230349,0.270018,0.9962317352183163,0.14384681,4.302995637682907,7971,0.023690261,25148.477022647858,51.03,1864500
3730,-0.0050652605,-4.328526,186500000,0.023242982,0.27657595,0.9945365181192756,0.14483692,4.430567280432587,7825,0.036289476,25155.294055700302,48.35,1865000
3731,-0.0076031573,-4.3250046,186550000,0.020348616,0.25536796,0.9967492939904332,0.14506148,4.597460937120195,7955,0.021661494,25161.92675471306,51.03,1865500
3732,-0.0039781206,-4.321759,186600000,0.027416632,0.3070241,0.9928637277334929,0.14580381,4.654293262393403,8238,0.045990285,25168.693612098694,50.71,1866000
3733,-0.0038470435,-4.3116503,186650000,0.026606549,0.30700597,0.9931635209359229,0.13922846,4.5293950627376764,7973,0.04707794,25175.367503643036,49.31,1866500
3734,-0.0065702563,-4.3050694,186700000,0.023737008,0.28383204,0.9958958579227328,0.14630185,4.7738221989182055,8052,0.025363734,25182.06123805046,51.9,1867000
3735,-0.0048959074,-4.3067317,186750000,0.02661546,0.290144,0.9922175779938698,0.14508489,5.657250810480182,7658,0.054746967,25188.704570293427,51.8,1867500
3736,-0.0053417473,-4.301719,186800000,0.021486169,0.26439202,0.9957904336042702,0.14763996,5.117894462554687,7901,0.028165901,25195.603446483612,48.79,1868000
3737,-0.005428217,-4.304905,186850000,0.022990303,0.27205795,0.9945850875228643,0.14555481,4.44730547234416,8178,0.0368009,25202.385758399963,50.88,1868500
3738,-0.0045287223,-4.308929,186900000,0.02295496,0.27378207,0.9952129046432674,0.14960656,3.591981786320248,7760,0.031799916,25209.009811639786,44.04,1869000
3739,-0.004281186,-4.304278,186950000,0.027561171,0.305994,0.990846442990005,0.14497158,5.433733902856984,7853,0.06386872,25215.948811531067,53.28,1869500
3740,-0.005613518,-4.2960734,187000000,0.02377785,0.27947396,0.9934507054276764,0.14459145,6.04249403201713,7987,0.043436095,25222.78613972664,52.92,1870000
3741,-0.0061464296,-4.3001676,187050000,0.021424184,0.26057002,0.9957124395295978,0.1458198,4.012961952140613,7769,0.028931737,25229.564015626907,46.88,1870500
3742,-0.005141252,-4.3009305,187100000,0.028288621,0.29768592,0.9949636282399297,0.14553334,5.871419577677006,8287,0.034108654,25236.431265592575,55.27,1871000
3743,-0.00638817,-4.2968316,187150000,0.02433734,0.28454798,0.9938855487853289,0.14176002,4.686544870896032,8034,0.039637014,25243.038752555847,52.45,1871500
3744,-0.005916084,-4.291458,187200000,0.023679879,0.281548,0.9950790931470692,0.14462756,4.452965147546202,8022,0.03128052,25249.729302167892,51.42,1872000
3745,-0.0019004542,-4.295527,187250000,0.030378299,0.32167202,0.9937475589103997,0.14731738,5.417984639175411,8017,0.043766093,25256.58871793747,56.0,1872500
3746,-0.0049770717,-4.299563,187300000,0.023738181,0.280408,0.994139819405973,0.1453377,4.2519228687711434,8072,0.039166525,25263.308138370514,49.02,1873000
3747,-0.007146826,-4.301113,187350000,0.021395765,0.266242,0.9972285586409271,0.14870496,5.387612857084459,8071,0.017981637,25270.017637491226,48.9,1873500
3748,-0.0042891144,-4.309803,187400000,0.025756719,0.297396,0.9953945502638817,0.14475554,4.552117901324673,8242,0.030697346,25276.672736644745,50.85,1874000
3749,-0.005333496,-4.308357,187450000,0.024993248,0.29202002,0.9946448686532676,0.1412229,4.56954927392755,8059,0.03681987,25283.181562423706,47.76,1874500
3750,-0.004249008,-4.314529,187500000,0.025457526,0.293576,0.9952507591806352,0.14785834,4.14435210380485,7919,0.032410637,25290.007365703583,46.74,1875000
3751,-0.0049757343,-4.315138,187550000,0.025921227,0.29616404,0.9925639787688851,0.1436505,4.581354015157704,8073,0.05009763,25296.572979688644,54.17,1875500
3752,-0.004630256,-4.3149,187600000,0.023258211,0.2790461,0.9943473283201456,0.14757207,5.206072453270117,7946,0.03649096,25303.352698802948,57.27,1876000
3753,-0.006246588,-4.325647,187650000,0.021827534,0.26522797,0.9966457588598132,0.14274523,4.55786238131921,7901,0.02204416,25310.14998817444,47.51,1876500
3754,-0.0056488174,-4.3450584,187700000,0.024594316,0.29003,0.9945062976330519,0.14360316,5.032991268938495,7962,0.03561235,25317.035257339478,50.97,1877000
3755,-0.0060476004,-4.357052,187750000,0.02486837,0.28843603,0.9943995145149529,0.14223596,4.739389991562566,7878,0.03561077,25323.915824890137,52.57,1877500
3756,-0.006657157,-4.36497,187800000,0.021335902,0.2618479,0.9964953188318759,0.1447222,4.3848575883788,8130,0.022136651,25330.66609621048,51.44,1878000
3757,-0.0054362444,-4.371749,187850000,0.022338733,0.26983005,0.9956531408242881,0.14584707,5.013750931230606,8260,0.029851735,25337.30030965805,52.6,1878500
3758,-0.008195892,-4.3741255,187900000,0.024392411,0.288106,0.9957964308559895,0.14574964,3.698161291041615,7813,0.027674064,25343.940378665924,44.56,1879000
3759,-0.005294877,-4.370689,187950000,0.026776053,0.302386,0.9934503426775336,0.14269564,4.805966158124502,8058,0.04478226,25350.88501381874,47.6,1879500
3760,-0.006527832,-4.3692656,188000000,0.022701409,0.27172193,0.9965547365136445,0.14380933,4.605788570768491,7881,0.022565048,25357.379571437836,48.65,1880000
3761,-0.00594948,-4.3687577,188050000,0.024762496,0.288896,0.9942309972830117,0.1478944,4.365659463406919,7951,0.04156751,25364.23312997818,47.86,1880500
3762,-0.00035340487,-4.36684,188100000,0.029399531,0.31247798,0.9928904203698039,0.14163569,3.8197920447543585,7784,0.04787454,25370.979407548904,47.31,1881000
3763,-0.0048430907,-4.3681602,188150000,0.024188848,0.28737402,0.9953068690374494,0.14307033,5.1626234370974995,8053,0.02989201,25377.99995803833,52.1,1881500
3764,-0.0033071402,-4.3610935,188200000,0.02951232,0.31655002,0.9910402111709118,0.14568214,4.591395203681459,7988,0.06510037,25384.664739370346,48.75,1882000
3765,-0.0050810985,-4.3566537,188250000,0.026185183,0.291308,0.99403329892084,0.14879204,4.926221114573564,7628,0.040298782,25391.404458999634,49.36,1882500
3766,-0.005826967,-4.3583703,188300000,0.023420837,0.281212,0.9957935903221369,0.14528018,4.95470293891427,7823,0.026711157,25398.43194913864,53.52,1883000
3767,-0.0045020175,-4.3640003,188350000,0.02594575,0.299074,0.9943786035291851,0.14168298,5.754092033470661,8239,0.037051514,25405.10187649727,56.61,1883500
3768,-0.0046940586,-4.3629208,188400000,0.025718646,0.29524195,0.9928321205079556,0.14679532,4.091770452560231,7884,0.045978174,25411.57469344139,42.47,1884000
3769,-0.0071028606,-4.3561597,188450000,0.02772557,0.30818406,0.9892725590616465,0.1389512,5.380038210371567,8181,0.07382698,25418.552874803543,53.72,1884500
3770,-0.0050201537,-4.35327,188500000,0.023854222,0.28305405,0.9954859581775963,0.14755024,3.77740454094208,7833,0.030071758,25425.21576499939,43.14,1885000
3771,-0.0058289655,-4.348268,188550000,0.022861669,0.27562788,0.9961825686041266,0.14608322,5.047208976651491,8156,0.024226276,25432.037355184555,56.84,1885500
3772,-0.005175048,-4.3451915,188600000,0.022252463,0.27300602,0.9956041425466537,0.1497905,4.452448055478889,7957,0.030787917,25438.636103868484,45.2,1886000
3773,-0.004554528,-4.343651,188650000,0.02398885,0.284668,0.9934495761990547,0.14314409,3.6214960524409254,7865,0.043670554,25445.476078271866,46.55,1886500
3774,-0.006381821,-4.3465104,188700000,0.02154187,0.264836,0.996056592091918,0.14638461,4.903687392687425,8159,0.02588747,25452.297289133072,47.26,1887000
3775,-0.00591529,-4.3498406,188750000,0.023951592,0.28610402,0.9945595050230622,0.14512467,4.600865867954562,8367,0.03506131,25458.95906686783,53.23,1887500
3776,-0.0050465246,-4.341968,188800000,0.02663023,0.29640397,0.9927713563665748,0.14189924,5.7347189374359,8040,0.05084093,25465.44212436676,55.17,1888000
3777,-0.0064847,-4.343167,188850000,0.022174276,0.26632994,0.9949301406741142,0.14575769,5.356096485491872,7662,0.034421638,25472.227899074554,52.08,1888500
3778,-0.0037718934,-4.353372,188900000,0.02904112,0.316324,0.9908242365345359,0.14333083,4.671499479931372,8074,0.062399,25479.306313037872,50.77,1889000
3779,-0.0066987467,-4.3570256,188950000,0.023428489,0.2770561,0.9952401942573488,0.14663944,4.3983552709971265,8102,0.031358067,25486.06968522072,49.47,1889500
3780,-0.00417151,-4.3707185,189000000,0.02562226,0.28911003,0.9940616246312857,0.14079574,4.889098054056012,8034,0.04117588,25492.831163406372,52.41,1890000
3781,-0.007489552,-4.379691,189050000,0.022061035,0.27345195,0.9967564381659031,0.14727527,4.258648927720642,7690,0.020987624,25499.543915748596,45.27,1890500
3782,-0.0056559253,-4.3798685,189100000,0.024893852,0.29151204,0.9950506081804633,0.1465996,4.744146377443831,7787,0.034213644,25506.64306330681,51.97,1891000
3783,-0.00623014,-4.3737655,189150000,0.023317799,0.27518407,0.9942870582453907,0.14048779,4.6054075698276575,7889,0.03705503,25513.72430562973,49.07,1891500
3784,-0.0061377054,-4.378565,189200000,0.022432098,0.27144605,0.9956125789321959,0.14236291,5.050355295293702,7866,0.027188938,25520.599407672882,56.06,1892000
3785,-0.004502345,-4.3800435,189250000,0.028293194,0.313034,0.9908428229391575,0.14312813,4.625697932174953,8285,0.0635157,25527.22062420845,49.62,1892500
3786,-0.0055855294,-4.380475,189300000,0.026392061,0.3017,0.9924933677539229,0.14215834,4.125619522392226,7994,0.047019843,25533.80797123909,48.21,1893000
3787,-0.0048069498,-4.384138,189350000,0.029707639,0.31791797,0.9919781815260649,0.14374247,4.440792641699955,7988,0.053904828,25540.55414557457,49.91,1893500
3788,-0.004089865,-4.3785815,189400000,0.026932526,0.30609006,0.9941724324598908,0.1458191,4.484923901079456,7982,0.03887494,25547.327634572983,48.5,1894000
3789,-0.0063302047,-4.377191,189450000,0.023256904,0.27622607,0.99447090504691,0.14293474,4.653743217028387,7814,0.034255594,25554.121181726456,53.59,1894500
3790,-0.0062489836,-4.377447,189500000,0.024626248,0.286534,0.9933979953639209,0.14857395,4.842426266773182,8157,0.04448514,25560.93942475319,50.95,1895000
3791,-0.0061474117,-4.3862324,189550000,0.021526607,0.26555398,0.9962615671101958,0.14368473,4.504400334426027,7923,0.024690293,25567.501105070114,50.93,1895500
3792,-0.0025274777,-4.3806667,189600000,0.029152332,0.32316205,0.9924253188073635,0.14715348,4.391258508119209,7911,0.051397257,25574.429081201553,48.57,1896000
3793,-0.003944266,-4.366888,189650000,0.026859116,0.2929001,0.9922230718657374,0.14701489,4.9821942617699095,8293,0.051063813,25581.32492876053,50.95,1896500
3794,-0.0061720633,-4.358776,189700000,0.02700119,0.30382204,0.9941684920340776,0.1431726,3.917875596387312,7938,0.038896564,25587.892721176147,43.17,1897000
3795,-0.0035091492,-4.351987,189750000,0.026798034,0.30093005,0.9945536265149713,0.14747123,4.034239808239363,7982,0.036049627,25594.618340730667,47.64,1897500
3796,-0.0035432407,-4.3513165,189800000,0.029070292,0.31639203,0.994010086171329,0.14475964,3.9013740145781775,8000,0.040557776,25601.417331457138,48.95,1898000
3797,-0.0045877057,-4.348936,189850000,0.02407435,0.28333598,0.9953851969912648,0.14881724,4.886957472496142,7980,0.029869597,25608.13727402687,53.3,1898500
3798,-0.006547336,-4.341259,189900000,0.022736143,0.27068198,0.9952784953638911,0.14649294,3.0122415111021836,8297,0.03082083,25614.833191394806,45.18,1899000
3799,-0.0047930656,-4.3424673,189950000,0.025625968,0.29372203,0.9935452691279352,0.14563186,4.604843389666712,8072,0.042621862,25621.292442798615,48.28,1899500
3800,-0.005566575,-4.3406086,190000000,0.02610731,0.29742,0.9948557908646762,0.14209561,5.52214318732138,8018,0.032353353,25628.097581386566,52.39,1900000
3801,-0.00582737,-4.33491,190050000,0.021619864,0.26584798,0.9964170439634472,0.14652131,5.248292540930561,8017,0.022751607,25634.79387497902,52.24,1900500
3802,-0.006434527,-4.3383236,190100000,0.020014225,0.25152194,0.99702446651645,0.1471279,4.125219422021692,8120,0.018802568,25641.603625535965,47.12,1901000
3803,-0.0057681627,-4.343408,190150000,0.02267684,0.27286997,0.9951633000746369,0.1433189,4.6517193290728756,7719,0.030996101,25648.27947115898,54.16,1901500
3804,-0.006382323,-4.350774,190200000,0.021455202,0.26460207,0.9961762463208288,0.14939205,4.020831511323922,7965,0.024694504,25655.23843240738,48.7,1902000
3805,-0.0023601747,-4.3643465,190250000,0.028151816,0.315916,0.9921231623739004,0.13942204,4.5765191971542665,8064,0.052653786,25662.150957107544,46.7,1902500
3806,-0.00787751,-4.372549,190300000,0.019611228,0.24757195,0.9978375330101699,0.15082559,4.683935070010193,8419,0.013494023,25668.834456205368,49.25,1903000
3807,-0.004019331,-4.3714857,190350000,0.025706038,0.29458806,0.9951892173849046,0.14832026,4.221616223313759,8000,0.03261232,25675.40040564537,50.06,1903500
3808,-0.00503596,-4.363205,190400000,0.022544034,0.27082202,0.9963118978776038,0.14413452,4.412609994279046,8201,0.023390448,25682.181506872177,49.58,1904000
3809,-0.0050552594,-4.360936,190450000,0.025668854,0.29671,0.9945049975067377,0.14010201,3.6439517582100236,8183,0.037397873,25688.922490358353,47.02,1904500
3810,-0.003960065,-4.3536406,190500000,0.027034402,0.30323803,0.9953897912055254,0.14645931,4.595703055433114,8054,0.030421399,25695.347788095474,49.73,1905000
3811,-0.0040872637,-4.353571,190550000,0.021985922,0.26745403,0.9967084731906652,0.1499503,4.444593963529842,8128,0.022823181,25701.924222946167,50.91,1905500
3812,-0.006365842,-4.3470464,190600000,0.024005013,0.28113997,0.9953836519271135,0.14660959,3.971626786021661,7736,0.030179758,25708.440273046494,49.15,1906000
3813,-0.005250111,-4.339331,190650000,0.024884455,0.29031,0.9958030972629786,0.15023085,5.067703787033242,8101,0.028184045,25715.39394378662,48.74,1906500
3814,-0.004312797,-4.34305,190700000,0.028957875,0.30422407,0.9929479439742863,0.14435062,3.8477871989856065,7824,0.048403293,25722.155980587006,48.5,1907000
3815,-0.006269415,-4.3560014,190750000,0.020471614,0.25472793,0.9977514049969614,0.14876093,4.443385711222654,7807,0.01413826,25729.10533976555,48.19,1907500
3816,-0.0065482827,-4.3638177,190800000,0.022625078,0.27346402,0.9952795929275453,0.14685939,5.00822701022822,7979,0.03103514,25736.088058948517,49.67,1908000
3817,-0.0057839085,-4.3661017,190850000,0.02291268,0.27450606,0.9971091425977647,0.14677505,3.681603012472042,7973,0.01869889,25742.940373182297,42.47,1908500
3818,-0.005534243,-4.3633103,190900000,0.02521026,0.2926521,0.995211090426892,0.14884675,4.254036657386787,7890,0.0316448,25749.79449725151,47.2,1909000
3819,-0.004960701,-4.362702,190950000,0.026792256,0.30324402,0.9938738937489688,0.1451077,5.7428640854774855,8056,0.04277999,25756.747505664825,51.44,1909500
3820,-0.0071887844,-4.363963,191000000,0.021076132,0.259996,0.9971055956557393,0.14492913,5.54614917205181,8435,0.01878474,25763.547700881958,54.56,1910000
3821,-0.0012698887,-4.369865,191050000,0.026414286,0.29316598,0.9936136854812503,0.14475319,4.7487084099891215,8155,0.042228714,25770.06618475914,53.49,1910500
3822,-0.004191165,-4.3667965,191100000,0.023794685,0.28228396,0.9952038819901645,0.14426889,5.3413216921204,7969,0.032593615,25776.658655166626,50.72,1911000
3823,-0.0053109205,-4.36338,191150000,0.02402308,0.28187406,0.9917376721277833,0.14479476,3.8199705893269855,7917,0.055963416,25783.494388341904,48.38,1911500
3824,-0.005036414,-4.354909,191200000,0.026230082,0.29469603,0.9928301479667425,0.150708,4.139704337184667,7601,0.048104424,25790.39876484871,47.21,1912000
3825,-0.005065052,-4.350425,191250000,0.024170985,0.28806603,0.9952286630868912,0.14362586,4.9888086153689075,8047,0.029484764,25797.479902029037,50.07,1912500
3826,-0.0060217427,-4.345774,191300000,0.025202643,0.29442206,0.9949416164308786,0.14650352,4.671288399278492,8029,0.033269648,25804.210010051727,51.26,1913000
3827,-0.004835357,-4.343985,191350000,0.025588475,0.29732394,0.9962195248808712,0.14338742,4.434605743583961,8063,0.024508893,25810.95510005951,52.9,1913500
3828,-0.0057947272,-4.3488083,191400000,0.023606846,0.28022403,0.9955922923982143,0.1431609,4.509930104745435,7976,0.028542152,25817.769255638123,47.35,1914000
3829,-0.005345166,-4.3537765,191450000,0.026439132,0.30049002,0.9934806018136442,0.14465763,4.685501200365106,7907,0.04386154,25824.397923469543,46.88,1914500
3830,-0.0055945516,-4.3606167,191500000,0.024805617,0.29108998,0.9938981248997152,0.14571731,5.429286474270921,7961,0.04131329,25831.192536592484,54.94,1915000
3831,-0.0017286163,-4.3665075,191550000,0.026920324,0.30267403,0.9960638112388551,0.14600722,4.664438188411878,8062,0.026594521,25838.140318870544,53.73,1915500
3832,-0.0038553483,-4.3712873,191600000,0.025852697,0.29326004,0.9952373723499477,0.1462906,5.813377102237719,7801,0.030125083,25844.9065489769,58.15,1916000
3833,-0.0039633443,-4.376245,191650000,0.02451882,0.28767797,0.9966021771542728,0.14483434,6.028507935658563,8102,0.021660458,25851.911801576614,60.13,1916500
3834,-0.0053122337,-4.3736296,191700000,0.022572072,0.26255602,0.9950211504474282,0.14788865,4.555018905607285,8085,0.033130333,25858.522716999054,48.48,1917000
3835,-0.0057218494,-4.366777,191750000,0.023852848,0.278338,0.9946847464889288,0.14568709,4.289325431167963,8107,0.035964444,25865.141243457794,46.0,1917500
3836,-0.0067240386,-4.36685,191800000,0.026376134,0.29715797,0.9949237070977688,0.14573485,4.777177916593646,8062,0.034102008,25871.769117355347,50.08,1918000
3837,-0.0043324,-4.3717947,191850000,0.02424429,0.28631,0.9958053189329803,0.14267224,4.466879273748782,8178,0.027227877,25878.287863731384,47.02,1918500
3838,-0.0048399325,-4.361165,191900000,0.028211048,0.31178,0.9929402954876423,0.14934008,4.847017564382404,8287,0.048306122,25884.661996126175,50.25,1919000
3839,-0.0066160136,-4.358217,191950000,0.021939447,0.269334,0.9966078985016793,0.14488204,3.6204210548914855,7787,0.021614332,25891.05210709572,46.9,1919500
3840,-0.0031345563,-4.356568,192000000,0.024838127,0.289822,0.993966072332114,0.14830239,4.879526112043241,8001,0.041755438,25897.84769654274,49.85,1920000
3841,-0.006067249,-4.352417,192050000,0.023095844,0.27592802,0.9960409076884389,0.14619303,4.754228300365212,7964,0.026278572,25904.590444803238,50.9,1920500
3842,-0.0035766414,-4.356441,192100000,0.024972199,0.29039204,0.9952293825335801,0.14720638,4.787716583608417,7860,0.029490834,25911.413573265076,51.53,1921000
3843,-0.004621946,-4.3530235,192150000,0.026338052,0.29963797,0.9952394026331604,0.14844693,4.34906286061625,8063,0.031569,25918.229687690735,46.31,1921500
3844,-0.004807754,-4.356581,192200000,0.028035445,0.30715197,0.9950337265618145,0.14186715,4.3371971026159,7851,0.032434538,25924.895520687103,46.33,1922000
3845,-0.0065014306,-4.36299,192250000,0.021778028,0.26683396,0.9970535750035197,0.14892939,5.817434043388021,8170,0.01838722,25931.849444389343,52.53,1922500
3846,-0.005321507,-4.365335,192300000,0.028295612,0.31042007,0.993080033455044,0.14886542,4.42628652649124,8172,0.046520084,25938.34298849106,48.24,1923000
3847,-0.0031728456,-4.3709073,192350000,0.027786631,0.3099841,0.9935570997186005,0.14397322,4.860249613744818,8098,0.045564957,25945.00646018982,47.16,1923500
3848,-0.0040333048,-4.359732,192400000,0.026373496,0.29383,0.9943090132437646,0.14860818,4.558798540259595,7706,0.0382194,25951.765340805054,49.16,1924000
3849,-0.004540978,-4.344701,192450000,0.024193833,0.285408,0.9957230943255126,0.14291006,4.858581148175872,8445,0.028524175,25958.808670043945,47.99,1924500
3850,-0.0025512397,-4.3406343,192500000,0.032934055,0.339754,0.9913570210337639,0.14844216,5.4249311291811315,7767,0.05882585,25965.340641736984,51.81,1925000
3851,-0.0051483973,-4.3495355,192550000,0.02278309,0.27659205,0.9963284931145608,0.1452251,4.6384310021354755,7984,0.024999978,25972.11788582802,49.13,1925500
3852,-0.0062051653,-4.356098,192600000,0.024411915,0.28348994,0.9950089086778462,0.14575505,4.169232513947063,7823,0.032998208,25978.91383743286,48.42,1926000
3853,-0.0076000034,-4.352785,192650000,0.020518346,0.25705802,0.9972316599451005,0.14655556,5.955404136831349,7924,0.016907524,25985.86488342285,53.04,1926500
3854,-0.005506961,-4.354162,192700000,0.023539001,0.28259996,0.9954548119567335,0.14736071,3.5957905804942127,8161,0.028565252,25992.601867437363,44.2,1927000
3855,-0.006185392,-4.351312,192750000,0.023846567,0.28266004,0.9955247826874256,0.1447172,5.53302021200303,7674,0.028565021,25999.005880117416,52.8,1927500
3856,-0.004413014,-4.339972,192800000,0.025466518,0.29535604,0.9951557191088796,0.14359717,5.828479501854745,7804,0.031505384,26006.096014738083,54.24,1928000
3857,-0.006437925,-4.3313584,192850000,0.02692511,0.30173,0.9930827538482845,0.14278726,4.843707084323978,8043,0.045477454,26012.999489068985,53.54,1928500
3858,-0.0058963387,-4.3177123,192900000,0.023047931,0.27783793,0.9955460340715945,0.1483922,5.026092993757411,8108,0.029276313,26019.648581266403,51.15,1929000
3859,-0.0042032925,-4.2970204,192950000,0.027013488,0.306998,0.9936722945421934,0.1499536,5.912872686398841,7953,0.041856278,26026.37314105034,55.23,1929500
3860,-0.006089769,-4.286771,193000000,0.023113543,0.27862,0.9961052711587399,0.14376058,5.6422561625248635,7805,0.024446439,26033.11526274681,56.3,1930000
3861,-0.0035093236,-4.300132,193050000,0.024428606,0.28133398,0.996086522936821,0.14853522,4.533640991923384,8152,0.025841616,26040.05781674385,46.54,1930500
3862,-0.005867687,-4.2988353,193100000,0.025111608,0.2928979,0.9916198775172234,0.1449972,5.044267765314544,7932,0.054222327,26046.835982084274,49.57,1931000
3863,-0.0068758125,-4.2898235,193150000,0.022414716,0.27340797,0.996852854732424,0.14590557,4.2046537341014485,7910,0.019653756,26053.67524456978,45.93,1931500
3864,-0.00675969,-4.2770042,193200000,0.024535853,0.285268,0.9940273589454591,0.13931622,4.210101620291243,7970,0.03878248,26060.398786067963,48.05,1932000
3865,-0.0075639556,-4.2671566,193250000,0.022392513,0.26976806,0.995565549004823,0.14707299,4.720361054177992,8203,0.0290183,26067.298359155655,49.21,1932500
3866,-0.0065216394,-4.2550254,193300000,0.024709802,0.28685996,0.9937977129593492,0.14570445,5.24818633087023,8003,0.04025343,26073.865108013153,52.2,1933000
3867,-0.0058731614,-4.252948,193350000,0.021461435,0.26505807,0.9974183526355773,0.14728512,4.811782578096026,7974,0.016267024,26080.581559181213,47.73,1933500
3868,-0.006369803,-4.2538023,193400000,0.025067516,0.289204,0.9942487021908164,0.14498115,4.814902824481542,8126,0.03830705,26087.26301717758,52.69,1934000
3869,-0.0066772345,-4.2587,193450000,0.021929096,0.26717806,0.9959837142378092,0.14309034,4.225668722508272,8303,0.026733832,26093.842984437943,45.57,1934500
3870,-0.0051763244,-4.2665353,193500000,0.023577802,0.27853793,0.9962429259903729,0.1458717,3.841934298796041,7883,0.023647198,26100.362289905548,46.51,1935000
3871,-0.004382675,-4.278108,193550000,0.025504274,0.29639995,0.9941477025859058,0.14371185,4.061190259853029,7633,0.03900777,26107.29581785202,47.13,1935500
3872,-0.0067471387,-4.2797003,193600000,0.021432366,0.26303205,0.9967721253633499,0.14874232,4.741973578535545,8012,0.021414444,26114.42711496353,53.54,1936000
3873,-0.0053079254,-4.2852893,193650000,0.024939535,0.29508194,0.9951892639510334,0.14488581,4.600170915362396,8001,0.03214051,26121.122864723206,49.85,1936500
3874,-0.003178856,-4.2867618,193700000,0.026785469,0.29796597,0.9946585004217923,0.14776303,4.499884076134185,8137,0.0334849,26128.007431030273,45.85,1937000
3875,-0.006229978,-4.282224,193750000,0.02264944,0.273398,0.9957055286504328,0.1427177,4.416258289990874,8072,0.029123006,26134.738305330276,56.58,1937500
3876,-0.0054106503,-4.2806935,193800000,0.026537962,0.301914,0.9951714053750038,0.1428981,4.057801589590163,8155,0.032500014,26141.38599729538,44.61,1938000
3877,-0.0070979283,-4.2828007,193850000,0.023419287,0.27619803,0.9932171306572855,0.14104746,3.9002234741621944,7700,0.04397059,26147.865614652634,47.85,1938500
3878,-0.006638731,-4.2861376,193900000,0.024363687,0.287476,0.9947105119936168,0.1434703,4.341154768864217,7823,0.034011945,26154.97694516182,46.24,1939000
3879,-0.0035101366,-4.2881722,193950000,0.025211964,0.28600997,0.9938639323227108,0.14623004,5.784647299534336,8123,0.04135005,26161.83601808548,58.15,1939500
3880,-0.0050210017,-4.292898,194000000,0.023129355,0.27399796,0.9941912065260112,0.14339575,4.730586531509325,7964,0.038545266,26168.573685646057,52.61,1940000
3881,-0.004915694,-4.298469,194050000,0.023719717,0.2843619,0.9959519766271114,0.14448293,3.882023484997917,7861,0.027267147,26175.43869161606,47.33,1940500
3882,-0.0016741002,-4.290647,194100000,0.025266366,0.29029998,0.9919744525104761,0.1425083,4.996204704772826,8106,0.05245244,26182.28519463539,55.29,1941000
3883,-0.006853826,-4.286962,194150000,0.023075003,0.273712,0.9959622980095446,0.14819121,5.174386525213777,7900,0.025954034,26188.965571641922,49.55,1941500
3884,-0.0054054176,-4.2965245,194200000,0.024193633,0.27690205,0.9956172034144402,0.15010694,4.505204639344811,8271,0.02979569,26195.77244901657,52.31,1942000
3885,-0.007132637,-4.30042,194250000,0.022005705,0.26846603,0.9962673236150295,0.15038791,5.2363022546579305,7732,0.025278252,26202.277965545654,53.63,1942500
3886,-0.0024940567,-4.2908373,194300000,0.02529763,0.29056594,0.9953706148080528,0.14678165,4.285339376770571,7841,0.031010162,26209.215570926666,46.57,1943000
3887,-0.0068357526,-4.289429,194350000,0.021310361,0.26184806,0.996091993059963,0.14345413,4.832823343576893,8059,0.026510093,26216.127294540405,54.46,1943500
3888,-0.0083720395,-4.293968,194400000,0.025287373,0.29288206,0.9948761905543506,0.14978158,4.610303022993321,8001,0.035091467,26222.86310362816,48.99,1944000
3889,-0.0049462183,-4.2960253,194450000,0.025031274,0.29219797,0.9948437577113509,0.14237149,5.195922528659576,7640,0.033038314,26229.462515592575,52.72,1944500
3890,-0.0063255797,-4.2864747,194500000,0.023857381,0.27309802,0.9954751078039408,0.15527768,5.283036902017921,7828,0.031058302,26236.32581472397,48.78,1945000
3891,-0.0034699251,-4.281195,194550000,0.025183182,0.28674197,0.9955407101660967,0.14673944,4.091571221547638,7976,0.028061146,26243.034205198288,46.91,1945500
3892,-0.0059533305,-4.273031,194600000,0.022015383,0.26925,0.9956224039196968,0.14237781,4.021523680735263,7867,0.029701557,26249.990191698074,46.31,1946000
3893,-0.0036783528,-4.271841,194650000,0.025130155,0.28731602,0.9944574474357069,0.14781435,4.644437869707763,8127,0.035942122,26256.716626167297,50.81,1946500
3894,-0.005838007,-4.275446,194700000,0.023419363,0.28413203,0.9931138195097446,0.1416704,4.415248918374127,8309,0.04826115,26263.15090227127,48.77,1947000
3895,-0.0040095295,-4.272791,194750000,0.025550487,0.29230806,0.9949094215407968,0.14393228,4.204434799909104,7872,0.03422725,26269.75114965439,47.31,1947500
3896,-0.006729202,-4.278118,194800000,0.022449527,0.27329797,0.9964239541441202,0.14694192,5.159909968068241,7830,0.023128929,26276.54929304123,54.68,1948000
3897,-0.0058410107,-4.2865925,194850000,0.023935838,0.28555402,0.9955670037306845,0.14718677,4.885723090242318,7974,0.029342467,26283.426614522934,52.93,1948500
3898,-0.0038610923,-4.301983,194900000,0.025219783,0.28894803,0.9947054320946336,0.14140914,3.378965923676733,7720,0.03450809,26290.12408709526,45.0,1949000
3899,-0.0057303035,-4.307839,194950000,0.025750972,0.289694,0.9942502956837416,0.14190015,4.280056920413918,7761,0.037486378,26297.090618133545,51.08,1949500
